Facility ID,Owner Name,Facility Name,Street Address,City,Zip,County,Tank Id,Installed,Material,Compartments,Tank Status,Regulated,Closed,Capacity,Substance
5506162,ITMANN COAL COMPANY,ITMANN COAL COMPANY,WV RT 16 PO BOX 222,ITMANN,24847,Wyoming,4,1972-01-05,Steel,1,Permanently Out of Service,Yes,1987-04-15,10000.0,Hydraulic Oil
5506162,ITMANN COAL COMPANY,ITMANN COAL COMPANY,WV RT 16 PO BOX 222,ITMANN,24847,Wyoming,5,1979-01-05,Steel,1,Permanently Out of Service,Yes,1987-04-15,2000.0,Gasoline
5506162,ITMANN COAL COMPANY,ITMANN COAL COMPANY,WV RT 16 PO BOX 222,ITMANN,24847,Wyoming,6,1972-01-05,Steel,1,Permanently Out of Service,Yes,1987-04-15,10000.0,Hydraulic Oil
5506162,ITMANN COAL COMPANY,ITMANN COAL COMPANY,WV RT 16 PO BOX 222,ITMANN,24847,Wyoming,7,1972-01-05,Steel,1,Permanently Out of Service,Yes,1987-04-15,1000.0,Diesel
5506163,UNKNOWN,COOKE'S PACKETTE (*SJ/REG TO 93),HIGHWAY 10,ITMANN,24847,Wyoming,1,1971-05-09,Steel,1,Permanently Out of Service,Yes,,3000.0,Gasoline
5506163,UNKNOWN,COOKE'S PACKETTE (*SJ/REG TO 93),HIGHWAY 10,ITMANN,24847,Wyoming,2,1971-05-09,Steel,1,Permanently Out of Service,Yes,,3000.0,Gasoline
5506163,UNKNOWN,COOKE'S PACKETTE (*SJ/REG TO 93),HIGHWAY 10,ITMANN,24847,Wyoming,3,1971-05-09,Steel,1,Permanently Out of Service,Yes,,3000.0,Gasoline
5506163,UNKNOWN,COOKE'S PACKETTE (*SJ/REG TO 93),HIGHWAY 10,ITMANN,24847,Wyoming,4,1971-05-09,Steel,1,Permanently Out of Service,Yes,,2000.0,Gasoline
5506163,UNKNOWN,COOKE'S PACKETTE (*SJ/REG TO 93),HIGHWAY 10,ITMANN,24847,Wyoming,5,1971-05-09,Steel,1,Permanently Out of Service,Yes,,2000.0,Gasoline
5506210,WV DIVISION OF HIGHWAYS,STILL RUN SUB STA 10552,RT 10,ITMANN,24847,Wyoming,-2,1981-01-27,Steel,1,Permanently Out of Service,Yes,1994-09-21,3000.0,Gasoline
5506210,WV DIVISION OF HIGHWAYS,STILL RUN SUB STA 10552,RT 10,ITMANN,24847,Wyoming,-1,1981-01-27,Steel,1,Permanently Out of Service,Yes,1994-09-21,3000.0,Diesel
5506210,WV DIVISION OF HIGHWAYS,STILL RUN SUB STA 10552,RT 10,ITMANN,24847,Wyoming,3,1994-10-01,Fiberglass Reinforced Plastic,1,Permanently Out of Service,Yes,2013-07-16,4000.0,Gasoline
5506210,WV DIVISION OF HIGHWAYS,STILL RUN SUB STA 10552,RT 10,ITMANN,24847,Wyoming,4,1994-10-01,Fiberglass Reinforced Plastic,1,Permanently Out of Service,Yes,2013-07-16,4000.0,Diesel
5508570,COOK'S PACKETTE,COOKS PACKETTE,PO BOX 107 WV RT 10,ITMANN,24847,Wyoming,1,1992-09-01,Composite,2,Temporarily Out of Service,Yes,,8000.0,Gasoline
400344,UNCERTAIN/UNKNOWN,H L DRAKE,UNKNOWN,IVYDALE,25113,Braxton,-2,1971-05-05,Steel,1,Permanently Out of Service,Yes,,1000.0,Kerosene
400344,UNCERTAIN/UNKNOWN,H L DRAKE,UNKNOWN,IVYDALE,25113,Braxton,-1,1971-05-05,Steel,1,Permanently Out of Service,Yes,,1000.0,Kerosene
800800,CITY ICE AND FUEL COMPANY OF POINT PLEASANT,BIG OTTER MART,6556 BIG OTTER HWY,IVYDALE,25113,Clay,1,1976-04-29,Steel,1,Currently In Use,Yes,,10000.0,Gasoline
800800,CITY ICE AND FUEL COMPANY OF POINT PLEASANT,BIG OTTER MART,6556 BIG OTTER HWY,IVYDALE,25113,Clay,2,1977-04-29,Steel,1,Currently In Use,Yes,,6000.0,Gasoline
800800,CITY ICE AND FUEL COMPANY OF POINT PLEASANT,BIG OTTER MART,6556 BIG OTTER HWY,IVYDALE,25113,Clay,3,1977-04-29,Steel,1,Currently In Use,Yes,,6000.0,Gasoline
800800,CITY ICE AND FUEL COMPANY OF POINT PLEASANT,BIG OTTER MART,6556 BIG OTTER HWY,IVYDALE,25113,Clay,4,1977-04-29,Steel,1,Currently In Use,Yes,,4000.0,Diesel
800800,CITY ICE AND FUEL COMPANY OF POINT PLEASANT,BIG OTTER MART,6556 BIG OTTER HWY,IVYDALE,25113,Clay,5,1982-04-29,Steel,1,Currently In Use,Yes,,8000.0,Gasoline
800802,CUNNINGHAM MOTORS INC. ,CUNNINGHAM MOTORS INC,10560 IVYDALE RD,IVYDALE,25113,Clay,-3,1978-01-01,Steel,1,Permanently Out of Service,Yes,1989-08-01,4000.0,Gasoline
800802,CUNNINGHAM MOTORS INC. ,CUNNINGHAM MOTORS INC,10560 IVYDALE RD,IVYDALE,25113,Clay,-2,1978-01-01,Steel,1,Permanently Out of Service,Yes,1989-08-01,4000.0,Gasoline
800802,CUNNINGHAM MOTORS INC. ,CUNNINGHAM MOTORS INC,10560 IVYDALE RD,IVYDALE,25113,Clay,-1,1980-01-01,Steel,1,Permanently Out of Service,Yes,1989-08-01,4000.0,Gasoline
800802,CUNNINGHAM MOTORS INC. ,CUNNINGHAM MOTORS INC,10560 IVYDALE RD,IVYDALE,25113,Clay,1,1989-08-01,Steel,1,Currently In Use,Yes,,8000.0,Gasoline
800802,CUNNINGHAM MOTORS INC. ,CUNNINGHAM MOTORS INC,10560 IVYDALE RD,IVYDALE,25113,Clay,2,1989-08-01,Steel,1,Currently In Use,Yes,,8000.0,Gasoline
800802,CUNNINGHAM MOTORS INC. ,CUNNINGHAM MOTORS INC,10560 IVYDALE RD,IVYDALE,25113,Clay,3,1989-08-01,Steel,1,Currently In Use,Yes,,6000.0,Gasoline
800802,CUNNINGHAM MOTORS INC. ,CUNNINGHAM MOTORS INC,10560 IVYDALE RD,IVYDALE,25113,Clay,4,1987-08-19,Steel,1,Currently In Use,Yes,,4000.0,Diesel
800802,CUNNINGHAM MOTORS INC. ,CUNNINGHAM MOTORS INC,10560 IVYDALE RD,IVYDALE,25113,Clay,5,1987-08-19,Steel,1,Currently In Use,Yes,,1000.0,Kerosene
800804,"EQUITRANS, L. P.",ELK RIVER COMMPRESSING STATION #,UNKNOWN,IVYDALE,25113,Clay,1,1951-10-11,Steel,1,Permanently Out of Service,Yes,1987-10-15,550.0,Motor Oil
800804,"EQUITRANS, L. P.",ELK RIVER COMMPRESSING STATION #,UNKNOWN,IVYDALE,25113,Clay,2,1951-10-11,Steel,1,Permanently Out of Service,Yes,1987-10-15,550.0,Motor Oil
806930,"GO-MART, INC.",GO-MART STORE #086,6101 BIG OTTER HWY,IVYDALE,25113,Clay,1,1988-04-10,Steel,1,Currently In Use,Yes,,8000.0,Gasoline
806930,"GO-MART, INC.",GO-MART STORE #086,6101 BIG OTTER HWY,IVYDALE,25113,Clay,2,1988-04-10,Steel,1,Currently In Use,Yes,,10000.0,Gasoline
806930,"GO-MART, INC.",GO-MART STORE #086,6101 BIG OTTER HWY,IVYDALE,25113,Clay,3,1988-04-10,Steel,1,Currently In Use,Yes,,10000.0,Gasoline
806930,"GO-MART, INC.",GO-MART STORE #086,6101 BIG OTTER HWY,IVYDALE,25113,Clay,4,1988-04-10,Steel,1,Currently In Use,Yes,,10000.0,Diesel
806930,"GO-MART, INC.",GO-MART STORE #086,6101 BIG OTTER HWY,IVYDALE,25113,Clay,5,1988-04-10,Steel,1,Currently In Use,Yes,,6000.0,Diesel
807645,"DRAKE, HERSHEL L",DRAKE STORE,RT 16 BOX 122,IVYDALE,25113,Clay,-2,1953-01-01,Steel,1,Permanently Out of Service,Yes,2001-10-16,1000.0,Gasoline
807645,"DRAKE, HERSHEL L",DRAKE STORE,RT 16 BOX 122,IVYDALE,25113,Clay,-1,1953-01-01,Steel,1,Permanently Out of Service,Yes,2001-10-16,1000.0,Gasoline
810433,UNCERTAIN/UNKNOWN,JC Cruikshank Memorial Bridge Replacement,Corner of Routes 16 and 46,Ivydale,25113,Clay,1,,Steel,1,Permanently Out of Service,Yes,2022-07-28,1000.0,Unknown
810433,UNCERTAIN/UNKNOWN,JC Cruikshank Memorial Bridge Replacement,Corner of Routes 16 and 46,Ivydale,25113,Clay,2,,Steel,1,Permanently Out of Service,Yes,2022-07-28,1000.0,Unknown
810433,UNCERTAIN/UNKNOWN,JC Cruikshank Memorial Bridge Replacement,Corner of Routes 16 and 46,Ivydale,25113,Clay,3,,Steel,1,Permanently Out of Service,Yes,2022-07-28,1000.0,Unknown
810433,UNCERTAIN/UNKNOWN,JC Cruikshank Memorial Bridge Replacement,Corner of Routes 16 and 46,Ivydale,25113,Clay,4,,Steel,1,Permanently Out of Service,Yes,2022-07-28,1000.0,Unknown
810433,UNCERTAIN/UNKNOWN,JC Cruikshank Memorial Bridge Replacement,Corner of Routes 16 and 46,Ivydale,25113,Clay,5,,Steel,1,Permanently Out of Service,Yes,2022-07-28,1000.0,Unknown
5205762,UNCERTAIN/UNKNOWN,CLEMENTS OIL CO,STATE RT 20,JACKSONBURG,26377,Wetzel,1,1971-05-07,Steel,1,Permanently Out of Service,Yes,,2000.0,Gasoline
5205762,UNCERTAIN/UNKNOWN,CLEMENTS OIL CO,STATE RT 20,JACKSONBURG,26377,Wetzel,2,1971-05-07,Steel,1,Permanently Out of Service,Yes,,2000.0,Gasoline
5205781,JAY DEE DALLISON LUMBER INC,DALLISON LUMBER INC,RT 2 BOX 50,JACKSONBURG,26377,Wetzel,-2,1984-10-18,Steel,1,Permanently Out of Service,Yes,1986-10-15,2000.0,Gasoline
5205781,JAY DEE DALLISON LUMBER INC,DALLISON LUMBER INC,RT 2 BOX 50,JACKSONBURG,26377,Wetzel,-1,1984-10-18,Steel,1,Permanently Out of Service,Yes,1986-10-15,2000.0,Diesel
5205801,"SIMON, GEORGE",WHITEY MART,RT 20,JACKSONBURG,26377,Wetzel,-2,1981-06-24,Steel,1,Permanently Out of Service,Yes,1998-02-26,2000.0,Gasoline
5205801,"SIMON, GEORGE",WHITEY MART,RT 20,JACKSONBURG,26377,Wetzel,-1,1981-06-24,Steel,1,Permanently Out of Service,Yes,1998-02-26,2000.0,Gasoline
5205810,QUAKER STATE CORP,JACKSONBURG SHOP,PO BOX 98,JACKSONBURG,26377,Wetzel,-2,1947-12-11,Steel,1,Permanently Out of Service,Yes,1989-12-05,3000.0,Diesel
5205810,QUAKER STATE CORP,JACKSONBURG SHOP,PO BOX 98,JACKSONBURG,26377,Wetzel,-1,1947-12-11,Steel,1,Permanently Out of Service,Yes,1989-12-05,4000.0,Gasoline
5208551,"CSX TRANSPORTATION, INC.",CSX TRANSPORTATION INC,UNKNOWN,JACKSONBURG,26377,Wetzel,-1,,Steel,1,Permanently Out of Service,Yes,1992-10-16,500.0,Diesel
5208562,"ANDERSON, RONALD L",RON ANDERSON,HC 79 BOX 47,JACKSONBURG,26377,Wetzel,-4,1994-10-28,Steel,1,Permanently Out of Service,Yes,2012-06-07,6000.0,Diesel
5208562,"ANDERSON, RONALD L",RON ANDERSON,HC 79 BOX 47,JACKSONBURG,26377,Wetzel,-3,1994-10-28,Steel,2,Permanently Out of Service,Yes,2012-06-07,10000.0,Gasoline
5208562,"ANDERSON, RONALD L",RON ANDERSON,HC 79 BOX 47,JACKSONBURG,26377,Wetzel,-2,1986-06-06,Steel,1,Permanently Out of Service,Yes,1994-10-11,6000.0,Gasoline
5208562,"ANDERSON, RONALD L",RON ANDERSON,HC 79 BOX 47,JACKSONBURG,26377,Wetzel,-1,1986-06-06,Steel,1,Permanently Out of Service,Yes,1994-10-11,6000.0,Gasoline
5210541,UNKNOWN,JACKSONBURG PIT STOP,"PO BOX 7
RT 20",JACKSONBURG,26377,Wetzel,-2,1941-01-01,Steel,1,Permanently Out of Service,Yes,,4000.0,Diesel
5210541,UNKNOWN,JACKSONBURG PIT STOP,"PO BOX 7
RT 20",JACKSONBURG,26377,Wetzel,-1,1940-01-01,Steel,1,Permanently Out of Service,Yes,2009-11-05,4000.0,Gasoline
1701632,"BAILEY, CHARLES D",BILL NUTTER-WEST FORK INN,US RT #19,JANE LEW,26378,Harrison,1,1976-12-13,Steel,1,Permanently Out of Service,Yes,1988-12-15,2000.0,Gasoline
1701632,"BAILEY, CHARLES D",BILL NUTTER-WEST FORK INN,US RT #19,JANE LEW,26378,Harrison,2,1987-12-14,Steel,1,Permanently Out of Service,Yes,1988-12-15,2000.0,Gasoline
1701632,"BAILEY, CHARLES D",BILL NUTTER-WEST FORK INN,US RT #19,JANE LEW,26378,Harrison,3,1976-12-13,Steel,1,Permanently Out of Service,Yes,1988-12-15,3000.0,Gasoline
1701645,UNCERTAIN/UNKNOWN,BERTRAM'S INC,RT 2 BOX 234,JANE LEW,26378,Harrison,-2,1956-05-03,Steel,1,Permanently Out of Service,Yes,1992-07-18,1000.0,Gasoline
1701645,UNCERTAIN/UNKNOWN,BERTRAM'S INC,RT 2 BOX 234,JANE LEW,26378,Harrison,-1,1981-05-03,Steel,1,Permanently Out of Service,Yes,1992-07-18,2000.0,Gasoline
1708005,"BEEGHLEY, DAVID W",H E BEEGHLEY'S GARAGE,RT 2 BOX 210,JANE LEW,26378,Harrison,-2,1938-01-01,Steel,1,Permanently Out of Service,Yes,1991-10-18,500.0,Gasoline
1708005,"BEEGHLEY, DAVID W",H E BEEGHLEY'S GARAGE,RT 2 BOX 210,JANE LEW,26378,Harrison,-1,1938-01-01,Steel,1,Permanently Out of Service,Yes,1991-10-18,1000.0,Gasoline
1709197,"DOMINION ENERGY TRANSMISSION, INC.",LAW COMPRESSOR STATION,LIGHTBURN STA RT 2 BOX 59,JANE LEW,26378,Harrison,-1,1973-01-01,Steel,1,Permanently Out of Service,Yes,1990-09-01,720.0,Hazardous Substance
2102640,ANDERSON EQUIPMENT COMPANY,ANDERSON EQUIPMENT CO,JANE LEW INDUSTRIAL PARK,JANE LEW,26378,Lewis,-2,1983-05-03,Steel,1,Permanently Out of Service,Yes,1996-07-18,1000.0,Used Oil
2102640,ANDERSON EQUIPMENT COMPANY,ANDERSON EQUIPMENT CO,JANE LEW INDUSTRIAL PARK,JANE LEW,26378,Lewis,-1,1983-05-03,Steel,1,Permanently Out of Service,Yes,1996-07-18,2000.0,Diesel
2102642,"ASHLAND BRANDED MARKETING, INC.",ASHLAND SS 289--010,RT 21,JANE LEW,26378,Lewis,-3,,Steel,1,Permanently Out of Service,Yes,1991-01-24,550.0,Used Oil
2102642,"ASHLAND BRANDED MARKETING, INC.",ASHLAND SS 289--010,RT 21,JANE LEW,26378,Lewis,-2,1983-05-02,Steel,1,Permanently Out of Service,Yes,1997-07-21,4000.0,Gasoline
2102642,"ASHLAND BRANDED MARKETING, INC.",ASHLAND SS 289--010,RT 21,JANE LEW,26378,Lewis,-1,1983-05-02,Steel,1,Permanently Out of Service,Yes,1997-07-21,4000.0,Gasoline
2102646,"NEALLY, LEE",LEE NEALLY,KINCHLOE RD,JANE LEW,26378,Lewis,-1,1975-05-02,Steel,1,Permanently Out of Service,Yes,1986-04-10,550.0,Gasoline
2102649,"ALLMAN, WILLIAM",WILLIAM ALLMAN,RT 2 BOX 184,JANE LEW,26378,Lewis,-1,1971-05-02,Steel,1,Permanently Out of Service,Yes,1989-01-01,1000.0,Gasoline
2102658,BAKER OIL COMPANY,W J PRINCE'S STORE,GENERAL DELIVERY,JANE LEW,26378,Lewis,-3,1985-05-22,Steel,1,Permanently Out of Service,Yes,1993-12-08,2000.0,Diesel
2102658,BAKER OIL COMPANY,W J PRINCE'S STORE,GENERAL DELIVERY,JANE LEW,26378,Lewis,-2,1978-05-22,Steel,1,Permanently Out of Service,Yes,1993-12-08,4000.0,Gasoline
2102658,BAKER OIL COMPANY,W J PRINCE'S STORE,GENERAL DELIVERY,JANE LEW,26378,Lewis,-1,1978-05-22,Steel,1,Permanently Out of Service,Yes,1993-12-08,4000.0,Gasoline
2102659,"J. C. BAKER & SON, INC.",GAS LINE SERVICES INC,RT 1 BOX 161,JANE LEW,26378,Lewis,-2,1981-05-22,Steel,1,Permanently Out of Service,Yes,1994-05-06,2000.0,Gasoline
2102659,"J. C. BAKER & SON, INC.",GAS LINE SERVICES INC,RT 1 BOX 161,JANE LEW,26378,Lewis,-1,1981-05-22,Steel,1,Permanently Out of Service,Yes,1994-05-06,2000.0,Diesel
2102668,"DOMINION ENERGY TRANSMISSION, INC.",LIGHTBURN COMPRESSOR STATION,RT 2 BOX 59,JANE LEW,26378,Lewis,-1,1971-07-27,Steel,1,Permanently Out of Service,Yes,1987-07-15,5000.0,Hazardous Substance
2102675,"H AND H DRILLING, INC.",H AND H DRILLING COMPANY,PO DRAWER 77,JANE LEW,26378,Lewis,1,1988-08-03,Composite,1,Permanently Out of Service,Yes,1988-12-01,1000.0,Gasoline
2102676,DEVELOPMENT DRILLING CORPORATION,DEVELOPMENT DRILLING CORP,PO DRAWER O,JANE LEW,26378,Lewis,1,1978-04-25,Steel,1,Permanently Out of Service,Yes,1988-01-01,2000.0,Kerosene
2102676,DEVELOPMENT DRILLING CORPORATION,DEVELOPMENT DRILLING CORP,PO DRAWER O,JANE LEW,26378,Lewis,2,1978-04-25,Steel,1,Permanently Out of Service,Yes,1988-01-01,2000.0,Gasoline
2102701,"UMSTOTT, INC.",7-ELEVEN # 35955,94 HACKERS CREEK RD,JANE LEW,26378,Lewis,-3,1976-05-07,Steel,1,Permanently Out of Service,Yes,1993-05-09,3000.0,Gasoline
2102701,"UMSTOTT, INC.",7-ELEVEN # 35955,94 HACKERS CREEK RD,JANE LEW,26378,Lewis,-2,1977-06-01,Steel,1,Permanently Out of Service,Yes,1993-05-09,4000.0,Gasoline
2102701,"UMSTOTT, INC.",7-ELEVEN # 35955,94 HACKERS CREEK RD,JANE LEW,26378,Lewis,-1,1977-06-01,Steel,1,Permanently Out of Service,Yes,1993-05-10,2000.0,Gasoline
2102701,"UMSTOTT, INC.",7-ELEVEN # 35955,94 HACKERS CREEK RD,JANE LEW,26378,Lewis,1,1993-04-01,Composite,1,Currently In Use,Yes,,8000.0,Gasoline
2102701,"UMSTOTT, INC.",7-ELEVEN # 35955,94 HACKERS CREEK RD,JANE LEW,26378,Lewis,2,1993-04-01,Composite,1,Currently In Use,Yes,,8000.0,Gasoline
2102709,"TIMYCHA JANE LEW HOLDINGS, LLC",Par Mar Store #163,21 Robin's Way,JANE LEW,26378,Lewis,-4,1982-05-08,Steel,1,Permanently Out of Service,Yes,2003-12-16,6000.0,Diesel
2102709,"TIMYCHA JANE LEW HOLDINGS, LLC",Par Mar Store #163,21 Robin's Way,JANE LEW,26378,Lewis,-3,1982-05-08,Steel,1,Permanently Out of Service,Yes,2003-12-16,10000.0,Gasoline
2102709,"TIMYCHA JANE LEW HOLDINGS, LLC",Par Mar Store #163,21 Robin's Way,JANE LEW,26378,Lewis,-2,1982-05-08,Steel,1,Permanently Out of Service,Yes,2003-12-16,10000.0,Gasoline
2102709,"TIMYCHA JANE LEW HOLDINGS, LLC",Par Mar Store #163,21 Robin's Way,JANE LEW,26378,Lewis,-1,1987-01-01,Steel,1,Permanently Out of Service,Yes,2003-12-16,10000.0,Gasoline
2102709,"TIMYCHA JANE LEW HOLDINGS, LLC",Par Mar Store #163,21 Robin's Way,JANE LEW,26378,Lewis,5,2003-12-01,Composite,4,Currently In Use,Yes,,32800.0,"Diesel-onroad
Ethanol Free
Gasoline"
2102710,"TIMYCHA JANE LEW HOLDINGS, LLC",Par Mar Store #164,104 Jesse Smith Run Road,JANE LEW,26378,Lewis,-3,1987-01-01,Steel,1,Permanently Out of Service,Yes,2002-09-23,10000.0,Diesel
2102710,"TIMYCHA JANE LEW HOLDINGS, LLC",Par Mar Store #164,104 Jesse Smith Run Road,JANE LEW,26378,Lewis,-2,1984-01-01,Steel,1,Permanently Out of Service,Yes,2002-09-23,12000.0,Diesel
2102710,"TIMYCHA JANE LEW HOLDINGS, LLC",Par Mar Store #164,104 Jesse Smith Run Road,JANE LEW,26378,Lewis,-1,1984-01-01,Steel,1,Permanently Out of Service,Yes,2002-09-23,12000.0,Diesel
2102710,"TIMYCHA JANE LEW HOLDINGS, LLC",Par Mar Store #164,104 Jesse Smith Run Road,JANE LEW,26378,Lewis,4,2002-08-01,Composite,1,Currently In Use,Yes,,40000.0,Diesel
2102710,"TIMYCHA JANE LEW HOLDINGS, LLC",Par Mar Store #164,104 Jesse Smith Run Road,JANE LEW,26378,Lewis,5,2015-12-01,Fiberglass Reinforced Plastic,1,Currently In Use,Yes,,30000.0,Diesel
2102710,"TIMYCHA JANE LEW HOLDINGS, LLC",Par Mar Store #164,104 Jesse Smith Run Road,JANE LEW,26378,Lewis,6,2015-12-01,Fiberglass Reinforced Plastic,1,Currently In Use,Yes,,30000.0,Diesel
2102710,"TIMYCHA JANE LEW HOLDINGS, LLC",Par Mar Store #164,104 Jesse Smith Run Road,JANE LEW,26378,Lewis,7,2015-12-01,Fiberglass Reinforced Plastic,1,Currently In Use,No,,8000.0,DEF
2102730,"WORLDWIDE EQUIPMENT, INC.",WORLDWIDE EQUIPMENT INC,LEWIS CO IND PARK,JANE LEW,26378,Lewis,-1,1983-04-17,Steel,1,Permanently Out of Service,Yes,1993-11-30,500.0,Used Oil
2106335,"NEXUS DRILLING CORPORATION, INC.",NEXUS DRILLING CORP,PO BOX 32,JANE LEW,26378,Lewis,-2,1983-11-11,Steel,1,Permanently Out of Service,Yes,1993-08-10,2000.0,Diesel
2106335,"NEXUS DRILLING CORPORATION, INC.",NEXUS DRILLING CORP,PO BOX 32,JANE LEW,26378,Lewis,-1,1983-11-11,Steel,1,Permanently Out of Service,Yes,1993-08-10,4000.0,Gasoline
2107216,"SNYDER, ROBERT",JANE LEW SUPERETTE,MAIN ST,JANE LEW,26378,Lewis,-2,1986-07-01,Steel,1,Permanently Out of Service,Yes,1998-06-02,4000.0,Gasoline
2107216,"SNYDER, ROBERT",JANE LEW SUPERETTE,MAIN ST,JANE LEW,26378,Lewis,-1,1986-07-01,Steel,1,Permanently Out of Service,Yes,1998-06-02,4000.0,Gasoline
2108707,UNCERTAIN/UNKNOWN,JANE LEW TIPPLE-REFUSE/NO FORMS-,RT 19,JANE LEW,26378,Lewis,-1,,UnKnown,1,Permanently Out of Service,Yes,1994-11-03,111.0,Gasoline
2108714,"CSX TRANSPORTATION, INC.",CSX TRANSPORTATION INC,650 S OF MPC18 @ R104,JANE LEW,26378,Lewis,-1,,Steel,1,Permanently Out of Service,Yes,1993-12-03,150.0,Heating Oil
2109110,"J. C. BAKER & SON, INC.",J C BAKER FARM,RT 9,JANE LEW,26378,Lewis,-3,1985-06-01,Steel,1,Permanently Out of Service,Yes,1996-04-18,4000.0,Diesel
2109110,"J. C. BAKER & SON, INC.",J C BAKER FARM,RT 9,JANE LEW,26378,Lewis,-2,1985-06-01,Steel,1,Permanently Out of Service,Yes,1996-04-18,4000.0,Gasoline
2109110,"J. C. BAKER & SON, INC.",J C BAKER FARM,RT 9,JANE LEW,26378,Lewis,-1,1985-06-01,Steel,1,Permanently Out of Service,Yes,1996-04-18,4000.0,Gasoline
2110370,"GO-MART, INC.",GO-MART STORE #089,28 COURT ST,JANE LEW,26378,Lewis,1,2004-12-01,Composite,1,Currently In Use,Yes,,15000.0,Gasoline
2110370,"GO-MART, INC.",GO-MART STORE #089,28 COURT ST,JANE LEW,26378,Lewis,2,2004-12-01,Composite,1,Currently In Use,Yes,,30000.0,Gasoline
2126793,JANE LEW PSD,JANE LEW PSD SEWER TREATMENT PLANT,RT 19,JANE LEW,26378,Lewis,1,,UnKnown,1,Permanently Out of Service,Yes,2014-09-10,111.0,Diesel
300207,BOONE OIL CO INC,CARL'S SERVICE,STATE RT 17,JEFFREY,25114,Boone,-3,1964-10-31,Steel,1,Permanently Out of Service,Yes,1989-10-15,2000.0,Gasoline
300207,BOONE OIL CO INC,CARL'S SERVICE,STATE RT 17,JEFFREY,25114,Boone,-2,1964-10-31,Steel,1,Permanently Out of Service,Yes,1989-10-15,2000.0,Gasoline
300207,BOONE OIL CO INC,CARL'S SERVICE,STATE RT 17,JEFFREY,25114,Boone,-1,1964-10-31,Steel,1,Permanently Out of Service,Yes,1989-10-15,2000.0,Gasoline
300255,PETROLEUM PRODUCTS LLC DBA PILOT THOMAS LOGISTICS,JEFFREY MARATHON,SR 10,JEFFREY,25114,Boone,-3,1962-12-12,Steel,1,Permanently Out of Service,Yes,1989-12-15,2000.0,Gasoline
300255,PETROLEUM PRODUCTS LLC DBA PILOT THOMAS LOGISTICS,JEFFREY MARATHON,SR 10,JEFFREY,25114,Boone,-2,1962-12-12,Steel,1,Permanently Out of Service,Yes,1989-12-15,2000.0,Gasoline
300255,PETROLEUM PRODUCTS LLC DBA PILOT THOMAS LOGISTICS,JEFFREY MARATHON,SR 10,JEFFREY,25114,Boone,-1,1962-12-12,Steel,1,Permanently Out of Service,Yes,1989-12-15,2000.0,Gasoline
300255,PETROLEUM PRODUCTS LLC DBA PILOT THOMAS LOGISTICS,JEFFREY MARATHON,SR 10,JEFFREY,25114,Boone,1,1989-12-01,Steel,1,Permanently Out of Service,Yes,2013-12-02,4000.0,Gasoline
300255,PETROLEUM PRODUCTS LLC DBA PILOT THOMAS LOGISTICS,JEFFREY MARATHON,SR 10,JEFFREY,25114,Boone,2,1989-12-01,Steel,1,Permanently Out of Service,Yes,2013-12-02,4000.0,Gasoline
300255,PETROLEUM PRODUCTS LLC DBA PILOT THOMAS LOGISTICS,JEFFREY MARATHON,SR 10,JEFFREY,25114,Boone,3,1989-12-01,Steel,1,Permanently Out of Service,Yes,2013-12-02,6000.0,Gasoline
300273,RALEIGH-BOONE SERVICE COMPANY,B & B EXXON,STATE RT 17,JEFFREY,25114,Boone,-3,1983-04-29,Steel,1,Permanently Out of Service,Yes,1992-02-01,4000.0,Gasoline
300273,RALEIGH-BOONE SERVICE COMPANY,B & B EXXON,STATE RT 17,JEFFREY,25114,Boone,-2,1983-04-29,Steel,1,Permanently Out of Service,Yes,1992-02-01,4000.0,Gasoline
300273,RALEIGH-BOONE SERVICE COMPANY,B & B EXXON,STATE RT 17,JEFFREY,25114,Boone,-1,1983-04-29,Steel,1,Permanently Out of Service,Yes,1992-02-01,4000.0,Gasoline
2309194,"DOMINION ENERGY TRANSMISSION, INC.",JEFFERY COMPRESSOR STATION,COUNTY RD 20,JEFFREY,25114,Logan,-1,,Steel,1,Permanently Out of Service,Yes,1990-10-01,200.0,Hazardous Substance
5506139,CLAUDIA L COOK,C & W ASHLAND,PO BOX 171,JESSE,24849,Wyoming,-2,1959-06-15,Steel,1,Permanently Out of Service,Yes,1985-11-15,1000.0,Other
5506139,CLAUDIA L COOK,C & W ASHLAND,PO BOX 171,JESSE,24849,Wyoming,-1,1959-06-15,Steel,1,Permanently Out of Service,Yes,1989-04-15,2000.0,Gasoline
5506144,WV DEPARTMENT OF PUBLIC SAFETY,WV STATE POLICE/JESSE DETACHMENT,BOX 10 RT 10,JESSE,24849,Wyoming,-1,1981-01-01,Steel,1,Permanently Out of Service,Yes,1991-11-01,6000.0,Gasoline
5506874,"JESSE PACKETTE, INC.",JESSE PACKETTE INC,RT 10,JESSE,24849,Wyoming,-2,1985-05-01,Steel,1,Permanently Out of Service,Yes,2006-07-26,4000.0,Gasoline
5506874,"JESSE PACKETTE, INC.",JESSE PACKETTE INC,RT 10,JESSE,24849,Wyoming,-1,1985-05-01,Steel,1,Permanently Out of Service,Yes,2006-07-26,4000.0,Gasoline
5506887,"BROOKS, FRED B",RITEWAY PACKETTE,UNKNOWN,JESSE,24849,Wyoming,-2,1965-06-18,Other,1,Permanently Out of Service,Yes,1993-10-19,4000.0,Gasoline
