TANK_ID,TANK_INFO_CODE,TANK_INFO_DESCRIPTION,TANK_DETAIL_CODE,TANK_DETAIL_DESCRIPTION
16688.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
16688.0,F,Piping,F01,BARE OR GALVANIZED STEEL
16689.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16689.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
16689.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16689.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
16689.0,F,Piping,F01,BARE OR GALVANIZED STEEL
16690.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16690.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
16690.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16690.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
16690.0,F,Piping,F01,BARE OR GALVANIZED STEEL
16691.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16691.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
16691.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16691.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
16691.0,F,Piping,F01,BARE OR GALVANIZED STEEL
,,,,
16693.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16693.0,B,Contents,B12,EMPTY
16693.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16693.0,C,Corrosion Protection,C16,NONE - TANK
16693.0,F,Piping,F01,BARE OR GALVANIZED STEEL
16694.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16694.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
16694.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16694.0,C,Corrosion Protection,C16,NONE - TANK
16694.0,F,Piping,F01,BARE OR GALVANIZED STEEL
16695.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16695.0,B,Contents,B12,EMPTY
16695.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16695.0,C,Corrosion Protection,C16,NONE - TANK
16695.0,F,Piping,F06,UNKNOWN
16696.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16696.0,B,Contents,B12,EMPTY
16696.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16696.0,C,Corrosion Protection,C16,NONE - TANK
16696.0,F,Piping,F06,UNKNOWN
16697.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16697.0,B,Contents,B02,DIESEL
16697.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16697.0,C,Corrosion Protection,C16,NONE - TANK
16697.0,F,Piping,F06,UNKNOWN
16698.0,A,Construction Material,A07,UNKNOWN
16698.0,B,Contents,B06,USED OIL
16698.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16698.0,C,Corrosion Protection,C16,NONE - TANK
16698.0,F,Piping,F01,BARE OR GALVANIZED STEEL
16699.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
16699.0,A,Construction Material,A06,DOUBLE WALLED
16699.0,A,Construction Material,A26,STI P3
16699.0,B,Contents,B06,USED OIL
16699.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16699.0,C,Corrosion Protection,C20,N/A - Piping
16699.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
16699.0,G,Release Detection (Piping),G18,NONE
16699.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16699.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16699.0,I,Spill/Overfill Protection,I01,PRODUCT LEVEL SENSOR/ALARM
16699.0,I,Spill/Overfill Protection,I05,NONE
16699.0,L,Loading Racks,L09,NOT APPLICABLE
16699.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
16699.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
16699.0,U,Usage,U03,FLEET REFUELING
16700.0,A,Construction Material,A04,FIBERGLASS REINFORCED PLASTIC
16700.0,B,Contents,B03,UNLEADED GASOLINE
16700.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16700.0,C,Corrosion Protection,C04,SACRIFICIAL ANODE UPGRADE - TANK
16700.0,C,Corrosion Protection,C19,N/A - Tank
16700.0,C,Corrosion Protection,C20,N/A - Piping
16700.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
16700.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
16700.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16700.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16700.0,I,Spill/Overfill Protection,I01,PRODUCT LEVEL SENSOR/ALARM
16700.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16700.0,L,Loading Racks,L09,NOT APPLICABLE
16700.0,S,Secondary Containment,S15,NONE
16700.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
16700.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
16701.0,A,Construction Material,A04,FIBERGLASS REINFORCED PLASTIC
16701.0,B,Contents,B03,UNLEADED GASOLINE
16701.0,C,Corrosion Protection,C19,N/A - Tank
16701.0,C,Corrosion Protection,C20,N/A - Piping
16701.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
16701.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
16701.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16701.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16701.0,I,Spill/Overfill Protection,I01,PRODUCT LEVEL SENSOR/ALARM
16701.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16701.0,L,Loading Racks,L09,NOT APPLICABLE
16701.0,S,Secondary Containment,S15,NONE
16701.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
16701.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
16702.0,A,Construction Material,A04,FIBERGLASS REINFORCED PLASTIC
16702.0,B,Contents,B02,DIESEL
16702.0,C,Corrosion Protection,C19,N/A - Tank
16702.0,C,Corrosion Protection,C20,N/A - Piping
16702.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
16702.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
16702.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16702.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16702.0,I,Spill/Overfill Protection,I01,PRODUCT LEVEL SENSOR/ALARM
16702.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16702.0,L,Loading Racks,L09,NOT APPLICABLE
16702.0,S,Secondary Containment,S15,NONE
16702.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
16702.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
16703.0,A,Construction Material,A04,FIBERGLASS REINFORCED PLASTIC
16703.0,B,Contents,B02,DIESEL
16703.0,C,Corrosion Protection,C19,N/A - Tank
16703.0,C,Corrosion Protection,C20,N/A - Piping
16703.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
16703.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
16703.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16703.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16703.0,I,Spill/Overfill Protection,I01,PRODUCT LEVEL SENSOR/ALARM
16703.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16703.0,L,Loading Racks,L09,NOT APPLICABLE
16703.0,S,Secondary Containment,S15,NONE
16703.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
16703.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
16704.0,A,Construction Material,A04,FIBERGLASS REINFORCED PLASTIC
16704.0,B,Contents,B02,DIESEL
16704.0,C,Corrosion Protection,C19,N/A - Tank
16704.0,C,Corrosion Protection,C20,N/A - Piping
16704.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
16704.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
16704.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16704.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16704.0,I,Spill/Overfill Protection,I01,PRODUCT LEVEL SENSOR/ALARM
16704.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16704.0,L,Loading Racks,L09,NOT APPLICABLE
16704.0,S,Secondary Containment,S15,NONE
16704.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
16704.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
16708.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16708.0,A,Construction Material,A12,HORIZONTAL
16708.0,A,Construction Material,A15,Shop Built
16708.0,B,Contents,B03,UNLEADED GASOLINE
16708.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
16708.0,C,Corrosion Protection,C20,N/A - Piping
16708.0,F,Piping,F09,DOUBLE WALLED PIPING
16708.0,F,Piping,F10,FLEXIBLE PIPING
16708.0,F,Piping,F90,PRESSURIZED
16708.0,F,Piping,F93,UNDERGROUND
16708.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
16708.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
16708.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16708.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16708.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16708.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
16708.0,L,Loading Racks,L09,NOT APPLICABLE
16708.0,S,Secondary Containment,S06,UNDER DISPENSER CONTAINMENT
16708.0,S,Secondary Containment,S07,TURBINE SUMP LINER
16708.0,S,Secondary Containment,S15,NONE
16708.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
16709.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16709.0,A,Construction Material,A12,HORIZONTAL
16709.0,A,Construction Material,A15,Shop Built
16709.0,B,Contents,B85,SUPER UNLEADED
16709.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
16709.0,C,Corrosion Protection,C20,N/A - Piping
16709.0,F,Piping,F09,DOUBLE WALLED PIPING
16709.0,F,Piping,F10,FLEXIBLE PIPING
16709.0,F,Piping,F90,PRESSURIZED
16709.0,F,Piping,F93,UNDERGROUND
16709.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
16709.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
16709.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16709.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16709.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16709.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
16709.0,L,Loading Racks,L09,NOT APPLICABLE
16709.0,S,Secondary Containment,S06,UNDER DISPENSER CONTAINMENT
16709.0,S,Secondary Containment,S07,TURBINE SUMP LINER
16709.0,S,Secondary Containment,S15,NONE
16709.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
16710.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16710.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
16710.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
16710.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16710.0,F,Piping,F01,BARE OR GALVANIZED STEEL
16711.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16711.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
16711.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
16711.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16711.0,F,Piping,F01,BARE OR GALVANIZED STEEL
16712.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16712.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
16712.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
16712.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16712.0,F,Piping,F01,BARE OR GALVANIZED STEEL
16713.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16713.0,B,Contents,B03,UNLEADED GASOLINE
16713.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
16713.0,C,Corrosion Protection,C14,FLEX CONNECTOR - ISOLATION BOOT
16713.0,C,Corrosion Protection,C20,N/A - Piping
16713.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
16713.0,F,Piping,F90,PRESSURIZED
16713.0,F,Piping,F93,UNDERGROUND
16713.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
16713.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
16713.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16713.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16713.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16713.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
16713.0,L,Loading Racks,L09,NOT APPLICABLE
16713.0,S,Secondary Containment,S15,NONE
16714.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16714.0,B,Contents,B85,SUPER UNLEADED
16714.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
16714.0,C,Corrosion Protection,C14,FLEX CONNECTOR - ISOLATION BOOT
16714.0,C,Corrosion Protection,C20,N/A - Piping
16714.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
16714.0,F,Piping,F90,PRESSURIZED
16714.0,F,Piping,F93,UNDERGROUND
16714.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
16714.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
16714.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16714.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16714.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16714.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
16714.0,L,Loading Racks,L09,NOT APPLICABLE
16714.0,S,Secondary Containment,S15,NONE
16715.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16715.0,B,Contents,B02,DIESEL
16715.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
16715.0,C,Corrosion Protection,C14,FLEX CONNECTOR - ISOLATION BOOT
16715.0,C,Corrosion Protection,C20,N/A - Piping
16715.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
16715.0,F,Piping,F90,PRESSURIZED
16715.0,F,Piping,F93,UNDERGROUND
16715.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
16715.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
16715.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16715.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16715.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16715.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
16715.0,L,Loading Racks,L09,NOT APPLICABLE
16715.0,S,Secondary Containment,S15,NONE
16716.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
17008.0,B,Contents,B12,EMPTY
16716.0,B,Contents,B03,UNLEADED GASOLINE
16716.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
16716.0,C,Corrosion Protection,C20,N/A - Piping
16716.0,F,Piping,F09,DOUBLE WALLED PIPING
16716.0,F,Piping,F10,FLEXIBLE PIPING
16716.0,G,Release Detection (Piping),G07,INTERSTITIAL MONITORING
16716.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
16716.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
16716.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16716.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16716.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
16716.0,L,Loading Racks,L09,NOT APPLICABLE
16716.0,S,Secondary Containment,S06,UNDER DISPENSER CONTAINMENT
16716.0,S,Secondary Containment,S07,TURBINE SUMP LINER
16717.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16717.0,B,Contents,B85,SUPER UNLEADED
16717.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
16717.0,C,Corrosion Protection,C20,N/A - Piping
16717.0,F,Piping,F09,DOUBLE WALLED PIPING
16717.0,F,Piping,F10,FLEXIBLE PIPING
16717.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
16717.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
16717.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16717.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
16717.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16717.0,L,Loading Racks,L09,NOT APPLICABLE
16717.0,S,Secondary Containment,S06,UNDER DISPENSER CONTAINMENT
16717.0,S,Secondary Containment,S07,TURBINE SUMP LINER
16718.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16718.0,B,Contents,B02,DIESEL
16718.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
16718.0,C,Corrosion Protection,C20,N/A - Piping
16718.0,F,Piping,F09,DOUBLE WALLED PIPING
16718.0,F,Piping,F10,FLEXIBLE PIPING
16718.0,G,Release Detection (Piping),G07,INTERSTITIAL MONITORING
16718.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
16718.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
16718.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16718.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
16718.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16718.0,L,Loading Racks,L09,NOT APPLICABLE
16718.0,S,Secondary Containment,S06,UNDER DISPENSER CONTAINMENT
16718.0,S,Secondary Containment,S07,TURBINE SUMP LINER
16719.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16719.0,B,Contents,B03,UNLEADED GASOLINE
16719.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16719.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
16719.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
16719.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
16719.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
16719.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16719.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16719.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
16719.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16720.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16720.0,B,Contents,B84,UNLEADED PLUS
16720.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16720.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
16720.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
16720.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
16720.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
16720.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16720.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16720.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
16720.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16722.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16722.0,A,Construction Material,A02,COATED STEEL (DIELECTRIC COAT)
16722.0,B,Contents,B85,SUPER UNLEADED
16722.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
16722.0,C,Corrosion Protection,C06,INTERIOR LINING UPGRADE
16722.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
16722.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
16722.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16722.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16722.0,I,Spill/Overfill Protection,I02,AUTOMATIC TANK FILL SHUT OFF
16722.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16724.0,A,Construction Material,A31,NON-ACT100 STEEL FBRGLS CLAD
16724.0,B,Contents,B03,UNLEADED GASOLINE
16724.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
16724.0,C,Corrosion Protection,C20,N/A - Piping
16724.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
16724.0,F,Piping,F90,PRESSURIZED
16724.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
16724.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
16724.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16724.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16724.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16724.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
16724.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
16724.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
17029.0,B,Contents,B02,DIESEL
16725.0,A,Construction Material,A31,NON-ACT100 STEEL FBRGLS CLAD
16725.0,B,Contents,B85,SUPER UNLEADED
16725.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
16725.0,C,Corrosion Protection,C20,N/A - Piping
16725.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
16725.0,F,Piping,F90,PRESSURIZED
16725.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
16725.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
16725.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16725.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16725.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16725.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
16725.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
16725.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
16726.0,A,Construction Material,A31,NON-ACT100 STEEL FBRGLS CLAD
16726.0,B,Contents,B02,DIESEL
16726.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
16726.0,C,Corrosion Protection,C20,N/A - Piping
16726.0,F,Piping,F03,FIBERGLASS REINFORCED PLASTIC
16726.0,F,Piping,F90,PRESSURIZED
16726.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
16726.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
16726.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16726.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16726.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16726.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
16726.0,S,Secondary Containment,S16,NOT APPLICABLE - TANK
16726.0,S,Secondary Containment,S17,NOT APPLICABLE - PIPING
16727.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16727.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
16727.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16727.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
16727.0,F,Piping,F01,BARE OR GALVANIZED STEEL
16728.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16728.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
16728.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16728.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
16728.0,F,Piping,F01,BARE OR GALVANIZED STEEL
16729.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16729.0,B,Contents,B13,GASOLINE UNKNOWN TYPE
16729.0,C,Corrosion Protection,C03,UNKNOWN - TANK
16729.0,C,Corrosion Protection,C09,PAINTED OR ASPHALTED
16729.0,F,Piping,F01,BARE OR GALVANIZED STEEL
16730.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16730.0,A,Construction Material,A12,HORIZONTAL
16730.0,A,Construction Material,A15,Shop Built
16730.0,B,Contents,B03,UNLEADED GASOLINE
16730.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
16730.0,C,Corrosion Protection,C20,N/A - Piping
16730.0,F,Piping,F09,DOUBLE WALLED PIPING
16730.0,F,Piping,F10,FLEXIBLE PIPING
16730.0,F,Piping,F90,PRESSURIZED
16730.0,G,Release Detection (Piping),G08,MECHANICAL LINE LEAK DETECTOR
16730.0,G,Release Detection (Piping),G15,ELECTRONIC LINE LEAK DETECTOR
16730.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16730.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16730.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
16730.0,I,Spill/Overfill Protection,I11,FLAPPER VALVE
16730.0,S,Secondary Containment,S02,DOUBLE WALLED PIPING
16730.0,S,Secondary Containment,S06,UNDER DISPENSER CONTAINMENT
16730.0,S,Secondary Containment,S07,TURBINE SUMP LINER
16731.0,A,Construction Material,A01,BARE OR GALVANIZED STEEL
16731.0,A,Construction Material,A12,HORIZONTAL
16731.0,A,Construction Material,A15,Shop Built
16731.0,B,Contents,B85,SUPER UNLEADED
16731.0,C,Corrosion Protection,C05,IMPRESSED CURRENT UPGRADE - TANK
16731.0,C,Corrosion Protection,C20,N/A - Piping
16731.0,F,Piping,F09,DOUBLE WALLED PIPING
16731.0,F,Piping,F10,FLEXIBLE PIPING
16731.0,F,Piping,F90,PRESSURIZED
16731.0,G,Release Detection (Piping),G09,LINE TIGHTNESS TESTING
16731.0,H,Release Detect. Method (Tanks),H03,AUTOMATIC TANK GAUGING
16731.0,H,Release Detect. Method (Tanks),H14,CSLD - CONTIN STAT LEAK DETECT
16731.0,I,Spill/Overfill Protection,I03,SPILL CATCHMENT BASIN
