TANK_ID,OWNER_ID,OWNER_NAME,FACILITY_ID,FACILITY_NAME,TRIBAL_SITE,OPERATOR_ID,OPERATOR_NAME,TANK_TYPE,TANK_STATUS,FACILITY_LATITUDE,FACILITY_LONGITUDE,FACILITY_ADDRESS_1,FACILITY_ADDRESS_2,FACILITY_CITY,FACILITY_ZIP_CODE,FACILITY_STATE,FACILITY_COUNTY,TANK_INSTALLATION_DATE,TANK_CLOSURE_DATE
16622,14308,ALAMOGORDO (CITY OF) PUBLIC WORKS,345,ALAMOGORDO (CITY 0F)-WASTEWATER TREATMENT PLANT,,,,U,REMOVED,32.8419,-105.992958,3290 AIRPORT RD,,ALAMOGORDO,88310    ,NM,OTERO,28-NOV-77,16-OCT-98
16623,11506,EL PASO NATURAL GAS,425,WASHINGTON RANCH,,,,U,REMOVED,32.08052,-104.485608,WASHINGTON RANCH RD 493 1,,CARLSBAD,88220    ,NM,EDDY,10-AUG-84,24-JUL-89
16624,14410,ALBUQUERQUE UTILITIES CORP,26467,ALBUQUERQUE UTILITIES B,,,,U,REMOVED,35.257584,-106.640307,333 RIO RANCHO DR NE,,RIO RANCHO,87124    ,NM,SANDOVAL,01-JAN-00,24-JAN-90
16625,300,BREWER BROTHERS,813,CARLSBAD SS NUMBER 1,,,,U,REMOVED,32.4166,-104.22929,401 S CANAL,,CARLSBAD,88220    ,NM,EDDY,11-JAN-79,21-JAN-99
16626,300,BREWER BROTHERS,813,CARLSBAD SS NUMBER 1,,,,U,REMOVED,32.4166,-104.22929,401 S CANAL,,CARLSBAD,88220    ,NM,EDDY,11-JAN-79,21-JAN-99
16627,300,BREWER BROTHERS,813,CARLSBAD SS NUMBER 1,,,,U,REMOVED,32.4166,-104.22929,401 S CANAL,,CARLSBAD,88220    ,NM,EDDY,11-JAN-79,21-JAN-99
16628,377,BELL GAS INC,814,32ND ST STORE,,,,U,REMOVED,32.79522,-108.26698,3110 N SILVER,,SILVER CITY,88061    ,NM,GRANT,24-MAR-71,28-JAN-98
16629,377,BELL GAS INC,814,32ND ST STORE,,,,U,REMOVED,32.79522,-108.26698,3110 N SILVER,,SILVER CITY,88061    ,NM,GRANT,24-MAR-71,28-JAN-98
16630,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,1986,SMALL SHOPS,,,,U,REMOVED,35.102185,-106.650704,1717 6TH ST NW,,ALBUQUERQUE,87102    ,NM,BERNALILLO,17-JAN-83,04-JAN-92
16631,385,CURRY COUNTY OIL,818,A 1 AERIAL,,,,U,REMOVED,34.412019,-103.449927,3 MILES W GRIER,,CLOVIS,88101    ,NM,CURRY,01-JAN-00,29-JAN-91
16632,379,PRESTON MIKE ATTENTION TAYLOR GENE,819,A 1 MOBILE HOME,,,,U,REMOVED,32.38436,-104.22335,3221 NATIONAL PARKS HWY,,CARLSBAD,88220    ,NM,EDDY,01-JAN-00,30-JUN-93
16633,379,PRESTON MIKE ATTENTION TAYLOR GENE,819,A 1 MOBILE HOME,,,,U,REMOVED,32.38436,-104.22335,3221 NATIONAL PARKS HWY,,CARLSBAD,88220    ,NM,EDDY,01-JAN-00,30-JUN-93
16634,379,PRESTON MIKE ATTENTION TAYLOR GENE,819,A 1 MOBILE HOME,,,,U,REMOVED,32.38436,-104.22335,3221 NATIONAL PARKS HWY,,CARLSBAD,88220    ,NM,EDDY,01-JAN-00,30-JUN-93
16635,316,BRENTARI OIL CO,820,A 1 TIRE CO,,,,U,REMOVED,35.530699,-108.746082,300 W MALONEY,,GALLUP,87301    ,NM,MCKINLEY,05-DEC-51,27-DEC-93
16636,316,BRENTARI OIL CO,820,A 1 TIRE CO,,,,U,REMOVED,35.530699,-108.746082,300 W MALONEY,,GALLUP,87301    ,NM,MCKINLEY,05-DEC-51,27-DEC-93
16637,316,BRENTARI OIL CO,820,A 1 TIRE CO,,,,U,REMOVED,35.530699,-108.746082,300 W MALONEY,,GALLUP,87301    ,NM,MCKINLEY,05-DEC-51,27-DEC-93
16638,388,EVER READY OIL CO,821,ALBERT SANCHEZ BUS CO,,,,U,REMOVED,34.955765,-106.691711,7428 SANCHEZ SW,,ALBUQUERQUE,87105    ,NM,BERNALILLO,01-MAY-76,13-OCT-93
16639,388,EVER READY OIL CO,821,ALBERT SANCHEZ BUS CO,,,,U,REMOVED,34.955765,-106.691711,7428 SANCHEZ SW,,ALBUQUERQUE,87105    ,NM,BERNALILLO,01-MAY-76,13-OCT-93
16640,388,EVER READY OIL CO,821,ALBERT SANCHEZ BUS CO,,,,U,REMOVED,34.955765,-106.691711,7428 SANCHEZ SW,,ALBUQUERQUE,87105    ,NM,BERNALILLO,01-MAY-76,13-OCT-93
16641,342,FRANKEN OIL AND DISTRIBUTING CO,822,A BUSTAMANTE STATION,,,,U,REMOVED,35.374322,-105.450563,SR 3,,RIBERA,87560    ,NM,SAN MIGUEL,19-APR-56,11-DEC-90
16642,342,FRANKEN OIL AND DISTRIBUTING CO,822,A BUSTAMANTE STATION,,,,U,REMOVED,35.374322,-105.450563,SR 3,,RIBERA,87560    ,NM,SAN MIGUEL,19-APR-56,11-DEC-90
16643,342,FRANKEN OIL AND DISTRIBUTING CO,822,A BUSTAMANTE STATION,,,,U,REMOVED,35.374322,-105.450563,SR 3,,RIBERA,87560    ,NM,SAN MIGUEL,19-APR-56,11-DEC-90
16644,389,KEELING PETROLEUM INC,823,AA OIL FIELD,,,,U,REMOVED,32.735152,-103.16711,3221 W COUNTY RD,,HOBBS,88240    ,NM,LEA,23-APR-83,09-DEC-93
16645,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,824,ABANDONED FUEL SITE,,,,U,REMOVED,35.0878,-106.6517,FOURTH AND MARQUETTE,,ALBUQUERQUE,87103    ,NM,BERNALILLO,23-JUN-62,01-OCT-86
16646,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,824,ABANDONED FUEL SITE,,,,U,REMOVED,35.0878,-106.6517,FOURTH AND MARQUETTE,,ALBUQUERQUE,87103    ,NM,BERNALILLO,23-JUN-62,01-OCT-86
16647,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,824,ABANDONED FUEL SITE,,,,U,REMOVED,35.0878,-106.6517,FOURTH AND MARQUETTE,,ALBUQUERQUE,87103    ,NM,BERNALILLO,23-JUN-62,01-OCT-86
16648,314,BREWER OIL COMPANY,825,ABANDONED SHELL STATION SITE,,,,U,EXEMPT,32.2861,-104.09508,CEDAR AND 3RD ST,,LOVING,88256    ,NM,EDDY,01-JAN-80,
16649,314,BREWER OIL COMPANY,825,ABANDONED SHELL STATION SITE,,,,U,EXEMPT,32.2861,-104.09508,CEDAR AND 3RD ST,,LOVING,88256    ,NM,EDDY,01-JAN-00,
16650,314,BREWER OIL COMPANY,825,ABANDONED SHELL STATION SITE,,,,U,EXEMPT,32.2861,-104.09508,CEDAR AND 3RD ST,,LOVING,88256    ,NM,EDDY,01-JAN-00,
16651,365,BERNALILLO (COUNTY OF),826,ABANDONED SITE,,,,U,REMOVED,35.142449,-106.626339,6002 EDITH NW,,ALBUQUERQUE,87102    ,NM,BERNALILLO,18-NOV-71,31-OCT-91
16652,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,827,ABANDONED WASTE OIL TANK,,,,U,REMOVED,35.089303,-106.652075,500 ROMA NW,,ALBUQUERQUE,87103    ,NM,BERNALILLO,15-JUN-52,08-JUL-87
16653,314,BREWER OIL COMPANY,828,ACADEMY PLUMBING AND HEATING,,,,U,REMOVED,35.09604,-106.550757,1453 WYOMING NE,,ALBUQUERQUE,87123    ,NM,BERNALILLO,29-APR-81,01-JUL-88
16654,76549,NEW MEXICO COMPANY OPERATIONS LLC,830,AIRPORT SHELL,,O14312,NEW MEXICO COMPANY OPERATIONS LLC,U,CURRENTLY IN USE,35.632441,-106.066305,7510 AIRPORT RD,,SANTA FE,87505    ,NM,SANTA FE,11-DEC-97,
16655,76549,NEW MEXICO COMPANY OPERATIONS LLC,830,AIRPORT SHELL,,O14312,NEW MEXICO COMPANY OPERATIONS LLC,U,CURRENTLY IN USE,35.632441,-106.066305,7510 AIRPORT RD,,SANTA FE,87505    ,NM,SANTA FE,11-DEC-97,
16656,311,ROY POGUE E WHOLESALE INC,831,AIRPORT TOWN OF CLAYTON,,O1640,ROY POGUE E WHOLESALE INC,U,TEMPORARILY OUT OF USE,36.446019,-103.155868,WATER ST,,CLAYTON,88415    ,NM,UNION,01-JAN-81,
16657,76240,ALAMEDA PROPERTY LLC,832,ALAMEDA CHEVRON,,O10344,ALAM LLC,U,CURRENTLY IN USE,35.184394,-106.577218,5980 ALAMEDA BLVD NE,,ALBUQUERQUE,87113    ,NM,BERNALILLO,02-AUG-95,
16658,76240,ALAMEDA PROPERTY LLC,832,ALAMEDA CHEVRON,,O10344,ALAM LLC,U,CURRENTLY IN USE,35.184394,-106.577218,5980 ALAMEDA BLVD NE,,ALBUQUERQUE,87113    ,NM,BERNALILLO,02-AUG-95,
16659,76269,ALBUQUERQUE ASPHALT INC,833,ALBUQUERQUE ASPHALT,,O10551,ALBUQUERQUE ASPHALT INC ,U,REMOVED,35.071194,-106.73758,202 94TH ST SW,,ALBUQUERQUE,87121    ,NM,BERNALILLO,08-JUL-66,27-DEC-11
16660,76269,ALBUQUERQUE ASPHALT INC,833,ALBUQUERQUE ASPHALT,,O10551,ALBUQUERQUE ASPHALT INC ,U,REMOVED,35.071194,-106.73758,202 94TH ST SW,,ALBUQUERQUE,87121    ,NM,BERNALILLO,08-JUL-66,27-DEC-11
16661,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,834,ALBUQUERQUE BERNALILLO COUNTY GOVENRMENT CENTER,,,,U,REMOVED,35.088271,-106.651551,ONE CIVIC PLAZA SE CORNER OF, FIFTH AND MARQUETTE,ALBUQUERQUE,87102    ,NM,BERNALILLO,04-FEB-84,15-FEB-99
16662,314,BREWER OIL COMPANY,835,BREWER OIL ABQ CARDLOCK BULK PLANT,,,,U,REMOVED,35.116273,-106.610709,3200 CANDELARIA NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,11-MAR-63,12-JAN-94
16663,314,BREWER OIL COMPANY,835,BREWER OIL ABQ CARDLOCK BULK PLANT,,,,U,REMOVED,35.116273,-106.610709,3200 CANDELARIA NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,11-MAR-63,12-JAN-94
16664,314,BREWER OIL COMPANY,835,BREWER OIL ABQ CARDLOCK BULK PLANT,,,,U,REMOVED,35.116273,-106.610709,3200 CANDELARIA NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,11-MAR-63,12-JAN-94
16665,314,BREWER OIL COMPANY,835,BREWER OIL ABQ CARDLOCK BULK PLANT,,,,U,REMOVED,35.116273,-106.610709,3200 CANDELARIA NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,11-MAR-63,12-JAN-94
16666,314,BREWER OIL COMPANY,835,BREWER OIL ABQ CARDLOCK BULK PLANT,,,,U,REMOVED,35.116273,-106.610709,3200 CANDELARIA NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,11-MAR-63,12-JAN-94
16667,314,BREWER OIL COMPANY,835,BREWER OIL ABQ CARDLOCK BULK PLANT,,O7592,BREWER OIL CO,U,REMOVED,35.116273,-106.610709,3200 CANDELARIA NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,29-MAR-88,07-MAY-21
16668,314,BREWER OIL COMPANY,835,BREWER OIL ABQ CARDLOCK BULK PLANT,,O7592,BREWER OIL CO,U,REMOVED,35.116273,-106.610709,3200 CANDELARIA NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,29-MAR-88,07-MAY-21
16669,314,BREWER OIL COMPANY,835,BREWER OIL ABQ CARDLOCK BULK PLANT,,,,U,REMOVED,35.116273,-106.610709,3200 CANDELARIA NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,11-MAR-63,12-JAN-94
16670,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,836,ALBUQUERQUE (CITY OF) - INDIAN SCHOOL,,,,U,REMOVED,35.10156,-106.572346,6500 INDIAN SCHOOL RD NE,,ALBUQUERQUE,87110    ,NM,BERNALILLO,01-AUG-68,01-APR-88
16671,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,836,ALBUQUERQUE (CITY OF) - INDIAN SCHOOL,,,,U,REMOVED,35.10156,-106.572346,6500 INDIAN SCHOOL RD NE,,ALBUQUERQUE,87110    ,NM,BERNALILLO,01-AUG-68,01-APR-88
16672,314,BREWER OIL COMPANY,837,ALBUQUERQUE GROUND MAINTENANCE,,,,U,REMOVED,35.115334,-106.609181,3230 MATTHEW NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,15-APR-73,01-JUL-88
16673,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,838,CABQ AIRFIELD MAINTENANCE,,,,U,REMOVED,35.033492,-106.622474,3700 SPIRIT DR,,ALBUQUERQUE,87119    ,NM,BERNALILLO,06-FEB-84,05-JUL-95
16674,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,838,CABQ AIRFIELD MAINTENANCE,,,,U,REMOVED,35.033492,-106.622474,3700 SPIRIT DR,,ALBUQUERQUE,87119    ,NM,BERNALILLO,06-FEB-84,05-JUL-95
16675,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,838,CABQ AIRFIELD MAINTENANCE,,,,U,REMOVED,35.033492,-106.622474,3700 SPIRIT DR,,ALBUQUERQUE,87119    ,NM,BERNALILLO,06-FEB-84,01-JUL-95
16676,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,838,CABQ AIRFIELD MAINTENANCE,,,,U,REMOVED,35.033492,-106.622474,3700 SPIRIT DR,,ALBUQUERQUE,87119    ,NM,BERNALILLO,06-FEB-84,07-AUG-97
16677,48035,ALBUQUERQUE(CITY OF) FLEET MANAGEMENT DIVISION,838,CABQ AIRFIELD MAINTENANCE,,O8781,ALBUQUERQUE(CITY OF) FLEET MANAGEMENT DIVISION,U,REMOVED,35.033492,-106.622474,3700 SPIRIT DR,,ALBUQUERQUE,87119    ,NM,BERNALILLO,07-JUL-95,22-MAR-18
16678,48035,ALBUQUERQUE(CITY OF) FLEET MANAGEMENT DIVISION,838,CABQ AIRFIELD MAINTENANCE,,O8781,ALBUQUERQUE(CITY OF) FLEET MANAGEMENT DIVISION,U,REMOVED,35.033492,-106.622474,3700 SPIRIT DR,,ALBUQUERQUE,87119    ,NM,BERNALILLO,07-JUL-95,22-MAR-18
16679,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,839,ALBUQUERQUE INTERNATIONAL AIRPORT A,,,,U,REMOVED,35.048401,-106.619363,PO BOX 9022,FREIGHT BLDG,ALBUQUERQUE,87119    ,NM,BERNALILLO,31-OCT-68,01-AUG-86
16680,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,839,ALBUQUERQUE INTERNATIONAL AIRPORT A,,,,U,REMOVED,35.048401,-106.619363,PO BOX 9022,FREIGHT BLDG,ALBUQUERQUE,87119    ,NM,BERNALILLO,31-OCT-68,01-AUG-86
16681,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,839,ALBUQUERQUE INTERNATIONAL AIRPORT A,,,,U,REMOVED,35.048401,-106.619363,PO BOX 9022,FREIGHT BLDG,ALBUQUERQUE,87119    ,NM,BERNALILLO,08-NOV-78,01-AUG-86
16682,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,839,ALBUQUERQUE INTERNATIONAL AIRPORT A,,,,U,REMOVED,35.048401,-106.619363,PO BOX 9022,FREIGHT BLDG,ALBUQUERQUE,87119    ,NM,BERNALILLO,31-OCT-68,21-DEC-88
16683,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,839,ALBUQUERQUE INTERNATIONAL AIRPORT A,,,,U,REMOVED,35.048401,-106.619363,PO BOX 9022,FREIGHT BLDG,ALBUQUERQUE,87119    ,NM,BERNALILLO,31-OCT-68,11-AUG-86
16684,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,839,ALBUQUERQUE INTERNATIONAL AIRPORT A,,,,U,REMOVED,35.048401,-106.619363,PO BOX 9022,FREIGHT BLDG,ALBUQUERQUE,87119    ,NM,BERNALILLO,31-OCT-68,11-AUG-86
16685,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,839,ALBUQUERQUE INTERNATIONAL AIRPORT A,,,,U,REMOVED,35.048401,-106.619363,PO BOX 9022,FREIGHT BLDG,ALBUQUERQUE,87119    ,NM,BERNALILLO,31-OCT-68,11-AUG-86
16686,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,839,ALBUQUERQUE INTERNATIONAL AIRPORT A,,,,U,REMOVED,35.048401,-106.619363,PO BOX 9022,FREIGHT BLDG,ALBUQUERQUE,87119    ,NM,BERNALILLO,31-OCT-68,11-AUG-86
16687,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,839,ALBUQUERQUE INTERNATIONAL AIRPORT A,,,,U,REMOVED,35.048401,-106.619363,PO BOX 9022,FREIGHT BLDG,ALBUQUERQUE,87119    ,NM,BERNALILLO,31-OCT-68,11-AUG-86
16688,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,839,ALBUQUERQUE INTERNATIONAL AIRPORT A,,,,U,REMOVED,35.048401,-106.619363,PO BOX 9022,FREIGHT BLDG,ALBUQUERQUE,87119    ,NM,BERNALILLO,01-JAN-00,11-AUG-86
16689,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,839,ALBUQUERQUE INTERNATIONAL AIRPORT A,,,,U,REMOVED,35.048401,-106.619363,PO BOX 9022,FREIGHT BLDG,ALBUQUERQUE,87119    ,NM,BERNALILLO,01-JAN-00,11-AUG-86
16690,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,839,ALBUQUERQUE INTERNATIONAL AIRPORT A,,,,U,REMOVED,35.048401,-106.619363,PO BOX 9022,FREIGHT BLDG,ALBUQUERQUE,87119    ,NM,BERNALILLO,01-JAN-00,11-AUG-86
16950,318,AT&T CORP,934,AT T C LOS LUNAS RADIO,,,,U,REMOVED,,,OFF STATE RD 6 W OF LOS L,,LOS LUNAS,87031    ,NM,VALENCIA,01-OCT-73,07-AUG-91
16691,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,839,ALBUQUERQUE INTERNATIONAL AIRPORT A,,,,U,REMOVED,35.048401,-106.619363,PO BOX 9022,FREIGHT BLDG,ALBUQUERQUE,87119    ,NM,BERNALILLO,01-JAN-00,11-AUG-86
16692,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,839,ALBUQUERQUE INTERNATIONAL AIRPORT A,,,,U,REMOVED,35.048401,-106.619363,PO BOX 9022,FREIGHT BLDG,ALBUQUERQUE,87119    ,NM,BERNALILLO,01-JAN-00,11-AUG-86
16693,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,840,ALBUQUERQUE INTERNATIONAL AIRPORT B,,,,U,REMOVED,35.04771,-106.619472,PO BOX 1293,,ALBUQUERQUE,87117    ,NM,BERNALILLO,01-JAN-00,29-MAY-91
16694,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,840,ALBUQUERQUE INTERNATIONAL AIRPORT B,,,,U,REMOVED,35.04771,-106.619472,PO BOX 1293,,ALBUQUERQUE,87117    ,NM,BERNALILLO,16-JUN-53,14-DEC-88
16695,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,841,ALBUQUERQUE POLICE DEPARTMENT,,,,U,REMOVED,35.0888,-106.65141,FOURTH AND MARQUETTE,,ALBUQUERQUE,87103    ,NM,BERNALILLO,01-JAN-00,01-JAN-72
16696,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,841,ALBUQUERQUE POLICE DEPARTMENT,,,,U,REMOVED,35.0888,-106.65141,FOURTH AND MARQUETTE,,ALBUQUERQUE,87103    ,NM,BERNALILLO,01-JAN-00,01-JAN-72
16697,14890,ALBUQUERQUE (CITY OF) - ENVIRONMENTAL HEALTH DEPT,842,ALBUQUERQUE POLICE DEPARTMENT A,,,,U,REMOVED,35.08892,-106.65141,FIFTH AND MARQUETTE,,ALBUQUERQUE,87103    ,NM,BERNALILLO,22-JUL-71,04-AUG-92
16698,383,PUBLIC SERVICE COMPANY OF NEW MEXICO (PNM),843,ALBUQUERQUE SERVICE CENTER,,,,U,REMOVED,35.123778,-106.63239,4201 EDITH NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,01-MAR-66,15-OCT-91
16699,383,PUBLIC SERVICE COMPANY OF NEW MEXICO (PNM),843,ALBUQUERQUE SERVICE CENTER,,O681,PUBLIC SERVICE COMPANY OF NEW MEXICO,U,CURRENTLY IN USE,35.123778,-106.63239,4201 EDITH NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,01-OCT-91,
16700,383,PUBLIC SERVICE COMPANY OF NEW MEXICO (PNM),843,ALBUQUERQUE SERVICE CENTER,,O681,PUBLIC SERVICE COMPANY OF NEW MEXICO,U,REMOVED,35.123778,-106.63239,4201 EDITH NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,11-MAR-79,26-JAN-23
16701,383,PUBLIC SERVICE COMPANY OF NEW MEXICO (PNM),843,ALBUQUERQUE SERVICE CENTER,,O681,PUBLIC SERVICE COMPANY OF NEW MEXICO,U,REMOVED,35.123778,-106.63239,4201 EDITH NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,05-MAR-72,26-JAN-23
16702,383,PUBLIC SERVICE COMPANY OF NEW MEXICO (PNM),843,ALBUQUERQUE SERVICE CENTER,,O681,PUBLIC SERVICE COMPANY OF NEW MEXICO,U,REMOVED,35.123778,-106.63239,4201 EDITH NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,05-MAR-72,26-JAN-23
16703,383,PUBLIC SERVICE COMPANY OF NEW MEXICO (PNM),843,ALBUQUERQUE SERVICE CENTER,,O681,PUBLIC SERVICE COMPANY OF NEW MEXICO,U,REMOVED,35.123778,-106.63239,4201 EDITH NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,05-MAR-72,02-MAR-23
16704,383,PUBLIC SERVICE COMPANY OF NEW MEXICO (PNM),843,ALBUQUERQUE SERVICE CENTER,,O681,PUBLIC SERVICE COMPANY OF NEW MEXICO,U,REMOVED,35.123778,-106.63239,4201 EDITH NE,,ALBUQUERQUE,87107    ,NM,BERNALILLO,11-MAR-79,02-MAR-23
16708,276362,BW GAS CONVENIENCE JOBBER LLC,845,ALLSUP'S # 102120,,O13900,BW GAS CONVENIENCE RETAIL LLC,U,REMOVED,33.37261,-104.536333,1618 S UNION,,ROSWELL,88201    ,NM,CHAVES,01-AUG-90,20-OCT-20
16709,276362,BW GAS CONVENIENCE JOBBER LLC,845,ALLSUP'S # 102120,,O13900,BW GAS CONVENIENCE RETAIL LLC,U,REMOVED,33.37261,-104.536333,1618 S UNION,,ROSWELL,88201    ,NM,CHAVES,01-AUG-90,20-OCT-20
16710,16400,ALLSUPS PETROLEUM INC,845,ALLSUP'S # 102120,,,,U,REMOVED,33.37261,-104.536333,1618 S UNION,,ROSWELL,88201    ,NM,CHAVES,01-FEB-78,01-AUG-90
16711,16400,ALLSUPS PETROLEUM INC,845,ALLSUP'S # 102120,,,,U,REMOVED,33.37261,-104.536333,1618 S UNION,,ROSWELL,88201    ,NM,CHAVES,01-FEB-78,01-AUG-90
16712,16400,ALLSUPS PETROLEUM INC,845,ALLSUP'S # 102120,,,,U,REMOVED,33.37261,-104.536333,1618 S UNION,,ROSWELL,88201    ,NM,CHAVES,01-FEB-78,01-AUG-90
16713,276362,BW GAS CONVENIENCE JOBBER LLC,846,ALLSUP'S # 102121,,O13900,BW GAS CONVENIENCE RETAIL LLC,U,CURRENTLY IN USE,33.372913,-104.518622,1618 SE MAIN,,ROSWELL,88201    ,NM,CHAVES,28-MAR-77,
16714,276362,BW GAS CONVENIENCE JOBBER LLC,846,ALLSUP'S # 102121,,O13900,BW GAS CONVENIENCE RETAIL LLC,U,CURRENTLY IN USE,33.372913,-104.518622,1618 SE MAIN,,ROSWELL,88201    ,NM,CHAVES,28-MAR-77,
16715,276362,BW GAS CONVENIENCE JOBBER LLC,846,ALLSUP'S # 102121,,O13900,BW GAS CONVENIENCE RETAIL LLC,U,CURRENTLY IN USE,33.372913,-104.518622,1618 SE MAIN,,ROSWELL,88201    ,NM,CHAVES,28-MAR-77,
16716,276362,BW GAS CONVENIENCE JOBBER LLC,847,ALLSUPS # 102032,,O13900,BW GAS CONVENIENCE RETAIL LLC,U,CURRENTLY IN USE,32.108771,-103.193671,445 S 3RD,,JAL,88252    ,NM,LEA,28-MAR-77,
16717,276362,BW GAS CONVENIENCE JOBBER LLC,847,ALLSUPS # 102032,,O13900,BW GAS CONVENIENCE RETAIL LLC,U,CURRENTLY IN USE,32.108771,-103.193671,445 S 3RD,,JAL,88252    ,NM,LEA,28-MAR-77,
16718,276362,BW GAS CONVENIENCE JOBBER LLC,847,ALLSUPS # 102032,,O13900,BW GAS CONVENIENCE RETAIL LLC,U,CURRENTLY IN USE,32.108771,-103.193671,445 S 3RD,,JAL,88252    ,NM,LEA,28-MAR-77,
16719,16400,ALLSUPS PETROLEUM INC,848,ALLSUP'S # 102008,,O3486,ALLSUPS PETROLEUM INC,U,REMOVED,34.181047,-103.344537,1032 W 2ND,,PORTALES,88130    ,NM,ROOSEVELT,01-JAN-77,01-AUG-05
16720,16400,ALLSUPS PETROLEUM INC,848,ALLSUP'S # 102008,,O3486,ALLSUPS PETROLEUM INC,U,REMOVED,34.181047,-103.344537,1032 W 2ND,,PORTALES,88130    ,NM,ROOSEVELT,01-JAN-77,01-AUG-05
16722,16400,ALLSUPS PETROLEUM INC,848,ALLSUP'S # 102008,,O3486,ALLSUPS PETROLEUM INC,U,REMOVED,34.181047,-103.344537,1032 W 2ND,,PORTALES,88130    ,NM,ROOSEVELT,01-JAN-77,01-AUG-05
16724,276362,BW GAS CONVENIENCE JOBBER LLC,849,ALLSUP'S # 102127,,O13900,BW GAS CONVENIENCE RETAIL LLC,U,CURRENTLY IN USE,34.17807,-103.33481,1325 S AVE D,,PORTALES,88130    ,NM,ROOSEVELT,10-JUL-90,
16725,276362,BW GAS CONVENIENCE JOBBER LLC,849,ALLSUP'S # 102127,,O13900,BW GAS CONVENIENCE RETAIL LLC,U,CURRENTLY IN USE,34.17807,-103.33481,1325 S AVE D,,PORTALES,88130    ,NM,ROOSEVELT,10-JUL-90,
16726,276362,BW GAS CONVENIENCE JOBBER LLC,849,ALLSUP'S # 102127,,O13900,BW GAS CONVENIENCE RETAIL LLC,U,CURRENTLY IN USE,34.17807,-103.33481,1325 S AVE D,,PORTALES,88130    ,NM,ROOSEVELT,10-JUL-90,
16727,16400,ALLSUPS PETROLEUM INC,849,ALLSUP'S # 102127,,,,U,REMOVED,34.17807,-103.33481,1325 S AVE D,,PORTALES,88130    ,NM,ROOSEVELT,12-OCT-73,09-JUL-90
