CitationID,Description,Year,StateSectionNumber,FederalSectionNumber,Section,Units,ExtentofDeviation,PotentialforHarm,SOC,TCR,Penalty,Clerk,Date of Entry
586.0,Installation of a steel tank with unsuitable dielectric coating,2013,(2013)12(2)(A),20(a)(2)(1),"Systen, Design and Installation",,,,,,150.0,,10/28/2013 14:10
587.0,Field-installed cathodic protection was not designed by a corrosion expert,2013,(2013) 12(2)(B),20(a)(2)(ii),"Systen, Design and Installation",,,,,,300.0,,10/28/2013 14:10
588.0,Impressed current system is not designed to allow determination of current operating status,2013,(2013) 12(2)(C) ,20(a)(2)(iii),"Systen, Design and Installation",,,,,,150.0,,10/28/2013 14:10
589.0,Improper operation or maintenance of tank cathodic protection system,2013,(2013) 12(2)(D),20(a)(2)(iv),"Systen, Design and Installation",,,,,,150.0,,10/28/2013 14:10
590.0,"Improper design, construction or installation of steel-fiberglass-reinforced-plastic composite tank",2013,(2013) 12(3),20(a)(3),"Systen, Design and Installation",,,,p,,300.0,previous citation language modify,10/28/2013 14:10
591.0,"Failure to have site properly assessed, or to maintain documentation to demonstrate that a metal UST requires no additional corrosion protection measures",2013,(2013) 12(4),,"Systen, Design and Installation",,,,,,150.0,new citation added,10/28/2013 14:10
592.0,"Improper design, construction or installation of fiberglass-reinforced plastic piping",2013,(2013) 13(1),20(b)(1),"Systen, Design and Installation",,,,p,,300.0,previous citation language modify,10/28/2013 14:10
593.0,"Improper design, construction or installation of steel piping, or cathodic protection for steel piping",2013,(2013) 13(2),20(b)(2),"Systen, Design and Installation",,,,p,,300.0,previous citation language modify,10/28/2013 14:10
594.0,Installation of steel piping with unsuitable dielectric coating,2013,(2013) 13(2)(A),20(b)(2)(1),"Systen, Design and Installation",,,,,,150.0,,10/28/2013 14:10
595.0,Field-installed cathodic protection of steel piping was not designed by a corrosion expert,2013,(2013) 13(2)(B),20(b)(2)(ii),"Systen, Design and Installation",,,,,,300.0,previous citation language modify,10/28/2013 14:10
596.0,Impressed current system for piping is not designed to allow determination of current operating status,2013,(2013) 13(2)(C),20(b)(2)(iii),"Systen, Design and Installation",,,,,,150.0,previous citation language modify,10/28/2013 14:10
597.0,Improper operation or maintenance of piping cathodic protection system,2013,(2013) 13(2)(D),20(b)(2)(iv),"Systen, Design and Installation",,,,,,150.0,previous citation language modify,10/28/2013 14:10
598.0,"Failure to have site properly assessed, or to maintain documentation to demonstrate that metal piping requires no additional corrosion protection measures",2013,(2013) 13(3),,"Systen, Design and Installation",,,,,,150.0,new citation added,10/28/2013 14:10
599.0,Failure to use a spill prevention system or an overfill prevention system,2013,(2013) 14(a),20( c) (1),"Systen, Design and Installation",,,,p,,300.0,,10/28/2013 14:10
600.0,Spill prevention equipment will not prevent release of product to environment when transfer hose is detached from fill pipe,2013,(2013) 14(a)(1),20( c) (1)( i),"Systen, Design and Installation",,,,p,,150.0,previous citation language modify,10/28/2013 14:10
601.0,Overfill prevention equipment does not meet performance standards,2013,(2013) 14(a)(2),20( c) (1)(ii),"Systen, Design and Installation",,,,p,,150.0,previous citation language modify,10/28/2013 14:10
602.0,Failure to have overfill alarm(s) clearly labeled and located where the delivery person can see and hear the alarm,2013,(2013) 14(c),20( c) (1)(ii)(b),"Systen, Design and Installation",,,,p,,150.0,previous citation language modify,10/28/2013 14:10
603.0,Failure to install tank or piping in accordance with accepted codes and standards,2013,(2013) 15,20(d),"Systen, Design and Installation",,,,,,150.0,,10/28/2013 14:10
605.0,"Failure to ensure that a proper method of certification, testing or inspection was used for the UST installation",2013,(2013) 16(a),20(e),"Systen, Design and Installation",,,,,,150.0,previous citation language modify,10/28/2013 14:10
606.0,Failure to complete or submit proper documentation to certify compliance with tank notification and installation requirements,2013,(2013) 16(b),20(e),"Systen, Design and Installation",,,,,,150.0,previous citation language modify,10/28/2013 14:10
607.0,"Failure to provide properly designed, constructed or installed secondary containment on new UST or tank system",2013,(2013) 17(a),,"Systen, Design and Installation",,,,,,300.0,new regulation,10/28/2013 14:10
608.0,"Improper design, construction or installation of secondary containment",2013,(2013) 17(b),,"Systen, Design and Installation",,,,,,300.0,previous citation language modify,10/28/2013 14:10
609.0,"Improper design, construction or installation of double walled UST",2013,(2013) 17(c),,"Systen, Design and Installation",,,,,,300.0,previous citation language modify,10/28/2013 14:10
610.0,"Improper design, construction or installation of external liners",2013,(2013) 17(d),,"Systen, Design and Installation",,,,,,300.0,previous citation language modify,10/28/2013 14:10
611.0,Failure to provide secondary containment for new piping installation,2013,(2013) 17(e),,"Systen, Design and Installation",,,,,,300.0,new regulation,10/28/2013 14:10
612.0,Failure to provide new or replaced dispenser with under dispenser containment,2013,(2013) 19,,"Systen, Design and Installation",,,,,,300.0,new regulation,10/28/2013 14:10
613.0,Under dispenser containment is not liquid tight,2013,(2013) 19(1),,"Systen, Design and Installation",,,,,,150.0,new regulation,10/28/2013 14:10
614.0,Under dispenser containment is not compatible with substance conveyed by piping,2013,(2013) 19(2),,"Systen, Design and Installation",,,,,,150.0,new regulation,10/28/2013 14:10
615.0,Under dispenser containment does not allow for visual inspection or access to components in containment system,2013,(2013) 19(3),,"Systen, Design and Installation",,,,,,150.0,new regulation,10/28/2013 14:10
616.0,Failure to monitor under dispenser containment with a sensing device that signals the operator of the presence of regulated substances,2013,(2013) 19(4),,"Systen, Design and Installation",,,,,,300.0,new regulation,10/28/2013 14:10
617.0,Failure to notify the department of changes in information relating to the UST or tank system,2013,(2013) 21.5(a),,"Notification, permits",,,,,,150.0,new regulation,10/28/2013 14:10
618.0,Failure to submit notification to the department of changes in information relating to the UST or tank system within 30 days following the change,2013,(2013) 21.5(b),,"Notification, permits",,,,,,50.0,new regulation,10/28/2013 14:10
619.0,Failure to obtain a permit from the director before installing or operating a UST or UST system,2013,(2013) 23,,"Notification, permits",,,,,,300.0,previous citation language modify,10/28/2013 14:10
620.0,Failure to inform the department at least 7 days prior to installation,2013,(2013) 25(c),,"Notification, permits",,,,,,150.0,,10/28/2013 14:10
621.0,Failure to notify the department within 30 days after the installation of the UST system,2013,(2013) 25(d),,"Notification, permits",,,,,,150.0,,10/28/2013 14:10
622.0,Failure to submit proper documents for a permit renewal within the specified time frame,2013,(2013) 26,,"Notification, permits",,,,,,150.0,previous citation language modify,10/28/2013 14:10
623.0,Failure to properly apply for the modification of a permit within the specified time frame,2013,(2013) 29,,"Notification, permits",,,,,,150.0,previous citation language modify,10/28/2013 14:10
624.0,Owner failed to request approval to transfer permit,2013,(2013) 31(a),,"Notification, permits",,,,,,150.0,previous citation language modify,10/28/2013 14:10
625.0,Failure to apply for the transfer of a permit within the specified time frame,2013,(2013) 31(c),,"Notification, permits",,,,,,50.0,new citation added,10/28/2013 14:10
626.0,"Failure to properly maintain a permit or variance at the location of the UST or tank system, and to make the document(s) immediately available for inspection upon request",2013,(2013) 34,,"Notification, permits",,,,,,50.0,previous citation language modify,10/28/2013 14:10
627.0,Failure to prevent overfills or spills during the transfer of product,2013,(2013) 41(a),30(a),General Operating Reqirements,,,,,,300.0,previous citation language modify,10/28/2013 14:10
628.0,"Failure to maintain spill prevention equipment, containment sumps and under dispenser containment free of regulated substances, water and debris at all times",2013,(2013) 41(c)(1),,General Operating Reqirements,,,,,,50.0,new regualtion,10/28/2013 14:10
629.0,Failure to properly conduct or pass a test on spill prevention equipment at least every 365 days,2013,(2013) 41(c)(2),,General Operating Reqirements,,,,,,150.0,new regulation,10/28/2013 14:10
630.0,Failure to maintain the overfill prevention equipment operational at all times,2013,(2013) 41(d),,General Operating Reqirements,,,,,,150.0,new regulation,10/28/2013 14:10
631.0,Failure to operate or maintain corrosion protection system continuously,2013,(2013) 42(a)(1),31(a),General Operating Reqirements,,,,P,,150.0,,10/28/2013 14:10
632.0,Failure to perform inspection or testing of cathodic protection system using proper criteria and a qualified tester within specified time frames,2013,(2013) 42(a)(2),31(b)(1),General Operating Reqirements,,,,p,,150.0,previous citation language modify,10/28/2013 14:10
633.0,Failure to inspect operability of the impressed current cathodic protection systems every 60 days,2013,(2013) 42(a)(3),31 (c ),General Operating Reqirements,,,,p,,150.0,previous citation language modify,10/28/2013 14:10
634.0,"Failure to maintain required records of cathodic protection operation, inspections and testing",2013,(2013) 42(b),31(d),General Operating Reqirements,,,,,,50.0,previous citation language modify,10/28/2013 14:10
635.0,Failure to ensure that the UST system is made of or lined with materials compatible with substance stored,2013,(2013) 43,32,General Operating Reqirements,,,,,,150.0,,10/28/2013 14:10
636.0,Failure to repair UST system in accordance with accepted codes and standards,2013,(2013) 44(b)(1),33(a),General Operating Reqirements,,,,,,150.0,,10/28/2013 14:10
637.0,"Failure to repair fiberglass-reinforced UST by the manufacturer’s authorized representative, or in accordance with accepted codes and standards",2013,(2013) 44(b)(2),33(b),General Operating Reqirements,,,,,,150.0,previous citation language modify,10/28/2013 14:10
638.0,"Failure to have repaired UST, piping or containment wall, tightness or integrity tested prior to returning the UST or tank system back into service",2013,(2013) 44(b)(3),33(d),General Operating Reqirements,,,,p,,300.0,new regulation,10/28/2013 14:10
639.0,Failure to test cathodic protection system within six months of repair of any cathodically protected UST or tank system,2013,(2013) 44(b)(4),33(e),General Operating Reqirements,,,,p,,150.0,previous citation language modify,10/28/2013 14:10
640.0,Failure to generate and maintain accurate records of compliance with corrosion protection requirements,2013,(2013) 45(b)(1),34(b)(1),General Operating Reqirements,,,,,,50.0,previous citation language modify,10/28/2013 14:10
641.0,Failure to generate and maintain accurate records of compliance with the release detection requirements for at least 3 years,2013,(2013) 45(b)(2),34(b)(4),General Operating Reqirements,,,,,,50.0,previous citation language modify,10/28/2013 14:10
642.0,Failure to generate and maintain accurate documentation of maintenance and tests performed on the UST system for at least 3 years,2013,(2013) 45(b)(3),45(c ),General Operating Reqirements,,,,,,50.0,prev citation language modify; move from 54(b)(3),10/28/2013 14:10
643.0,Failure to generate and maintain accurate documentation of repairs to the UST system for the life of the equipment,2013,(2013) 45(b)(4),34(b)(3),General Operating Reqirements,,,,,,50.0,previous citation language modify,10/28/2013 14:10
644.0,Failure to generate and maintain accurate records that the monitoring equipment is designed to produce,2013,(2013) 45(b)(5),,General Operating Reqirements,,,,,,50.0,prev citation language modify; move from 54(b)(4),10/28/2013 14:10
645.0,Failure to maintain all written performance claims for release detection equipment for the life of the equipment,2013,(2013) 45(b)(6),45(a),General Operating Reqirements,,,,,,50.0,prev citation language modify; move from 54(b)(5),10/28/2013 14:10
646.0,Failure to maintain operating manuals for all currently installed leak detection equipment for the remaining operating life of the UST or UST system,2013,(2013) 45(b)(7),,General Operating Reqirements,,,,,,50.0,previous citation language modify,10/28/2013 14:10
647.0,Failure to generate and maintain record of compliance with change-in-service or permanent closure requirements including results of the site assessment or to maintain the records for the required time period,2013,(2013) 45(b)(8),34(b)(5),General Operating Reqirements,,,,,,50.0,previous citation language modify,10/28/2013 14:10
648.0,Failure to maintain record of permit or variance or both,2013,(2013) 45(b)(9),,General Operating Reqirements,,,,,,50.0,previous citation language modify,10/28/2013 14:10
649.0,Failure to maintain records of proof of current financial assurance mechanism used to demonstrate financial responsibility,2013,(2013) 45(b)(10),,General Operating Reqirements,,,,,,50.0,previous citation language modify,10/28/2013 14:10
650.0,Failure to make records immediately available for inspection by maintaining the records on site or by using another method approved by the director,2013,(2013) 45(c)(1),34( c)(1-2),General Operating Reqirements,,,,,,50.0,,10/28/2013 14:10
651.0,"Failure to maintain permanent closure records at a readily available alternative site, or to provide records upon request",2013,(2013) 45(c)(2),34( c)(3),General Operating Reqirements,,,,,,50.0,,10/28/2013 14:10
652.0,"Failure to designate a trained and certified class A, class B or class C operator, or to designate operators within the specified time frame",2013,(2013) 46(a)(1),,General Operating Reqirements,,,,,,300.0,new regulation,10/28/2013 14:10
653.0,Failure to have individual trained and certified for the operator class for which he or she is designated,2013,(2013) 46(a)(2),,General Operating Reqirements,,,,,,150.0,new regulation,10/28/2013 14:10
654.0,"Failure to submit proper written notice to the department with proper class A and class B operator information, or to submit notice within the specified time frame",2013,(2013) 46(a)(3),,General Operating Reqirements,,,,,,50.0,new regulation,10/28/2013 14:10
655.0,Failure to maintain current copies of all operator training certifications or to make copies immediately available upon request,2013,(2013) 46(a)(4),,General Operating Reqirements,,,,,,50.0,new regulation,10/28/2013 14:10
656.0,Failure to obtain operator training from a program approved or administered by the department,2013,(2013) 46(c)(1),,General Operating Reqirements,,,,,,50.0,new regulation,10/28/2013 14:10
657.0,"Failure to retrain and recertify class A or class B operator every five years, or class C operator every 365 days",2013,(2013) 46(c)(3),,General Operating Reqirements,,,,,,150.0,new regulation,10/28/2013 14:10
658.0,Failure to retrain and recertify class A and class B operators within 90 days after an associated UST system was determined to be out of compliance,2013,(2013) 46(c)(4),,General Operating Reqirements,,,,,,300.0,new regulation,10/28/2013 14:10
659.0,Failure to provide proper release detection method,2013,(2013) 51(a),40(a),Release Detection,,,,d,,300.0,,10/28/2013 14:10
660.0,Failure to notify the department of release detection conditions indicating a possible release,2013,(2013) 51(b),,Release Detection,,,,,,150.0,new citation added,10/28/2013 14:10
661.0,"Failure to properly service or maintain release detection equipment in the time frame specified, or to have service and maintenance of release detection equipment conducted by a technician with current certification or training appropriate to the equipmen",2013,(2013) 51(c),,Release Detection,,,,,,300.0,new regulation,10/28/2013 14:10
662.0,Failure to close or complete change-in-service for any UST system that cannot meet release detection requirements,2013,(2013) 51(d),40(d),Release Detection,,,,,,300.0,,10/28/2013 14:10
663.0,Failure to conduct proper inventory control monthly,2013,(2013) 52(1),43(a),Release Detection,,,,,,300.0,,10/28/2013 14:10
664.0,Failure to record inventory volume measurements each operating day,2013,(2013) 52(1)(A)*,43(a0(1),Release Detection,,,,d,,50.0,,10/28/2013 14:10
665.0,Failure to use inventory control equipment capable of measurements to the nearest 1/8th of an inch over the full range of the tank’s height,2013,(2013) 52(1)(B)*,43(a)(2),Release Detection,,,,d,,50.0,,10/28/2013 14:10
666.0,Failure to take proper readings or measurements,2013,(2013) 52(1)(C)*,,Release Detection,,,,,,50.0,,10/28/2013 14:10
667.0,Failure to reconcile product inputs with delivery receipts by measurement of tank inventory volume before and after deliveries,2013,(2013) 52(1)(D)*,43(a)(3),Release Detection,,,,d,,50.0,,10/28/2013 14:10
668.0,Failure to make deliveries through a drop tube that extends to within one foot of the tank bottom,2013,(2013) 52(1)(E)*,43(a)(4),Release Detection,,,,,,50.0,,10/28/2013 14:10
669.0,Failure to have product dispensing equipment properly calibrated every 365 days,2013,(2013) 52(1)(F)*,43(a)(5),Release Detection,,,,d,,50.0,,10/28/2013 14:10
670.0,Failure to measure water level to the nearest 1/8th of an inch at least once a month,2013,(2013) 52(1)(G)*,43(a)(6),Release Detection,,,,d,,50.0,,10/28/2013 14:10
671.0,Improper operation or maintenance of manual tank gauging (MTG),2013,(2013) 52(2),43(b),Release Detection,,,,,,300.0,previous citation language modify,10/28/2013 14:10
672.0,Failure to conduct MTG for the appropriate time period,2013,(2013) 52(2)(A),43(b)(1),Release Detection,,,,d,,50.0,,10/28/2013 14:10
673.0,Failure to take two proper level measurements at the beginning and end of the appropriate MTG time period,2013,(2013) 52(2)(B),43(b)(2),Release Detection,,,,,,50.0,,10/28/2013 14:10
674.0,Failure to use MTG equipment that is capable of measurements to the nearest 1/8th of an inch over the full range of the tank’s height,2013,(2013) 52(2)(C),43(b)(3),Release Detection,,,,d,,50.0,,10/28/2013 14:10
675.0,Variation between beginning and ending measurements exceeded weekly or monthly standard and was not treated as a suspected leak,2013,(2013) 52(2)(D),43(b)(4),Release Detection,,,,d,,50.0,previous citation language modify,10/28/2013 14:10
676.0,Failure to take weekly measurements,2013,(2013)52(2)(E),,Release Detection,,,,,,50.0,,10/28/2013 14:10
677.0,Failure to properly conduct tank tightness testing that meets specified requirements,2013,(2013)52(3),43( c),Release Detection,,,,d,,150.0,previous citation language modify,10/28/2013 14:10
678.0,Failure to use ATG that meets specified requirements,2013,(2013)52(4),43(d),Release Detection,,,,d,,300.0,previous citation language modify,10/28/2013 14:10
679.0,Failure to use ATG with an automatic product level monitor that can detect a 0.2 gallon per hour leak rate from any portion of the tank that routinely contains product,2013,(2013)52(4)(A),43(d)(1),Release Detection,,,,d,,150.0,previous citation language modify,10/28/2013 14:10
680.0,Failure to conduct inventory control or another test of equivalent performance when ATG is not third party certified,2013,(2013)52(4)(B),43(d)(2),Release Detection,,,,,,150.0,,10/28/2013 14:10
681.0,Inadequate testing or monitoring of vapors,2013,(2013)52(5),43(e),Release Detection,,,,,,300.0,,10/28/2013 14:10
682.0,Failure to use sufficiently porous backfill,2013,(2013)52(5)(A)#,43(e)(1),Release Detection,,,,,,150.0,,10/28/2013 14:10
683.0,Failure to use a sufficiently volatile substance or tracer compound in conjunction with vapor monitoring devices,2013,(2013)52(5)(B)#,43(e)(2),Release Detection,,,,,,150.0,,10/28/2013 14:10
684.0,Failure to ensure that the measurement of vapors by the monitoring device remains operative so that a release could not go undetected for more than 30 days,2013,(2013)52(5)(C)#,43(e)(3),Release Detection,,,,d,,150.0,previous citation language modify,10/28/2013 14:10
685.0,Failure to ensure the level of background contamination does not interfere with the method used to detect releases,2013,(2013)52(5)(D)#,43(e)(4),Release Detection,,,,,,150.0,previous citation language modify,10/28/2013 14:10
716.0,Failure to permanently close or upgrade a tank system where regulated substances have not been deposited after 365 days,2013,(2013) 81(e),70©,Closure and Change-in-service,,,,,,300.0,,10/28/2013 14:10
686.0,"Failure to use a vapor monitor that is designed and operated to detect any significant increase in concentration above background of the regulated substance stored, or tracer compound placed in tank system",2013,(2013)52(5)(E)#,43(e)(5),Release Detection,,,,,,150.0,previous citation language modify,10/28/2013 14:10
687.0,Failure to assess the site with written documentation to ensure compliance with requirements or to properly establish the number and position of monitoring wells,2013,(2013)52(5)(F)#,43(e)(6),Release Detection,,,,d,,150.0,previous citation language modify,10/28/2013 14:10
688.0,Failure to clearly mark or secure monitoring wells for vapor monitoring,2013,(2013)52(5)(G)#,43(e)(7),Release Detection,,,,,,150.0,previous citation language modify,10/28/2013 14:10
689.0,Improper testing or monitoring of a ground water monitoring system,2013,(2013)52(6),43(f),Release Detection,,,,,,300.0,previous citation language modify,10/28/2013 14:10
690.0,Failure to use the system on a stored substance that is immiscible in water and has a specific gravity of less than one,2013,(2013) 52(6)(A)(a),43(f)(1),Release Detection,,,,,,150.0,,10/28/2013 14:10
691.0,Failure to employ a system with proper ground water level and soil conductivity,2013,(2013) 52(6)(B)(a),43(f)(2),Release Detection,,,,d,,150.0,,10/28/2013 14:10
692.0,Failure to use proper monitoring well casing,2013,(2013) 52(6)(C)(a),43(f)(3),Release Detection,,,,,,150.0,,10/28/2013 14:10
693.0,Failure to properly seal monitoring wells ,2013,(2013) 52(6)(D)(a),43(f)(4),Release Detection,,,,,,150.0,,10/28/2013 14:10
694.0,Failure to use monitoring wells that intercept or are as close to the excavation zone as technically feasible,2013,(2013) 52(6)(E)(a),43(f)(5),Release Detection,,,,,,150.0,,10/28/2013 14:10
695.0,Failure to use equipment that can detect at least 1/8th of an inch of free product on top of ground water in the monitoring wells,2013,(2013) 52(6)(F)(a),43(f)(6),Release Detection,,,,,,150.0,,10/28/2013 14:10
696.0,Failure to assess the site with written documentation to ensure compliance with the requirements or to establish the number and position of monitoring wells,2013,(2013) 52(6)(G)(a),43(f)(7),Release Detection,,,,d,,150.0,previous citation language modify,10/28/2013 14:10
697.0,Failure to clearly mark or secure monitoring wells,2013,(2013) 52(6)(H)(a),43(f)(8),Release Detection,,,,,,150.0,,10/28/2013 14:10
698.0,"Improper design, construction or installation of interstitial monitoring",2013,(2013) 52(7),43(g),Release Detection,,,,d,,300.0,previous citation language modify,10/28/2013 14:10
699.0,Failure to provide a method of release detection for underground piping that meets requirements,2013,(2013) 53,44,Release Detection,,,,d,,300.0,previous citation language modify,10/28/2013 14:10
700.0,Failure to provide automatic line leak detector that meets performance requirements or failure to conduct proper test of operability of line leak detector at least every 365 days  ,2013,(2013) 53(1),,Release Detection,,,,d,,150.0,cx,10/28/2013 14:10
701.0,"Failure to conduct proper line tightness testing every 365 days, or to conduct proper release detection monitoring on underground pressurized piping system installed before the effective date of these rules",2013,(2013) 53(1)(A),41(b)(1)(ii),Release Detection,,,,d,,300.0,prev citation lang mofify; move and replac 51(e)(2,10/28/2013 14:10
702.0,Failure to provide interstitial monitoring for pressurized piping installed after the effective date of these rules,2013,(2013) 53(1)(B),,Release Detection,,,,,,300.0,"prev citatin lang modify, moved fromother sec",10/28/2013 14:10
703.0,Failure to conduct proper line tightness test at least every three years or conduct proper release detection monitoring on suction piping installed prior to the effective date of these rules,2013,(2013) 53(2)(A),41(b)(2),Release Detection,,,,d,,300.0,prev citation lang mofify; move and replac 51(e)(2,10/28/2013 14:10
704.0,Failure to provide interstitial monitoring for suction piping installed after the effective date of these rules,2013,(2013) 53(2)(B),43(b)(2),Release Detection,,,,d,,300.0,prev citation lang mofify; move and replac 51(e)(2,10/28/2013 14:10
705.0,Suction piping does not meet all specifications for safe suction,2013,(2013) 53(2)(C),43(b)(2),Release Detection,,,,d,,300.0,prev citation lang mofify; move and replac 51(e)(2,10/28/2013 14:10
706.0,"Failure to monitor, verify, and generate a record to confirm, at least every 30 days, or as otherwise specified, that the release detection method does not indicate a release",2013,(2013) 54(a),45,Release Detection,,,,d,,300.0,prev citation lang mofify; move and replac 51(e)(1,10/28/2013 14:10
707.0,Failure to notify the department within 24 hours of evidence of a suspected release,2013,(2013) 61,,"Release Report, Investigation and Confirmation",,,,,,150.0,new citation added,10/28/2013 14:10
708.0,Failure to meet the requirements of investigating and confirming a suspected release within seven days following discovery,2013,(2013) 63,,"Release Report, Investigation and Confirmation",,,,,,300.0,new citation added,10/28/2013 14:10
709.0,Failure to properly contain and immediately clean up all spills and overfills,2013,(2013) 64(a),,"Release Report, Investigation and Confirmation",,,,,,300.0,new citation added,10/28/2013 14:10
710.0,Failure to notify the department within 24 hours and begin release response action as required,2013,(2013) 64(b),,"Release Report, Investigation and Confirmation",,,,,,300.0,new citation added,10/28/2013 14:10
711.0,Failure to continue operation and/or maintenance of corrosion protection system in a temporarily closed tank system,2013,(2013) 81(b),70(a),Closure and Change-in-service,,,,p,,150.0,,10/28/2013 14:10
712.0,Failure to continue operation and/or maintenance of release detection in a temporarily closed tank system that is not empty,2013,(2013) 81(b),70(a),Closure and Change-in-service,,,,d,,300.0,,10/28/2013 14:10
713.0,Failure to comply with temporary closure requirements ,2013,(2013) 81(d),70(b),Closure and Change-in-service,,,,,,300.0,,10/28/2013 14:10
714.0,Failure to leave vent lines open and functioning for a tank system that is temporarily closed for 90 or more days  ,2013,(2013) 81(d)(1),70(b)(1),Closure and Change-in-service,,,,,,150.0,,10/28/2013 14:10
715.0,"Failure to cap and secure all other lines, pumps, manways, and ancillary equipment for a tank system that is temporarily closed for 90 or more days ",2013,(2013) 81(d)(2),70(b)(2),Closure and Change-in-service,,,,,,150.0,,10/28/2013 14:10
717.0,"Failure to notify the department, in writing, at least 30 days before beginning either permanent closure or change-in-service",2013,(2013) 82(b),71(a),Closure and Change-in-service,,,,,,300.0,new regulation,10/28/2013 14:10
718.0,Failure to notify the department at least 7 days before a permanent closure or change-in-service action,2013,(2013) 82(c),,Closure and Change-in-service,,,,,,150.0,,10/28/2013 14:10
719.0,Failure to empty the UST and tank system by removing all liquid contents and accumulated sludges for tank closure,2013,(2013) 82(d)(1),71(b),Closure and Change-in-service,,,,,,300.0,prev citaiton lang modify,10/28/2013 14:10
720.0,Failure to remove closed UST or tank system from the ground or fill closed UST or tank system with an inert solid material ,2013,(2013) 82(d)(2),71(b),Closure and Change-in-service,,,,,,300.0,prev citation lang modify,10/28/2013 14:10
721.0,Failure to conduct a site assessment of the area beneath and around the closed UST or tank system,2013,(2013) 82(d)(3),,Closure and Change-in-service,,,,,,300.0,new regulation,10/28/2013 14:10
722.0,Failure to properly maintain closure or change-in-service records,2013,(2013) 85,74,Closure and Change-in-service,,,,,,300.0,,10/28/2013 14:10
723.0,Failure to meet the financial responsibility requirement for per-occurrence coverage amount,2013,(2013) 94(a),93(a)(1-2),Finanacial Responsibility,,,,,,150.0,,10/28/2013 14:10
724.0,Failure to meet the financial responsibility requirement for annual aggregate coverage amount,2013,(2013) 94(b),93(b)(1-2),Finanacial Responsibility,,,,,,150.0,,10/28/2013 14:10
725.0,Failure to review and adjust financial assurance after acquiring new or additional USTs,2013,(2013) 94(f),93(f),Finanacial Responsibility,,,,,,150.0,,10/28/2013 14:10
726.0,Failure to use an approved mechanism or combination of mechanisms to demonstrate financial responsibility,2013,(2013) 95,94,Finanacial Responsibility,,,,,,150.0,,10/28/2013 14:10
727.0,Failure to submit evidence of financial responsibility to the director within 30 days of detecting a known or suspected release,2013,(2013) 110(a)(1),166(a)(1),Finanacial Responsibility,,,,,,150.0,,10/28/2013 14:10
728.0,Failure to report evidence of financial responsibility to the director if the provider becomes incapable of providing financial assurance and the owner or operator is unable to obtain alternate coverage within 30 days,2013,(2013) 110(a)(2),166(a)(2),Finanacial Responsibility,,,,,,150.0,,10/28/2013 14:10
729.0,Failure to certify that the financial assurance mechanism is in compliance with requirements,2013,(2013) 111(b)(10),116(b),Finanacial Responsibility,,,,,,150.0,used this citation instead of 110(b),10/28/2013 14:10
730.0,"Regulated substance was delivered, deposited, or accepted into an ineligible UST or UST system",2013,(2013) 129(a),,Delivery Prohibition,,,,,,300.0,new regulation,10/28/2013 14:10
731.0,"Tag or notice of ineligibility was removed, tampered with, destroyed or damaged",2013,(2013) 129(c),,Delivery Prohibition,,,,,,300.0,new regulation,10/28/2013 14:10
732.0,Failure to renew a variance,2013,(2013) 342L-6(e),,,,,,,,150.0,,10/28/2013 14:10
733.0,"Failure to notify the department by December 31, 1989, of the existence of a tank",2013,(2013) 342L-30(a),,,,,,,,300.0,,10/28/2013 14:10
734.0,"Failure to notify the department by December 31, 1989, of the existence of a tank taken out of operation between January 1, 1974, and May 19, 1986",2013,(2013) 342L-30(b),,,,,,,,300.0,,10/28/2013 14:10
735.0,"Failure to notify the department within 30 days after the installation of a tank brought into use after May 19, 1986 ",2013,(2013) 342L-30(c),,,,,,,,300.0,,10/28/2013 14:10
736.0,"Failure to notify the department within 30 days of June 18, 1992, whether a person who acquires ownership of a tank after December 31, 1989 still owns the tank ",2013,(2013) 342L-30(e),,,,,,,,150.0,,10/28/2013 14:10
737.0,Failure to notify tank purchaser of notification requirements,2013,(2013) 342L-30(g),,,,,,,,300.0,,10/28/2013 14:10
738.0,"Failure to properly design, construct, install, and protect from corrosion any portion of the tank that is underground and that routinely contains product ",2018,20(b),20(a),"Design, Construction, and Installation",,,,UST-4,UST-9c,400.0,,
739.0,"Failure to properly design, construct, install, and protect from corrosion any piping that is in contact with the ground and that routinely contains product",2018,20(c),20(b),"Design, Construction, and Installation",,,,UST-4,UST-9c,400.0,,
740.0,Spill prevention equipment will not prevent release of product to environment when transfer hose is detached from fill pipe ,2018,20(d)(1)(A),20(c)(1)(i),"Design, Construction, and Installation",,,,UST-4,UST-9a,300.0,,
741.0,Overfill prevention equipment does not meet performance standards ,2018,20(d)(1)(B),20(c)(1)(ii),"Design, Construction, and Installation",,,,UST-4,UST-9b,300.0,,
742.0,"Improper use of flow restrictor in vent line (overfill prevention installed or replaced after July 15, 2018)",2018,20(d)(3),20(c)(3),"Design, Construction, and Installation",,,,UST-4,UST-9b,300.0,,
743.0,Failure to have overfill alarm(s) clearly labeled “overfill alarm” and located where the delivery person can see and hear the alarm ,2018,20(d)(4),-,"Design, Construction, and Installation",,,,UST-4,UST-9b,300.0,More stringent state requirement,
744.0,"Failure to provide dispenser system installed on or after August 9, 2013 with under dispenser containment (UST systems other than those with field-constructed tanks and airport hydrant systems)",2018,25(a),20(f),"Design, Construction, and Installation",,,,,,300.0,,
