CounterID,EventID,Status,Lead,StatusDate,LUSTStatusCommentsText,ProjectOfficer
349,121,Disconfirmed Release,RP-Lead,1998-02-05,"2/5/98 UO213JAR Letter - tank tightness failure, disconfrimed release.",
350,122,LUST Cleanup Initiated,RP-Lead,1992-05-27,,
351,122,Confirmed Release,RP-Lead,1992-05-27,PER CLOSURE REPT (2ND REMOVAL PR,
352,122,Site Cleanup Completed (NFA),RP-Lead,2001-03-29,,
353,123,Confirmed Release,RP-Lead,1992-10-17,,
354,123,LUST Cleanup Initiated,RP-Lead,1993-02-20,,
355,123,Site Cleanup Completed (NFA),RP-Lead,1995-09-07,,
356,124,LUST Cleanup Initiated,RP-Lead,1992-07-21,SOIL STOCKPILED-REMOVAL-APPENDIX,
357,124,Confirmed Release,RP-Lead,1992-07-21,PER FILE NOTES OF SAME DATE & RE,
358,124,Site Cleanup Completed (NFA),RP-Lead,1993-08-27,,
359,125,LUST Cleanup Initiated,RP-Lead,1991-04-30,4/30/91 Brewer Environmental Services Report - Lab Report from Brewer.,
360,125,Confirmed Release,RP-Lead,1992-04-30,,
361,125,Site Cleanup Completed (NFA),RP-Lead,1998-11-03,11/3/97 U1113SO letter - SO issued NFA 11/3/97.,
362,126,Confirmed Release,RP-Lead,1989-12-20,BEGAN MONITORING-.20 FT FREE PRO,
363,126,LUST Cleanup Initiated,RP-Lead,1992-07-30,AT REMOVAL SOIL WAS STOCKPILED,
364,126,Site Cleanup Completed (NFA),RP-Lead,2001-07-24,"7/24/01, NFA letter U07041SL",
365,127,LUST Cleanup Initiated,RP-Lead,1991-11-05,,
366,127,Confirmed Release,RP-Lead,1991-11-05,,
367,127,Site Cleanup Completed (NFA),RP-Lead,1996-04-04,04/04/96 LETTER,
368,128,LUST Cleanup Initiated,RP-Lead,1993-10-09,,
369,128,Confirmed Release,RP-Lead,1993-10-09,VIA CLOSUURE REPT,
370,128,Site Cleanup Completed (NFA),RP-Lead,1996-03-11,,
371,129,LUST Cleanup Initiated,RP-Lead,1991-10-08,,
372,129,Confirmed Release,RP-Lead,1991-10-08,,
373,129,Site Cleanup Completed (NFA),RP-Lead,1994-12-22,,
374,130,Confirmed Release,RP-Lead,1993-04-05,VIA LETTER,
375,130,LUST Cleanup Initiated,RP-Lead,1999-11-17,"UST closure rpt rcv'd 8/29/97; USTs KB-2,3,4, and 5 w/o releases.  KB-12 with rls.",
376,130,Site Cleanup Completed (NFA),RP-Lead,1999-12-09,NFA'd  11/29/99  U11079JAR,
378,131,Confirmed Release,RP-Lead,1996-03-05,"SOLVENT - CHEVRON 325; VIA 3/5/96 CRN
Note: 9/26/89 BREWER REPORT ON AN UNREGULATED DIESEL RELEASE (USED TO HEAT BOILERS)",
379,131,Case Transferred to HEER (unregulated),RP-Lead,1997-09-11,9/11/97 U0909SO Letter - 550-gallon heating oil tank,
380,131,Site Cleanup Completed (NFA),RP-Lead,1997-09-11,9/11/97 U0910SO gave an NFA to the regulated Stoddard solvent release -- the unregulated diesel release was referred to HEER for any required followup.,
381,131,LUST Cleanup Initiated,RP-Lead,1997-09-11,,
382,132,Confirmed Release,RP-Lead,1994-06-29,VIA NOTIFICATION FORM,
383,132,LUST Cleanup Initiated,RP-Lead,1997-06-26,6/26/97 Masa Fujioka & Associates Report - ,
384,132,Site Cleanup Completed (NFA),RP-Lead,1997-07-30,7/30/97 UO797SO letter - This site was NFA'd per a letter to the Kalihi Uka Fire Station as both the police station and fire station are adjacent and shared the subject USTs.  Both departments mistakenly claimed ownship of the USTs.,
385,133,Confirmed Release,RP-Lead,1989-11-29,,
386,133,LUST Cleanup Initiated,RP-Lead,1990-01-16,,
387,133,Site Cleanup Completed (NFA),RP-Lead,1994-11-10,,
388,134,LUST Cleanup Initiated,RP-Lead,1993-08-02,SOIL STOCKPILED DURING REMOVAL,
389,134,Confirmed Release,RP-Lead,1993-08-02,NOTED DURING REMOVAL,
390,134,Site Cleanup Completed (NFA),RP-Lead,1996-11-04,Letter U1050RB,
391,135,LUST Cleanup Initiated,RP-Lead,1990-09-10,SOIL STOCKPILED AT TIME OF REMOV,
392,135,Confirmed Release,RP-Lead,1990-09-10,VIA TELEPHONE CALL,
393,135,Site Cleanup Completed (NFA),RP-Lead,2001-01-11,NFA U01020RT,
395,136,LUST Cleanup Initiated,RP-Lead,1994-05-24,,
396,136,Site Cleanup Completed (NFA),RP-Lead,1997-08-27,8/27/97 U0851SO,
397,137,Confirmed Release,RP-Lead,1995-08-12,"CALL TO ROGER, DURING REMOVAL",
398,137,LUST Cleanup Initiated,RP-Lead,1995-08-22,PER ROGER: INSPECTION OF SITE-SO,
399,137,Site Cleanup Completed (NFA),RP-Lead,1995-12-15,,
400,138,LUST Cleanup Initiated,RP-Lead,1992-07-01,6/1/97  report,
401,138,Confirmed Release,RP-Lead,1992-07-01,,
402,138,Site Cleanup Completed (NFA),RP-Lead,1998-11-24,11/24/98 NFA letter U11111DH letter,
403,139,Site Cleanup Completed (NFA),RP-Lead,1997-11-07,11/7/97 U1194DH Letter - OHM Final Closure Report dated 6/97 was basis for NFA finding,
404,139,LUST Cleanup Initiated,RP-Lead,1995-04-26,6/1/97 OHM Remediation Services Corp. Report,
405,139,Confirmed Release,RP-Lead,1995-05-03,CALL TO CHRIS-LAB RESULTS,
408,140,LUST Cleanup Initiated,RP-Lead,1988-09-14,,
409,140,Confirmed Release,RP-Lead,1988-09-14,09/14/88,
410,141,Confirmed Release,RP-Lead,1991-06-25,LETTER,
411,141,LUST Cleanup Initiated,RP-Lead,1994-01-31,,
412,141,Site Cleanup Completed (NFA),RP-Lead,1994-12-27,,
413,142,Site Cleanup Completed (NFA),RP-Lead,1992-05-01,,
414,142,LUST Cleanup Initiated,RP-Lead,1992-05-01,,
415,142,Confirmed Release,RP-Lead,1991-10-21,,
416,143,Confirmed Release,RP-Lead,1989-08-09,,
417,143,Disconfirmed Release,RP-Lead,1992-10-22,,
418,144,Monitored Natural Attenuation,RP-Lead,1996-06-06,,
419,144,Confirmed Release,RP-Lead,1988-08-17,,
420,144,LUST Cleanup Initiated,RP-Lead,1988-08-22,REC FREE PRODUCT REPT,
422,145,Confirmed Release,RP-Lead,1992-01-01,11/18/91 REPT RELEASE,
423,145,LUST Cleanup Initiated,RP-Lead,1993-09-23,11-29-91,
424,145,Site Cleanup Completed (NFA),RP-Lead,2001-06-07,,
425,146,LUST Cleanup Initiated,RP-Lead,1986-05-20,,
426,146,Confirmed Release,RP-Lead,1986-05-20,,
427,146,Site Cleanup Completed (NFA),RP-Lead,1992-06-10,,
428,147,Site Cleanup Completed (NFA),RP-Lead,1993-07-16,,
429,147,LUST Cleanup Initiated,RP-Lead,1993-07-16,,
430,147,Confirmed Release,RP-Lead,1993-07-16,VIA CLOSURE REPT,
432,148,Confirmed Release,RP-Lead,1991-03-16,,
433,148,LUST Cleanup Initiated,RP-Lead,1991-06-24,,
434,148,Case Transferred to HEER (unregulated),RP-Lead,1994-11-17,heating oil,
436,149,Confirmed Release,RP-Lead,1990-05-21,,
438,150,Confirmed Release,RP-Lead,1992-02-03,,
439,150,LUST Cleanup Initiated,RP-Lead,1992-02-21,12/29/94  report,
440,150,Site Cleanup Completed (NFA),RP-Lead,1998-11-04,11/4/98 NFA letter U11016DH letter,
441,151,Confirmed Release,RP-Lead,1993-12-15,,
442,151,LUST Cleanup Initiated,RP-Lead,1995-10-27,,
443,151,Site Cleanup Completed (NFA),RP-Lead,2001-10-22,,
445,152,Confirmed Release,RP-Lead,1993-01-20,,
447,153,Confirmed Release,RP-Lead,1989-11-16,,
448,153,LUST Cleanup Initiated,RP-Lead,1989-11-17,PER 2/15/90 ENV SITE ASSMT-FOPCO,
449,153,Site Cleanup Completed (NFA),RP-Lead,1999-09-07,"NFA Issued, UO9074RSM",
450,154,Confirmed Release,RP-Lead,1990-04-20,Via Phone by Neal Nakai of Harry Nakai Inc.,
451,154,LUST Cleanup Initiated,RP-Lead,1996-05-09,1/31/90 Harry Nakai Inc. closure report-RSM,
452,154,Site Cleanup Completed (NFA),State-Lead with State Money,2000-04-19,"NFA ISSUED, U04025RSM",
453,155,Confirmed Release,RP-Lead,1995-05-23,CALL TO ROGER BREWER,
454,155,Site Cleanup Completed (NFA),RP-Lead,1998-03-23,3/23/98 letter U03148EJS,
455,155,LUST Cleanup Initiated,RP-Lead,1998-03-23,8/30/95 Environmental Sciences-Pacific report,
456,156,Confirmed Release,RP-Lead,1989-12-04,PER USPS HON. DIVISION UST PROJE,
457,156,LUST Cleanup Initiated,RP-Lead,1990-07-25,APPROX DATE FOR REMOVAL-SOIL EXC,
458,156,Site Cleanup Completed (NFA),RP-Lead,2000-05-17,U05025JU DOH ltr,
459,157,Confirmed Release,RP-Lead,1989-10-17,,
460,157,Site Cleanup Completed (NFA),RP-Lead,1998-11-27,11/27/98 U11135EJS,
461,157,LUST Cleanup Initiated,RP-Lead,1998-11-27,11/27/98 U11135EJS,
462,158,LUST Cleanup Initiated,RP-Lead,1993-03-01,SOIL STOCKPILED DURING REMOVAL,
463,158,Confirmed Release,RP-Lead,1993-03-12,DATE LAB RESULTS CONFIRMED RELEA,
464,158,Disconfirmed Release,RP-Lead,1998-04-14,4/14/98 u03111jar letter,
465,159,Confirmed Release,RP-Lead,1992-10-08,,
466,159,LUST Cleanup Initiated,RP-Lead,1993-02-17,,
467,159,Site Cleanup Completed (NFA),RP-Lead,1993-02-24,,
468,160,Confirmed Release,RP-Lead,1994-09-02,VIA CRN DATED 8/30/94,
469,160,LUST Cleanup Initiated,RP-Lead,1994-11-02,,
470,160,Site Cleanup Completed (NFA),RP-Lead,1994-11-02,,
471,161,Confirmed Release,RP-Lead,1992-10-06,VIA CRN,
472,161,Site Cleanup Completed (NFA),RP-Lead,2003-02-12,"NFA'd based on site assessment conducted in December 2002, Issued NFA on 2/11/12003, UO2014JAR",
473,161,LUST Cleanup Initiated,RP-Lead,2003-02-12,Site assessment in December 2002,
474,162,Confirmed Release,RP-Lead,1992-09-28,VIA CRN,
475,162,Site Cleanup Completed (NFA),RP-Lead,1996-05-20,5/20/96 U0524RB letter,
476,162,LUST Cleanup Initiated,RP-Lead,1996-05-20,4/17/96 Dawson Environmental report,
477,163,LUST Cleanup Initiated,RP-Lead,1992-08-14,SOIL MGMT BEGAN DURING REMOVAL-R,
478,163,Confirmed Release,RP-Lead,1992-08-14,PER REMOVAL REPT PG 7,
479,163,Site Cleanup Completed (NFA),RP-Lead,1993-11-05,,
480,164,Confirmed Release,RP-Lead,1994-02-18,,
481,164,LUST Cleanup Initiated,RP-Lead,1994-02-18,,
482,164,Site Cleanup Completed (NFA),RP-Lead,1998-05-18,5/18/98 U0518JAR letter,
483,165,Confirmed Release,RP-Lead,1988-05-18,,
484,165,LUST Cleanup Initiated,RP-Lead,1995-03-23,DATE FOR SITE ASSMT NO CONTAMINT,
485,165,Site Cleanup Completed (NFA),RP-Lead,1995-10-11,,
486,166,Confirmed Release,RP-Lead,1994-03-08,,
487,166,Site Cleanup Completed (NFA),RP-Lead,1994-03-10,,
488,166,LUST Cleanup Initiated,RP-Lead,1994-03-10,,
489,167,LUST Cleanup Initiated,RP-Lead,1990-11-21,"FREE PROD REMOVAL & SOIL BERMED, UST Closure Report, 12/3/93, prepared by BES. Phase II Site Characterization,  8 / 22 / 99, 11/ 15 / 99,  prepared by WMF Hawaii.",
490,167,Confirmed Release,RP-Lead,1990-11-21,,
492,168,Confirmed Release,RP-Lead,1991-12-11,,
494,169,Confirmed Release,RP-Lead,1994-01-26,PHONE CALL ON 2/8/94 RE:LAB RESU,
495,169,LUST Cleanup Initiated,RP-Lead,1994-01-26,SOIL MGMT DURING TANK REMVL,
496,169,Site Cleanup Completed (NFA),RP-Lead,1995-01-30,,
498,170,Confirmed Release,RP-Lead,1993-09-28,,
499,170,LUST Cleanup Initiated,RP-Lead,1993-10-22,,
501,171,Confirmed Release,RP-Lead,1994-01-25,,
502,171,LUST Cleanup Initiated,RP-Lead,1994-05-16,"5/16/97 Inter Island Environmental Services, Inc. Report",
503,171,Site Cleanup Completed (NFA),RP-Lead,1999-06-09,"Inter Island Environmental Services, Inc letter dated 6/3/99    U06014JU DOH ltr",
504,172,Confirmed Release,RP-Lead,1990-11-30,,
505,172,Site Cleanup Completed (NFA),RP-Lead,2000-04-17,"NFA ISSUED, U04017RSM",
506,172,LUST Cleanup Initiated,RP-Lead,2000-04-17,11/30/90-WCC Closure Report,
507,173,Confirmed Release,RP-Lead,1991-07-12,,
508,173,LUST Cleanup Initiated,RP-Lead,1993-11-04,,
509,173,Site Cleanup Completed (NFA),RP-Lead,1998-09-11,9/11/98 U08138DH letter,
510,174,LUST Cleanup Initiated,RP-Lead,1994-03-08,,
511,174,Confirmed Release,RP-Lead,1994-03-08,DURING REMOVAL,
512,174,Site Cleanup Completed (NFA),RP-Lead,1996-01-22,,
513,175,Confirmed Release,RP-Lead,1994-01-06,TRANSFERRED FROM HEER OFFICE,
514,175,LUST Cleanup Initiated,RP-Lead,1994-05-04,,
515,175,Site Cleanup Completed (NFA),RP-Lead,1994-11-30,,
516,176,Confirmed Release,RP-Lead,1992-05-22,,
517,176,LUST Cleanup Initiated,RP-Lead,1992-08-07,,
518,176,Site Cleanup Completed (NFA),RP-Lead,1994-08-09,,
519,177,Confirmed Release,RP-Lead,1989-12-01,RELEASE NOT CONFIRMED YET-SEE CO,
520,177,LUST Cleanup Initiated,RP-Lead,1996-06-06,,
521,177,Site Cleanup Completed (NFA),RP-Lead,1998-12-09,12/9/98 U12028LKI letter,
522,178,Confirmed Release,RP-Lead,1994-11-07,VIA CRN,
523,178,LUST Cleanup Initiated,RP-Lead,1995-01-03,11/3/93 HIES Closure Report,
524,179,LUST Cleanup Initiated,RP-Lead,1994-05-26,PER:FILE NOTES 5/26/94 SOIL MGMT,
525,179,Confirmed Release,RP-Lead,1994-05-26,,
526,179,Site Cleanup Completed (NFA),RP-Lead,1998-09-01,11/20/98 U11009JAR letter - NFA issued,
527,180,LUST Cleanup Initiated,RP-Lead,1994-10-24,,
528,180,Confirmed Release,RP-Lead,1994-10-24,Date of UST Pull,
529,180,Site Cleanup Completed (NFA),RP-Lead,1995-01-01,9/25/98 UO9119JAR letter,
531,181,Confirmed Release,RP-Lead,1995-10-05,CALL TO ROGER-NOTED DURING REMOV,
533,182,Monitored Natural Attenuation,RP-Lead,1993-02-10,,
534,182,Confirmed Release,RP-Lead,1993-02-03,,
535,182,LUST Cleanup Initiated,RP-Lead,1994-12-15,5/18/95 Masa Fujioka & Associates Report - ,
536,182,Site Cleanup Completed (NFA),,2005-05-25,U05053RT  NFA,
537,183,Confirmed Release,RP-Lead,1993-07-27,VIA CRN DATED 06/07/93,
538,183,LUST Cleanup Initiated,RP-Lead,1993-08-12,,
539,183,Site Cleanup Completed (NFA),RP-Lead,1993-08-23,,
540,184,Confirmed Release,RP-Lead,1989-11-29,,
541,184,LUST Cleanup Initiated,RP-Lead,1992-10-08,,
542,184,Site Cleanup Completed (NFA),RP-Lead,2000-06-01,"NFA LETTER ISSUED, U05049RSM",
543,185,LUST Cleanup Initiated,RP-Lead,1994-04-20,,
544,185,Confirmed Release,RP-Lead,1994-04-20,,
545,185,Site Cleanup Completed (NFA),RP-Lead,1994-10-18,,
546,186,Confirmed Release,RP-Lead,1995-11-08,,
547,186,LUST Cleanup Initiated,RP-Lead,1996-01-31,3/11/96 Masa Fujioka & Associates Report - ,
548,186,Site Cleanup Completed (NFA),RP-Lead,1997-12-22,12/22/97 U1276SO letter,
549,187,Confirmed Release,RP-Lead,1990-05-03,DURING RMVL/REPLACEMENT-PER SAMP,
550,187,LUST Cleanup Initiated,RP-Lead,1990-05-16,FIRST EXCAVATION DATE-PER SAMPLI,
551,187,Site Cleanup Completed (NFA),RP-Lead,1998-10-30,10/30/98 U10112EJS,
552,188,Confirmed Release,RP-Lead,1989-06-14,,
553,188,LUST Cleanup Initiated,RP-Lead,1989-11-03,"PER 9/26/91 MFA REPORT PGS-1,4",
554,188,Site Cleanup Completed (NFA),RP-Lead,1993-08-11,NFA BY DOH,
555,189,Confirmed Release,RP-Lead,1993-11-01,,
556,189,LUST Cleanup Initiated,RP-Lead,1998-08-03,6/1/97 Ogden EECI Closure Report-RSM,
557,189,Site Cleanup Completed (NFA),State-Lead with State Money,1999-09-27,"NFA ISSUED, UO9063RSM",
558,190,Confirmed Release,RP-Lead,1989-10-20,,
559,190,LUST Cleanup Initiated,RP-Lead,1990-05-20,,
560,190,Site Cleanup Completed (NFA),RP-Lead,1995-10-24,,
561,191,LUST Cleanup Initiated,RP-Lead,1995-07-01,PER REMOVAL REPORT,
562,191,Confirmed Release,RP-Lead,1995-07-01,CALL TO ERIC,
563,191,Site Cleanup Completed (NFA),RP-Lead,1995-10-24,,
564,192,Confirmed Release,RP-Lead,1990-03-14,,
565,192,LUST Cleanup Initiated,RP-Lead,2001-08-22,"Closure &Site remediation of USTs No's 1-3, July 1997, Comprehensive Long Term Env Action for NS-77, UST no 1-3, report dated  8/00., & rcvd6/01.",
566,192,Site Cleanup Completed (NFA),,2005-05-27,letter U05068CP,
568,193,Confirmed Release,RP-Lead,1994-03-31,VIA NOTIFICATION FORM,
570,194,Confirmed Release,RP-Lead,1994-10-19,PER TELEPHONE CALL,
571,194,LUST Cleanup Initiated,RP-Lead,1995-06-02,,
572,194,Site Cleanup Completed (NFA),RP-Lead,1995-06-02,DOH NFA LETTER,
573,195,LUST Cleanup Initiated,RP-Lead,1993-09-22,SOIL STOCKPILED DURING REMOVAL,
574,195,Confirmed Release,RP-Lead,1993-09-22,,
575,195,Site Cleanup Completed (NFA),RP-Lead,1997-07-23,U0770JS,
576,196,LUST Cleanup Initiated,RP-Lead,1992-11-20,,
577,196,Confirmed Release,RP-Lead,1992-11-20,,
578,196,Site Cleanup Completed (NFA),RP-Lead,2001-07-03,,
579,197,LUST Cleanup Initiated,RP-Lead,1992-10-02,SOIL MGMT,
580,197,Confirmed Release,RP-Lead,1992-10-02,PER CLOSURE REPORT,
581,197,Site Cleanup Completed (NFA),RP-Lead,1996-09-10,Letter U0918RB,
582,198,Confirmed Release,RP-Lead,1996-01-12,CALL TO JOSE RUIZ-NOTED DURING R,
583,198,Site Cleanup Completed (NFA),RP-Lead,1999-01-05,1/5/99 U01018JU letter,
584,198,LUST Cleanup Initiated,RP-Lead,1999-01-05,1/12/96 Environmental Sciences-Pacific report,
587,199,Confirmed Release,RP-Lead,1991-11-26,REPT 11/25/91,
588,200,Confirmed Release,RP-Lead,1990-05-03,REMOVAL REPT PG.6 (NO INFO RE:DI,
589,200,Site Cleanup Completed (NFA),RP-Lead,2000-03-28,"NFA ISSUED, U03034RSM",
590,200,LUST Cleanup Initiated,RP-Lead,2000-03-28,,
591,201,LUST Cleanup Initiated,RP-Lead,1995-05-13,SOIL MGMT BEGAN DURING REMOVAL,
592,201,Confirmed Release,RP-Lead,1995-05-13,DATE OF REMOVAL,
593,201,Site Cleanup Completed (NFA),RP-Lead,1995-10-25,,
594,202,Confirmed Release,RP-Lead,1995-02-15,VIA CALL,
595,202,LUST Cleanup Initiated,RP-Lead,1995-03-01,Closure Report,
596,202,Site Cleanup Completed (NFA),RP-Lead,1996-11-04,Letter U1070JAR,
597,203,Confirmed Release,RP-Lead,1993-11-12,,
598,203,LUST Cleanup Initiated,RP-Lead,1995-01-09,SOIL MGMT BEGAN DURING REMOVAL,
599,203,Site Cleanup Completed (NFA),RP-Lead,1995-03-31,NFA LTR,
600,204,Confirmed Release,RP-Lead,1994-02-03,,
601,204,LUST Cleanup Initiated,RP-Lead,1994-05-13,APRIL 94 REPORT,
602,204,Site Cleanup Completed (NFA),RP-Lead,2006-07-27,NFA U07040RT,
603,205,Confirmed Release,RP-Lead,1991-04-15,PER REMOVAL REPORT,
604,205,LUST Cleanup Initiated,RP-Lead,1991-10-01,REMOVAL REPORT PG 4,
605,206,Confirmed Release,RP-Lead,1988-09-08,,
606,206,LUST Cleanup Initiated,RP-Lead,1988-12-13,,
607,206,Site Cleanup Completed (NFA),RP-Lead,1999-11-04,"NFA ISSUED, U11012RSM",
608,207,Confirmed Release,RP-Lead,1992-01-01,REPT 11/25/91,
610,208,Confirmed Release,RP-Lead,1989-11-13,11/13/89 letter from Shidler Group (master lessee),
611,208,Site Cleanup Completed (NFA),RP-Lead,1990-01-29,9/28/98 UO9120JAR letter,
612,208,LUST Cleanup Initiated,RP-Lead,1990-01-29,1/29/90 UEC report report,
616,210,LUST Cleanup Initiated,RP-Lead,1989-10-11,,
617,210,Confirmed Release,RP-Lead,1989-10-11,,
618,210,Site Cleanup Completed (NFA),RP-Lead,1993-12-16,,
619,211,LUST Cleanup Initiated,RP-Lead,1992-03-06,,
620,211,Confirmed Release,RP-Lead,1992-04-14,,
621,211,Site Cleanup Completed (NFA),RP-Lead,1996-02-26,2/26/96 U0242ES,
622,212,Confirmed Release,RP-Lead,1992-07-01,PER MFA REPT OF 1/5/93 PG1,
623,212,LUST Cleanup Initiated,RP-Lead,1993-01-01,1/1/93 Masa Fujioka & Associates Report - Letter sent on 9/29/97 asking them to resample,
624,212,Site Cleanup Completed (NFA),RP-Lead,2001-04-17,U04027JU ltr,
625,213,Confirmed Release,RP-Lead,1994-06-29,VIA NOTIFICATION FORM,
626,213,LUST Cleanup Initiated,RP-Lead,1995-11-27,,
627,213,Site Cleanup Completed (NFA),RP-Lead,2001-12-26,,
628,214,Confirmed Release,RP-Lead,1989-04-17,"FAILED TANK TEST,COULD'NT HOLD P",
629,214,LUST Cleanup Initiated,RP-Lead,1989-07-05,SOIL STOCKPILED WHEN TANK REMOVE,
630,214,Site Cleanup Completed (NFA),RP-Lead,2001-01-17,,
631,215,LUST Cleanup Initiated,RP-Lead,1990-01-16,,
632,215,Confirmed Release,RP-Lead,1990-01-16,,
633,215,Site Cleanup Completed (NFA),RP-Lead,1994-10-31,,
634,216,Confirmed Release,RP-Lead,1992-12-23,VIA CRN,
635,216,Site Cleanup Completed (NFA),RP-Lead,1994-03-03,,
636,216,LUST Cleanup Initiated,RP-Lead,1994-03-03,,
637,217,Confirmed Release,RP-Lead,1995-02-27,TO KIM SAVAGE,
638,217,LUST Cleanup Initiated,RP-Lead,1995-05-05,"Walker Consultants, Ltd. UST Closure Rept., May 1995",
639,217,Site Cleanup Completed (NFA),RP-Lead,1997-07-02,"NFA letter U0708JS, 07/02/97",
640,218,Confirmed Release,RP-Lead,1989-11-02,,
641,218,LUST Cleanup Initiated,RP-Lead,1992-03-18,F,
642,218,Site Cleanup Completed (NFA),RP-Lead,1994-06-17,,
643,218,Site Cleanup Completed (NFA),RP-Lead,1994-06-22,,
644,219,Confirmed Release,RP-Lead,1992-02-13,,
645,219,LUST Cleanup Initiated,RP-Lead,1993-10-26,,
646,219,Site Cleanup Completed (NFA),RP-Lead,1994-11-21,,
647,220,Confirmed Release,RP-Lead,1994-04-07,CRN form received 4/20/94,
648,220,LUST Cleanup Initiated,RP-Lead,1996-08-14,closure report received 8/14/96,
649,220,Site Cleanup Completed (NFA),RP-Lead,2006-05-03,NFA letter U04022RT,
650,221,Confirmed Release,RP-Lead,1991-10-23,,
651,221,LUST Cleanup Initiated,RP-Lead,1993-09-27,11-27-91,
652,221,Site Cleanup Completed (NFA),RP-Lead,2001-10-23,NFA'd 10/19/01  U10048JAR,
653,222,Confirmed Release,RP-Lead,1990-07-09,DATE OF PHONE CALL; ACTUAL RELEASE DATE UNKNOWN,
654,222,LUST Cleanup Initiated,RP-Lead,1996-10-18,CONT. SOIL REMOVED,
655,222,Site Cleanup Completed (NFA),State-Lead with State Money,1999-08-27,"NFA issued, UO8120RSM",
656,223,Confirmed Release,RP-Lead,1992-01-29,,
657,223,LUST Cleanup Initiated,RP-Lead,2002-02-25,,
658,223,Site Cleanup Completed (NFA),RP-Lead,2002-04-12,,
659,224,LUST Cleanup Initiated,RP-Lead,1994-04-23,,
660,224,Confirmed Release,RP-Lead,1994-04-23,,
661,224,Site Cleanup Completed (NFA),RP-Lead,1999-02-01,"3/18/99 NFA letter,  UO3057JAR letter",
662,225,LUST Cleanup Initiated,RP-Lead,1990-05-16,,
663,225,Confirmed Release,RP-Lead,1990-05-16,,
664,225,Site Cleanup Completed (NFA),RP-Lead,1998-02-12,3/9/98 UO357JAR letter,
665,226,LUST Cleanup Initiated,RP-Lead,1993-07-24,"EXCAVATED SOILS DURING REMOVAL                                                                                                             Long Term Release Response Activities, January 24, 1994, Unitek , 
 Quarterly Cleanup Progress  Report, 11/18/94,  Unitek",
666,226,Confirmed Release,RP-Lead,1993-07-24,RELEASE NOTED DURING REMOVAL (DU,
667,227,Confirmed Release,RP-Lead,1995-06-14,CALL TO ERIC S. (DURING REMOVAL-,
668,227,LUST Cleanup Initiated,RP-Lead,1995-10-04,,
669,227,Site Cleanup Completed (NFA),RP-Lead,1996-05-21,,
670,228,Confirmed Release,RP-Lead,1988-03-11,,
671,228,LUST Cleanup Initiated,RP-Lead,1988-07-01,FREE PRODUCT RECOVERY INITIATED-3/20/97 KBEI report - Plume has been delineated. Their next course of action will be watching the plume for natural attenuation,
672,229,Confirmed Release,RP-Lead,1993-08-06,NOTED DURING REMOVAL,
673,229,LUST Cleanup Initiated,RP-Lead,1993-10-20,SOIL EXCAVATED DURING RELEASE RE,
674,229,Site Cleanup Completed (NFA),RP-Lead,1997-06-05,U0550JAR 6/5/97,
675,230,LUST Cleanup Initiated,RP-Lead,1995-09-30,SOIL MGMT BEGAN DURING REMOVAL C,
676,230,Confirmed Release,RP-Lead,1995-09-30,CALL TO ROXANNE-RELEASE NOTED DU,
677,230,Site Cleanup Completed (NFA),RP-Lead,1996-04-03,Letter U0403ES,
678,231,LUST Cleanup Initiated,RP-Lead,1991-03-22,SOIL STOCKPILED DURING REMOVAL P,
679,231,Confirmed Release,RP-Lead,1991-03-22,CONTAMINATION NOTED DURING REMOV,
680,231,Site Cleanup Completed (NFA),RP-Lead,1998-11-18,7/10/92 UNITEK rpt report - NFA sent 11/18/98 -rt,
682,232,Confirmed Release,RP-Lead,1992-01-01,REPT 11/25/91,
684,233,Confirmed Release,RP-Lead,1990-06-12,,
685,233,LUST Cleanup Initiated,RP-Lead,1991-06-27,SEE 4/6/92 REPT,
