Compliance Count ID,Compliance ID,StateSectionNumber,OriginalPenalty,FinalPenalty,SOCType,ComplianceDetailCommentsText,ViolationWithdrawn,ViolationResolved
5245,4531,,,0.0,,,False,False
5246,4532,,,0.0,,,False,False
5247,4533,,,0.0,,,False,False
5248,4534,,,0.0,,,False,False
5249,4535,,,0.0,,,False,False
5250,4536,{2000}  25(d),150.0,150.0,,2/5/2008 - rec Appendix III,False,True
5251,4536,{2000}  34,50.0,50.0,,,False,True
5252,4536,{2000}  94(a)(1)-(2),150.0,150.0,,2/27/2008 rec certiifcate of insurance - rk,False,True
5253,4536,{2000}  94(b)(1)-(2),150.0,150.0,,2/27/2008 rec certiifcate of insurance - rk,False,True
5254,4537,,,0.0,,,False,False
5255,4538,,,0.0,,,False,False
5256,4539,,,0.0,,,False,False
5257,4540,,,0.0,,,False,False
5258,4541,{2000}  51(e)(1),600.0,600.0,Not Detect,,False,True
5259,4541,{2000}  51(e)(2)(A)(ii),300.0,300.0,Not Detect,,False,True
5260,4542,,,0.0,,,False,False
5261,4543,,,0.0,,,False,False
5262,4544,,,0.0,,,False,False
5263,4545,{2000}  51(e)(1),600.0,600.0,Not Detect,,False,True
5264,4545,{2000}  51(e)(2)(A)(ii),600.0,600.0,Not Detect,,False,True
5265,4545,{2000}  54(b)(4),100.0,100.0,,FOR TANKS,False,True
5266,4545,{2000}  54(b)(4),100.0,100.0,,FOR PIPING,False,True
5267,4546,,,0.0,,,False,False
5268,4547,,,0.0,,,False,False
5269,4548,,,0.0,,,False,False
5270,4549,,,0.0,,,False,False
5271,4550,,,0.0,,,False,False
5272,4551,,,0.0,,,False,False
5273,4552,{2000}  111,150.0,150.0,,3/10/2008 - citation issued from the desk/RI    4/11/2008 - followed up status of FC/RI,False,True
5274,4416,,,0.0,,,False,False
5275,4553,,,0.0,,,False,False
5276,4554,,,0.0,,,False,False
5277,4555,,,0.0,,,False,False
5278,4556,,,0.0,,,False,False
5279,4557,,,0.0,,,False,False
5280,4558,,,0.0,,,False,False
5281,4559,,,0.0,,,False,False
5282,4560,{2000}  52(7),600.0,600.0,Not Detect,,False,True
5283,4561,,,0.0,,,False,False
5284,4562,,,0.0,,,False,False
5285,4563,{2000}  51(a),300.0,300.0,Not Detect,Failure to perform annual maintenance of leak detection equip. 7/21/06 (should be 7/21/07) to present.,False,True
5286,4564,,,0.0,,,False,False
5287,4565,,,0.0,,,False,False
5288,4566,,,0.0,,,False,False
5289,4567,,,0.0,,,False,False
5290,4568,,,0.0,,,False,False
5291,4569,,,0.0,,,False,False
5292,4570,,,0.0,,,False,False
5293,4571,,,0.0,,,False,False
5294,4572,,,0.0,,,False,False
5295,4573,,,0.0,,,False,False
5296,4574,{2000}  51(a),300.0,300.0,Not Detect,,False,True
5297,4574,{2000}  53(1),150.0,150.0,Not Detect,,False,True
5298,4575,{2000}  51(a),300.0,300.0,Not Detect,tank - maintenance conducted over 12 months,False,True
5299,4575,{2000}  51(a),300.0,300.0,Not Detect,piping - maintenance conducted over 12 months,False,True
5300,4575,{2000}  53,150.0,150.0,Not Detect,failure to conduct equipment test every 12 months,False,True
5301,4576,,,0.0,,,False,False
5302,4577,,,0.0,,,False,False
5303,4226,,,0.0,,,False,False
5304,4578,,,0.0,,,False,False
5305,4579,,,0.0,,,False,False
5306,4580,,,0.0,,,False,False
5307,4581,,,0.0,,,False,False
5308,4582,{2000}  94(a)(1)-(2),150.0,150.0,,issued from desk 2/29/08,False,True
5309,4583,,,0.0,,,False,False
5310,4584,,,0.0,,,False,False
5311,4585,{2000}  51(e)(1),600.0,0.0,Not Detect,,True,False
5312,4588,,,0.0,,,False,False
5313,4589,{2000}  51(e)(1),300.0,300.0,Not Detect,,False,True
5314,4589,{2000}  53(1),150.0,150.0,Not Detect,11/28/2008 - paid whole penalty amount/RI,False,True
5315,4590,,,0.0,,,False,False
5316,4591,{2000}  111,150.0,150.0,,Failure to have cert of FR & policy on site  rcv'd 4/10/08 ssb,False,True
5317,4591,{2000}  51(a),600.0,600.0,Not Detect,Failure to perform annual maintenance on tanks every 12 months,False,True
5318,4591,{2000}  51(e)(1),600.0,600.0,Not Detect,Failure to perform leak detection of tanks every 30 days,False,True
5319,4582,{2000}  94(b)(1)-(2),150.0,150.0,,issued from desk 2/29/08,False,True
5320,4592,{2000}  21(1),150.0,150.0,,,False,True
5321,4593,,,0.0,,,False,False
5322,4594,,,0.0,,,False,False
5323,4595,,,0.0,,,False,False
5324,4597,,,0.0,,,False,False
5325,4598,,,0.0,,,False,False
5326,4599,{2000}  53(1),150.0,150.0,Not Detect,Annual Maintenance Report of 9-27-07 shows that a VMI LD2000 was tested on the 87 tank.  ALLD in sump at time of inspection was RJ FX1V.  This ALLD does not appear on the annual maintenance report.,False,True
5327,4600,,,0.0,,,False,False
5328,4601,,,0.0,,,False,False
5329,4602,,,0.0,,,False,False
5330,4604,,,0.0,,,False,False
5331,4605,,,0.0,,,False,False
5332,4606,,,0.0,,,False,False
5333,4552,{2000}  94(a)(1)-(2),150.0,150.0,,3/10/2008 - citation issued from the desk/RI    4/11/2008 - followed up status of FC/RI,False,True
5334,4552,{2000}  94(b)(1)-(2),150.0,150.0,,3/10/2008 - citation issued from the desk/RI    4/11/2008 - followed up status of FC/RI,False,True
5335,4607,,,0.0,,,False,False
5336,4608,,,0.0,,,False,False
5337,4609,,,0.0,,,False,False
5338,4610,,,0.0,,,False,False
5339,4611,,,0.0,,,False,False
5340,4394,,,0.0,,,False,False
5341,4228,,,0.0,,,False,False
5342,4612,,,0.0,,,False,False
5343,4560,{2000}  51(e)(1),600.0,600.0,Not Detect,,False,True
5344,4560,{2000}  52(7),600.0,600.0,Not Detect,,False,True
5345,4560,{2000}  54(b)(4),100.0,100.0,,,False,True
5346,4614,,,0.0,,,False,False
5347,4615,,,0.0,,,False,False
5348,4466,{2000}  54(b)(4),100.0,100.0,,,False,True
5349,4466,{2000}  51(e)(2)(A)(i),600.0,600.0,,,False,True
5350,4466,{2000}  54(b)(4),100.0,100.0,,,False,True
5351,4616,,,0.0,,,False,False
5352,4617,{2000}  51(e)(1),300.0,300.0,Not Detect,,False,True
5353,4618,{2000}  21(1),150.0,150.0,,FC 2452 is withdrawn on 3/17/2008 and issued new FC 2794 dated 3/19/2008. This violation stands from the previous field citation/RI,False,True
5354,4618,{2000}  94(a)(1)-(2),150.0,0.0,,FC 2452 is withdrawn on 3/17/2008 and issued new FC 2794 dated 3/19/2008/RI,True,False
5355,4618,{2000}  94(b)(1)-(2),150.0,0.0,,FC 2452 is withdrawn on 3/17/2008 and issued new FC 2794 dated 3/19/2008./RI,True,False
5356,4619,{2000}  52(7),600.0,600.0,Not Detect,,False,True
5357,4619,{2000}  53(1),300.0,300.0,Not Detect,,False,True
5358,4619,{2000}  52(7),600.0,600.0,Not Detect,,False,True
5359,4620,{2000}  51(e)(1),300.0,300.0,Not Detect,no LD monitoring of Used Oil tank for past 12 months,False,True
5360,4621,,,0.0,,,False,False
5361,4618,{2000}  111,150.0,150.0,,issued FC 2794 dated 3/19/2008 - RI,False,True
5362,4624,,,0.0,,,False,False
5363,4625,,,0.0,,,False,False
5364,4407,,,0.0,,,False,False
5365,4430,,,0.0,,,False,False
5366,4390,,,0.0,,,False,False
5367,4603,{2000}  52(7),600.0,600.0,Not Detect,issued from the desk,False,True
5368,4406,,,0.0,,,False,False
5371,4434,,,0.0,,,False,False
5372,4432,,,0.0,,,False,False
5373,4596,,,0.0,,,False,False
5374,4429,,,0.0,,,False,False
5375,4391,,,0.0,,,False,False
5376,4397,,,0.0,,,False,False
5377,4396,,,0.0,,,False,False
5378,4395,,,0.0,,,False,False
5379,4613,,,0.0,,,False,False
5380,4623,,,0.0,,,False,False
5381,4431,,,0.0,,,False,False
5382,4622,,,0.0,,,False,False
5383,4626,,,0.0,,,False,False
5384,4627,,,0.0,,,False,False
5385,4628,{2000}  111,150.0,150.0,,Failure to maintain records of financial assurance at UST site.,False,True
5386,4628,{2000}  51(a),300.0,300.0,Not Detect,Failure to perform annual maintanence of release detection equipment.,False,True
5387,4628,{2000}  51(e)(1),300.0,300.0,Not Detect,Failure to monitor release detection of tank at least every 30 days.,False,True
5388,4628,{2000}  51(e)(2)(A)(ii),300.0,300.0,Not Detect,Failure to monitor release detection of line (pipe) at least every 30 days.,False,True
5389,4629,,,0.0,,,False,False
5390,4630,,,0.0,,,False,False
5391,4631,,,0.0,,,False,False
5392,4632,,,0.0,,,False,False
5393,4633,,,0.0,,,False,False
5394,4634,,,0.0,,,False,False
5395,4635,,,0.0,,,False,False
5396,4636,,,0.0,,,False,False
5397,4637,,,0.0,,,False,False
5398,4638,,,0.0,,,False,False
5399,4639,,,0.0,,,False,False
5400,4640,,,0.0,,,False,False
5401,4641,,,0.0,,,False,False
5402,4642,,,0.0,,,False,False
5403,4643,,,0.0,,,False,False
5404,4644,{2000}  51(e)(2)(A)(ii),900.0,900.0,Not Detect,"4/24/2008 - rec LTT reports, violation corrected but still waiting for the payment/RI",False,True
5405,4645,,,0.0,,,False,False
5406,4646,{2000}  51(a),900.0,900.0,Not Detect,no annual maintenance,False,True
5407,4646,{2000}  53(1),450.0,450.0,Not Detect,no functionality test,False,True
5408,4646,{2000}  51(e)(1),900.0,900.0,Not Detect,,False,True
5409,4647,,,0.0,,,False,False
5410,4648,{2000}  51(a),600.0,600.0,Not Detect,inadequate maintenance (tank),False,True
5411,4648,{2000}  51(a),600.0,600.0,Not Detect,inadequate maintenance (piping),False,True
5412,4648,{2000}  53(1),300.0,300.0,Not Detect,,False,True
5413,4649,{2000}  51(e)(1),900.0,900.0,Not Detect,5/1/2008 - Field Citation # 2800 and 2871 issued from the desk/RI,False,True
5414,4649,{2000}  51(a),900.0,0.0,Not Detect,no annual maint on ATG    4/22/2008 - rec reports/RI,True,False
5415,4649,{2000}  53(1),450.0,0.0,Not Detect,4/22/2008 - rec report/RI,True,False
5416,4649,{2000}  111,150.0,150.0,,5/1/2008 - Field Citation # 2800 and 2871 issued from the desk/RI,False,True
5417,4649,{2000}  21(1),150.0,150.0,,5/1/2008 - Field Citation # 2800 and 2871 issued from the desk/RI,False,True
5418,4649,{2000}  54(b)(3),150.0,150.0,,5/1/2008 - Field Citation # 2800 and 2871 issued from the desk/RI,False,True
5419,4650,{2000}  51(e)(2)(A)(ii),900.0,900.0,Not Detect,Failure to monitor leak detection of lines at least every 30 days,False,True
5420,4650,{2000}  51(e)(1),900.0,900.0,Not Detect,Failure to monitor leak detection of tanks at least every 30 days.,False,True
5421,4651,{2000}  51(e)(1),300.0,300.0,Not Detect,Failure to monitor tank for leak detection at least every 30 days.,False,True
5422,4651,{2000}  51(e)(2)(A)(ii),300.0,300.0,Not Detect,Failure to monitor line for leak detection at least every 30 days,False,True
5423,4652,,,0.0,,,False,False
5424,4653,{2000}  51(e)(1),900.0,900.0,Not Detect,Failure to monitor tanks (3) for leak detection at least every 30 days.,False,True
5425,4654,,,0.0,,,False,False
5426,4655,,,0.0,,,False,False
5427,4656,{2000}  111,300.0,300.0,,"CITATION MAY BE ISSUED FROM THE DESK PENDING RECEIPT OF CURRENT INS. BY APRIL 25, 2008.",False,True
5428,4657,{2000}  51(e)(1),600.0,600.0,Not Detect,,False,True
5429,4658,,,0.0,,,False,False
5430,4660,,,0.0,,,False,False
5431,4662,,,0.0,,,False,False
5432,4663,,,0.0,,,False,False
5433,4664,,,0.0,,,False,False
5434,4665,,,0.0,,,False,False
5435,4666,,,0.0,,,False,False
5436,4667,,,0.0,,,False,False
5437,4668,,,0.0,,,False,False
5438,4669,,,0.0,,,False,False
5439,4670,,,0.0,,,False,False
5440,4671,,,0.0,,,False,False
5441,4672,,,0.0,,,False,False
5442,4673,,,0.0,,,False,False
5443,4603,{2000}  53(1),300.0,300.0,Not Detect,issued from the desk,False,True
5444,4674,{2000}  51(a),600.0,0.0,Not Detect,Failure to perform annual maintenance of tanks (2),False,False
5445,4674,{2000}  51(a),600.0,0.0,Not Detect,Failure to perform annual maintenance of lines (2),False,False
5446,4674,{2000}  53(1),300.0,0.0,Not Detect,Failure to perform annual functionality test (3 GPH) of line leak detectors.,False,False
5447,4675,{2000}  51(a),1500.0,0.0,Not Detect,Failure to perform annual maintenance on tanks,False,False
5448,4675,{2000}  51(a),1500.0,0.0,Not Detect,Failure to provide annual maintnenace on lines,False,False
5449,4675,{2000}  53(1),750.0,0.0,Not Detect,Failure to perform annual functionality test on LLD's,False,False
5450,4676,,,0.0,,,False,False
5451,4677,,,0.0,,,False,False
5452,4678,,,0.0,,,False,False
5453,4649,{2000}  54(b)(4),150.0,150.0,,5/1/2008 - Field Citation # 2800 and 2871 issued from the desk/RI,False,True
5454,4679,,,0.0,,,False,False
5455,4680,,,0.0,,,False,False
5456,4681,,,0.0,,,False,False
5457,4682,,,0.0,,,False,False
5458,4683,,,0.0,,,False,False
5459,4684,,,0.0,,,False,False
5460,4685,,,0.0,,,False,False
5461,4686,,,0.0,,,False,False
5462,4687,,,0.0,,,False,False
5463,4688,{2000}  51(e)(1),300.0,0.0,Not Detect,"FC 2872 withdrawn, will issue FC 2875",True,False
5464,4689,{2000}  51(a),600.0,600.0,Not Detect,annual maintenance on ATG,False,True
5465,4689,{2000}  51(a),600.0,600.0,Not Detect,annual maintenance on interstitial (piping),False,True
5466,4689,{2000}  53(1),300.0,300.0,Not Detect,annual functionality test,False,True
5467,4690,{2000}  51(a),300.0,300.0,Not Detect,annual maintenance interstitial (tank),False,True
5468,4690,{2000}  53(1),150.0,150.0,Not Detect,annual fucntionality on ALLD,False,True
5469,4691,,,0.0,,,False,False
5470,4692,,,0.0,,,False,False
5471,4693,,,0.0,,,False,False
5472,4694,,,0.0,,,False,False
5473,4695,,,0.0,,,False,False
5474,4696,,,0.0,,,False,False
5475,4697,,,0.0,,,False,False
5476,4698,,,0.0,,,False,False
5477,4699,,,0.0,,,False,False
5478,4700,,,0.0,,,False,False
5479,4702,,,0.0,,,False,False
5480,4703,,,0.0,,,False,False
5481,4704,,,0.0,,,False,False
5482,4705,,,0.0,,,False,False
5483,4706,,,0.0,,,False,False
5484,4707,,,0.0,,,False,False
5485,4708,,,0.0,,,False,False
5486,4709,,,0.0,,,False,False
5487,4710,,,0.0,,,False,False
5488,4711,,,0.0,,,False,False
5489,4712,{2000}  51(e)(1),900.0,900.0,Not Detect,issue from the desk,False,True
5490,4712,{2000}  51(e)(2)(A)(ii),900.0,900.0,Not Detect,issue from the desk,False,True
5491,4712,{2000}  54(a),450.0,450.0,,issue from the desk,False,True
5492,4713,,,0.0,,,False,False
5493,4714,,,0.0,,,False,False
5494,4715,,,0.0,,,False,False
5495,4716,,,0.0,,,False,False
5496,4717,,,0.0,,,False,False
5497,4718,,,0.0,,,False,False
5498,4719,,,0.0,,,False,False
5499,4720,,,0.0,,,False,False
5500,4688,{2000}  54(b)(4),50.0,50.0,,FC 2875 dated 5/29/2008 issued from the desk/RI,False,True
5501,4721,,,0.0,,,False,False
5502,4722,,,0.0,,,False,False
5503,4723,,,0.0,,,False,False
5504,4724,,,0.0,,,False,False
5505,4725,{2000}  111,150.0,150.0,,FR expired,False,True
5506,4726,,,0.0,,,False,False
5507,4727,,,0.0,,,False,False
5508,4728,,,0.0,,,False,False
5509,4729,,,0.0,,,False,False
5510,4730,,,0.0,,,False,False
5511,4731,,,0.0,,,False,False
5512,4732,{2000}  51(e)(1),300.0,300.0,Not Detect,Failure to monitor used oil tank for leak detection at least every 30 days.,False,True
5513,4733,,,0.0,,,False,False
5514,4734,,,0.0,,,False,False
5515,4735,,,0.0,,,False,False
5516,4736,,,0.0,,,False,False
5517,4737,,,0.0,,,False,False
5518,4738,,,0.0,,,False,False
5519,4739,,,0.0,,,False,False
5520,4740,,,0.0,,,False,False
5521,4741,,,0.0,,,False,False
5522,4742,,,0.0,,,False,False
5523,4743,,,0.0,,,False,False
5524,4744,{2000}  51(a),300.0,300.0,Not Detect,Failure to perform annual maintenance of UST every 12 months,False,True
5525,4744,{2000}  51(e)(1),300.0,300.0,Not Detect,,False,True
5526,4744,{2000}  51(e)(2)(A)(ii),600.0,600.0,Not Detect,Failure to monitor lines (2) for leak detection at least every 30 days.,False,True
5527,4745,,,0.0,,,False,False
5528,4746,,,0.0,,,False,False
5529,4747,,,0.0,,,False,False
5530,4748,,,0.0,,,False,False
5531,4749,{2000}  51(a),300.0,300.0,Not Detect,tank,False,True
5532,4749,{2000}  51(a),300.0,300.0,Not Detect,piping,False,True
5533,4750,,,0.0,,,False,False
5534,4751,,,0.0,,,False,False
5535,4752,,,0.0,,,False,False
5536,4753,,,0.0,,,False,False
5537,4754,,,0.0,,,False,False
5538,4755,,,0.0,,,False,False
5539,4756,,,0.0,,,False,False
5540,4757,,,0.0,,,False,False
5541,4758,,,0.0,,,False,False
5542,4759,,,0.0,,,False,False
5543,4760,,,0.0,,,False,False
5544,4761,,,0.0,,,False,False
5545,4762,,,0.0,,,False,False
5546,4763,,,0.0,,,False,False
5547,4764,,,0.0,,,False,False
5548,4765,,,0.0,,,False,False
5549,4766,,,0.0,,,False,False
5550,4767,,,0.0,,,False,False
5551,4768,,,0.0,,,False,False
5552,4769,,,0.0,,,False,False
5553,4770,{2000}  51(e)(1),300.0,300.0,Not Detect,FC# 2830 issued from the desk  9/19/2008 rec citation but not sign - rk           9/26/2008 - Jane McKee signed citation/RI,False,True
5554,4771,,,0.0,,,False,False
5555,4772,,,0.0,,,False,False
5556,4773,,,0.0,,,False,False
5557,4774,,,0.0,,,False,False
5558,4775,,,0.0,,,False,False
5559,4776,,,0.0,,,False,False
5560,4777,{2000}  54(b)(2),150.0,150.0,,"FC # 2825 , hand delivered on 7/16/2008 - by RI",False,True
5561,4778,,,0.0,,,False,False
5562,4779,,,0.0,,,False,False
5563,4780,,,0.0,,,False,False
5564,4781,,,0.0,,,False,False
5565,4782,,,0.0,,,False,False
5566,4783,,,0.0,,,False,False
5567,4784,,,0.0,,,False,False
5568,4587,{2000}  53(1),150.0,150.0,Not Detect,FC issued from the desk; ALLD currently installed on system does not reconcile with the ALLD tested for functionality as reflected on the service report/RI,False,True
5569,4586,{2000}  53(1),300.0,300.0,Not Detect,FC issued from the desk; ALLD currently installed on system does not reconcile with the ALLD tested for functionality as reflected on the service report/RI,False,True
5570,4785,,,0.0,,,False,False
5571,4786,{2000}  51(e)(2)(A)(i),900.0,900.0,,FC# 2829 issued from the desk for 3 USTs  9/19/2008 rec citation but not sign - rk     9/26/2008 - Jane McKee signed citation/RI,False,True
5572,4787,,,0.0,,,False,False
5573,4788,,,0.0,,,False,False
5574,4789,{2000}  94(a)(1)-(2),150.0,150.0,,FC hand delivered to Kevin Muranaka on 7/30/2008 - RI,False,True
5575,4789,{2000}  94(b)(1)-(2),150.0,150.0,,FC hand delivered to Kevin Muranaka on 7/30/2008 - RI,False,True
5576,4789,{2000}  111,150.0,150.0,,FC hand delivered to Kevin Muranaka on 7/30/2008 - RI,False,True
5577,4790,,,0.0,,,False,False
5578,4791,,,0.0,,,False,False
5579,4792,,,0.0,,,False,False
5580,4793,,,0.0,,,False,False
5581,4794,,,0.0,,,False,False
5582,4795,{2000}  111,150.0,150.0,,FC issued from the desk - RI,False,True
5583,4797,,,0.0,,,False,False
5584,4796,{2000}  111,150.0,150.0,,,False,True
5585,4796,{2000}  51(e)(1),600.0,600.0,Not Detect,,False,True
5586,4796,{2000}  51(e)(2)(A)(ii),600.0,600.0,Not Detect,,False,True
5587,4798,,,0.0,,,False,False
5588,4799,,,0.0,,,False,False
5589,4800,,,0.0,,,False,False
5590,4801,,,0.0,,,False,False
5591,4802,,,0.0,,,False,False
5592,4803,,,0.0,,,False,False
5593,4804,,,0.0,,,False,False
5594,4805,,,0.0,,,False,False
5595,4806,,,0.0,,,False,False
5596,4807,,,0.0,,,False,False
5597,4808,,,0.0,,,False,False
5598,4809,,,0.0,,,False,False
5599,4810,,,0.0,,,False,False
5600,4811,,,0.0,,,False,False
5602,4812,,,0.0,,,False,False
5603,4813,,,0.0,,,False,False
5604,4814,,,0.0,,,False,False
5605,4815,,,0.0,,,False,False
5606,4816,{2000}  51(e)(2)(A)(ii),300.0,300.0,Not Detect,from the desk,False,True
5607,4816,{2000}  53(1),150.0,150.0,Not Detect,from the desk,False,True
5608,4816,{2000}  51(a),300.0,300.0,Not Detect,from the desk,False,True
5609,4817,,,0.0,,,False,False
5610,4819,,,0.0,,,False,False
5611,4820,,,0.0,,,False,False
5612,4821,,,0.0,,,False,False
5613,4822,,,0.0,,,False,False
5614,4823,,,0.0,,,False,False
5615,4824,,,0.0,,,False,False
5616,4825,,,0.0,,,False,False
5617,4826,,,0.0,,,False,False
5618,4827,,,0.0,,,False,False
5619,4828,,,0.0,,,False,False
5620,4829,{2000}  54(b)(2),50.0,50.0,,"violations noted, further evaluation to take place at DOH office.  12/11/2008 isued from the desk - rk",False,True
5621,4830,,,0.0,,,False,False
5622,4831,,,0.0,,,False,False
5623,4832,,,0.0,,,False,False
5624,4834,,,0.0,,,False,False
5625,4836,,,0.0,,,False,False
5626,4837,,,0.0,,,False,False
5627,4838,,,0.0,,,False,False
5628,4839,{2000}  51(e)(1),300.0,300.0,Not Detect,"9/2/2008 - per Ruth Lee, no paperwork is availbale; Field Citation #2832 issued from the desk/RI       10/6/2008 - FUP, to be mailed today/RI",False,True
5629,4839,{2000}  51(e)(2)(A)(ii),900.0,900.0,Not Detect,"9/2/2008 - per Ruth Lee, no paperwork is availbale; Field Citation #2832 issued from the desk; line tightness testing not conducted/RI       10/6/2008 - FUP, to be mailed today/RI",False,True
5630,4840,,,0.0,,,False,False
5631,4841,,,0.0,,,False,False
5632,4842,,,0.0,,,False,False
5633,4843,{2000}  111,150.0,150.0,,Failure to keep current insurance policy & certification of financial responsibility on site,False,True
5634,4843,{2000}  54(b)(4),50.0,50.0,,Failure to maintain records of leak detection monitoring on site.,False,True
5635,4843,{2000}  42(a)(2),150.0,150.0,Not Prevent,Failure to perform post-repair corrosion protection survey.,False,True
5636,4843,{2000}  42(a)(3),150.0,150.0,Not Prevent,Failure to inspect impressed current system every 60 days.,False,True
5637,4845,{2000}  111,150.0,150.0,,Failure to keep records of financial responsibility on site.   9/10/2008 rec doc - rk   11/12/2008 rec unsigned citation - rk,False,True
5638,4845,{2000}  51(e)(1),900.0,0.0,Not Detect,Failure to monitor tanks for leak detection at least every 30 days.   9/10/2008 rec doc - rk,True,False
5639,4846,,,0.0,,,False,False
5640,4847,,,0.0,,,False,False
5641,4848,,,0.0,,,False,False
5642,4849,,,0.0,,,False,False
5643,4850,,,0.0,,,False,False
5644,4851,,,0.0,,,False,False
5645,4852,,,0.0,,,False,False
5646,4853,{2000}  51(e)(1),900.0,900.0,Not Detect,,False,True
5647,4854,,,0.0,,,False,False
5648,4855,,,0.0,,,False,False
5649,4856,,,0.0,,,False,False
5650,4857,,,0.0,,,False,False
5651,4858,,,0.0,,,False,False
5652,4656,{2000}  45(d)(1),100.0,100.0,,,False,True
5653,4365,,,0.0,,,False,False
5654,4860,,,0.0,,,False,False
5655,4861,,,0.0,,,False,False
5656,4862,,,0.0,,,False,False
5657,4863,,,0.0,,,False,False
5658,4864,,,0.0,,,False,False
5659,4865,,,0.0,,,False,False
5660,4866,,,0.0,,,False,False
5661,4867,,,0.0,,,False,False
5662,4868,,,0.0,,,False,False
5663,4869,,,0.0,,,False,False
5664,4870,,,0.0,,,False,False
5665,4871,,,0.0,,,False,False
5666,4872,,,0.0,,,False,False
5667,4873,,,0.0,,,False,False
5668,4874,,,0.0,,,False,False
5669,4875,,,0.0,,,False,False
5670,4876,,,0.0,,,False,False
5671,4877,,,0.0,,,False,False
5672,4878,,4895.0,4895.0,,CONSENT AGREEMENT SETTLING UST VIOLATIONS,False,True
5673,4879,,17800.0,17800.0,,CONSENT AGREEMENT SETTLING UST VIOLATIONS,False,True
5674,4880,,7120.0,5400.0,,CONSENT AGREEMENT SETTLING UST VIOLATIONS,False,True
5675,4881,,15749.0,10000.0,,CONSENT AGREEMENT SETTLING UST VIOLATIONS,False,True
5676,4882,,45528.0,45528.0,,CONSENT AGREEMENT SETTLING UST VIOLATIONS,False,True
5677,4883,,0.0,0.0,,order to cleanup,False,True
5678,4884,,0.0,0.0,,order to cleanup site,False,False
5679,4885,,150849.0,90279.0,,consent  order and certificated service,False,True
5680,4886,,4180.0,4180.0,,settle agreement - failure to obtain permit,False,True
5681,4887,,40946.0,30352.0,,settlement agreement,False,True
5682,4888,,4080.0,4080.0,,settlement agreement,False,True
5683,4021,,24750.0,24750.0,,complaint and order,False,True
5684,4889,,,0.0,,,False,False
5685,4890,,,0.0,,,False,False
5686,4891,,,0.0,,,False,False
5687,4892,,,0.0,,,False,False
5688,4893,,,0.0,,,False,False
5689,4894,,,0.0,,,False,False
5690,4895,,,0.0,,,False,False
5691,4845,{2000}  54(b)(4),150.0,150.0,,Issued from the desk on 10/17/08   11/12/2008 rec unsigned citation - rk,False,True
5692,4896,,,0.0,,,False,False
5693,4897,{2000}  51(e)(2)(A)(ii),600.0,600.0,Not Detect,,False,True
5694,4898,,,0.0,,,False,False
5695,4900,,,0.0,,,False,False
5696,4901,,,0.0,,,False,False
5697,4902,,,0.0,,,False,False
5698,4903,,,0.0,,,False,False
5699,4904,,,0.0,,,False,False
5700,4905,,,0.0,,,False,False
5701,4906,,,0.0,,,False,False
5702,4907,,,0.0,,,False,False
5703,4908,,,0.0,,,False,False
5704,4909,,,0.0,,,False,False
5705,4910,,,0.0,,,False,False
5706,4911,,,0.0,,,False,False
5707,4912,,,0.0,,,False,False
5708,4913,,,0.0,,,False,False
5709,4914,,,0.0,,,False,False
5710,4915,{2000}  54(b)(3),50.0,50.0,,"Failure to maintain, on site, results of release detection equipment maintenance.  R'cvd 11-7-08 ssb",False,True
5711,4915,{2000}  54(b)(4),50.0,50.0,,"Failure to maintain, on site, annual test results of automatic line leak detectors.  R'cvd 11-7-08  ssb",False,True
5712,4916,,,0.0,,,False,False
5713,4917,,,0.0,,,False,False
5714,4918,{2000}  51(a),300.0,300.0,Not Detect,failure to conduct annual maint at least every 12 months (tank),False,True
5715,4918,{2000}  51(a),300.0,300.0,Not Detect,failure to conduct annual maint at least every 12 months (piping)),False,True
5716,4918,{2000}  53(1),150.0,150.0,Not Detect,failure to conduct functionality test on ALLD at least every 12 months (tank),False,True
5717,4919,,,0.0,,,False,False
5718,4920,,,0.0,,,False,False
5719,4923,,,0.0,,,False,False
5720,4924,,,0.0,,,False,False
5721,4925,,,0.0,,,False,False
5722,4926,,,0.0,,,False,False
5723,4927,,,0.0,,,False,False
5724,4922,{2000}  54(b)(3),150.0,150.0,,11/28/2008 FC #2845 issued from the desk,False,True
5725,4922,{2000}  54(b)(3),150.0,150.0,,11/28/2008 FC #2845 issued from the desk,False,True
5726,4922,{2000}  54(b)(3),150.0,150.0,,11/28/2008 FC #2845 issued from the desk,False,True
5727,4928,,,0.0,,,False,False
5728,4929,,,0.0,,,False,False
5729,4930,,,0.0,,,False,False
5730,4931,,,0.0,,,False,False
5731,4932,,,0.0,,,False,False
5732,4933,,,0.0,,,False,False
5733,4934,,,0.0,,,False,False
5734,4935,,,0.0,,,False,False
5735,4936,,,0.0,,,False,False
5736,4937,,,0.0,,,False,False
5737,4938,,,0.0,,,False,False
5738,4939,,,0.0,,,False,False
5739,4940,,,0.0,,,False,False
5740,4941,,,0.0,,,False,False
5741,4942,,,0.0,,,False,False
5742,4943,,,0.0,,,False,False
5743,4944,,,0.0,,,False,False
5744,4945,,,0.0,,,False,False
5745,4946,,,0.0,,,False,False
5746,4947,,,0.0,,,False,False
5747,4948,,,0.0,,,False,False
5748,4921,{2000}  111,150.0,150.0,,FC # 2846 issued from the desk/RI,False,True
