Compliance Count ID,Compliance ID,StateSectionNumber,OriginalPenalty,FinalPenalty,SOCType,ComplianceDetailCommentsText,ViolationWithdrawn,ViolationResolved
761,753,,,0.0,,Written Warning: 7/23/98 REC'D NOTIFICATION FORM.  UST REMOVED - RK,False,False
762,754,,,0.0,,Written Warning: U1165RT; 12/15/99 RECEIVED NOTIFICATION FORM THAT USTS REMOVED - RK,False,False
763,755,,,0.0,,Written Warning: U1214SL,False,False
764,756,,,0.0,,Field Citation: ORIGINAL WAS FINED 150.  LATER REDUCED TO 100.00 - RK,False,False
765,757,,,0.0,,Written Warning: U01034JS; 10/13/99 KALYANI SENT INSUFFICIENT LTR - RK,False,False
766,758,,,0.0,,Written Warning,False,False
767,759,,1550.0,0.0,,"Field Citation: Fine $1,550,  inspection w/Kathi, citation & NOI written from desk  

6/26/2000 RECEIVED CERTIED MAIL - RK

8/1/2000 RECEIVED LTR FROM EDWIN A. EBISUI. - RK

9/14/2000 REC CLOSURE REPT FOR THE WASTE OIL TANK.  RENATO IS REVIEWING THEᬁর؂_x0013_砇᭴뫠؂ޮ",False,False
769,761,,,0.0,,"Written Warning: u11073js, u01048js",False,False
770,762,,,0.0,,Written Warning: 6/3/97 U0579JR; 11/07/97 SUBMITTED CERT OF INSURANCE,False,False
771,763,,,0.0,,OTHER: REQ AMENDED NOTIFICATION FORM - RK,False,False
772,764,,,0.0,,Written Warning,False,False
773,765,,,0.0,,Written Warning: 1/6/2000 USTS REMOVED - RK,False,False
774,766,,,0.0,,Written Warning: 8/30/2002 REC CLOSURE REPT - RK,False,False
775,767,,,0.0,,Written Warning: U0305JR,False,False
4778,4074,,,0.0,,,False,False
777,769,,,0.0,,Field Citation: FINED 350 LATER FINE WITHDRAW - RK,False,False
778,770,,,0.0,,OTHER: 12/7/2000 RECEIVED NOT. FORM - RK,False,False
779,771,,,0.0,,OTHER,False,False
780,772,,,0.0,,"None: 7/20/2000 SEND LETTER FROM THE DESK. FINED $900 - RK

8/22/2000 THE  CITATION WAS RETURNED BECAUSE IT had the wrong address --  RK

10/24/2001 closed the inspection and will inspect this site - rk",False,False
781,773,,,0.0,,Written Warning,False,False
782,774,,,0.0,,No Violation Letter,False,False
783,775,,,0.0,,No Violation Letter,False,False
784,776,,,0.0,,No Violation Letter,False,False
785,777,,,0.0,,Written Warning,False,False
786,778,,,0.0,,Written Warning: U1002RT,False,False
787,779,,,0.0,,Written Warning: u10060aej,False,False
788,780,,,0.0,,Written Warning,False,False
789,781,,,0.0,,Written Warning: U09178JS,False,False
790,782,,,0.0,,Written Warning,False,False
791,783,,350.0,0.0,,"Field Citation: FINED 350 , 3/1/99 FINE REDUCED TO 50.00 - RK",False,False
792,784,,,0.0,,"Written Warning: U06147AEJ ALSO REQUESTED NOTIFICATION FORM - RK
8/4/99 RECEIVED VC FORM AND NOTIFICATION FORM - RK",False,False
793,785,,,0.0,,Written Warning,False,False
794,786,,,0.0,,Written Warning,False,False
795,787,,,0.0,,,False,False
796,788,,,0.0,,"No Violation Letter: u08007aej,no vio",False,False
797,789,,,0.0,,None: LETTER NOT WRITTEN,False,False
798,790,,,0.0,,"Written Warning: 06/19/96 JACK AND RICH VISITED THE SITE BUT NO ONE WAS THERE SO FOLLOW-UP WITH A CALL AND A LTR DATED 07/19/96 INFORMING THEM OF TOU REQUIREMENTS - RK

08/27/96 RECEIVED SAMPLE RESULTS ON TANK REMOVAL AND RECEIPTS FOR THE REMOVED UST --ᬁর؂",False,False
799,791,,,0.0,,Written Warning: U11048AEJ; RECEIVED FR INFORM. - RK,False,False
800,792,,,0.0,,Written Warning,False,False
801,793,,,0.0,,No Violation Letter,False,False
802,794,,,0.0,,Written Warning: U1182RT,False,False
803,795,,,0.0,,Written Warning: U1180RT,False,False
804,796,,,0.0,,Written Warning,False,False
805,797,,,0.0,,"Written Warning: U06081AEJ, 2/9/99 received notification form - rk; 2/11/99 U02070AEJ",False,False
806,798,,,0.0,,Field Citation: JACK ACCOMPANIED.  FINED $300.00 - RK,False,False
807,799,,,0.0,,Written Warning: U1159RT,False,False
808,800,,,0.0,,Written Warning: U10020AEJ,False,False
809,801,,,0.0,,Written Warning: U08010AEJ,False,False
810,802,,,0.0,,"Written Warning: U1175RT

12/08/97 REC'D COPY OF INVOICE FOR REMOVAL AND REPLACEMENT OF TLS350I VEEDER ROOT CONSOLE WITH TLS350 CONSOLE - RK",False,False
811,803,,,0.0,,,False,False
812,804,,,0.0,,Written Warning,False,False
813,805,,,0.0,,Written Warning: U1041AEJ,False,False
814,806,,,0.0,,Field Citation: fine voided after submt. doc.s,False,False
815,807,,,0.0,,,False,False
816,808,,,0.0,,Written Warning,False,False
817,809,,,0.0,,"None: No FC, No NOI items",False,False
818,810,,,0.0,,Written Warning: U0305JR; 5/27/99 RECEIVED NOTIFICATION FORM AND CLOSURE REPT - RK,False,False
819,811,,,0.0,,Written Warning: U04100AEJ,False,False
820,812,,,0.0,,,False,False
821,813,,,0.0,,OTHER: requested documentation - see checklist,False,False
822,814,,50.0,0.0,,"Field Citation: $50 Field Citation & Notice of Inspection items requested  

8/14/2000 RECEIVED CHECK.  AND  UNSIGNED COPY OF THE CITATION.  - RK

9/6/2000 RECEIVED THE SIGNED COPY OF THE CITATION - RK

9/7/2000 ltr to gary gill for signature - rk",False,False
824,816,,,0.0,,"Written Warning: u06021aej; 7/28/99 RECEIVED REQ FOR EXTENSION FOR FR. - RK

12/3/2003 SENT OUT LETTER THAT TANK IS EXCLUDED - RK",False,False
825,817,,,0.0,,,False,False
826,818,,,0.0,,OTHER: noi issued,False,False
827,819,,,0.0,,No Violation Letter,False,False
828,820,,,0.0,,Written Warning: U09049RK,False,False
829,821,,,0.0,,Written Warning,False,False
830,822,,,0.0,,,False,False
831,823,,,0.0,,OTHER: w/Norwood  -  2ea NOIs  w/ jack richardson,False,False
832,824,,,0.0,,Written Warning: U1158RT,False,False
833,825,,,0.0,,Written Warning,False,False
834,826,,,0.0,,Written Warning,False,False
835,827,,,0.0,,Written Warning: u10057aej,False,False
836,828,,,0.0,,Written Warning,False,False
837,829,,,0.0,,Written Warning: 7/12/99 RECIVED CLOSURE INFORMATION - RK,False,False
838,830,,,0.0,,Written Warning: U1232RT,False,False
839,831,,650.0,0.0,,"Field Citation: FINED 650.  TONY ACCOMPANY., - RK",False,False
840,832,,,0.0,,Written Warning: u05055aej; 2/7/2000 RECEIVED NOTIFICATION FORM THAT THE 3 USTS ARE REMOVED - RK,False,False
841,833,,,0.0,,Written Warning,False,False
842,834,,,0.0,,Written Warning: closure report received - RT,False,False
843,835,,,0.0,,Written Warning,False,False
844,836,,,0.0,,"

10/20/2000 received notification forms to reflect new owner. - rk",False,False
845,837,,,0.0,,"Written Warning: U0426JS, u01052js",False,False
846,838,,,0.0,,Written Warning,False,False
847,839,,,0.0,,No Violation Letter: 11/13/97 U1174RT - NO VIOLATIONS,False,False
848,840,,,0.0,,No Violation Letter: 11/13/97 U1173RT - NO VIOLATION,False,False
849,841,,,0.0,,,False,False
850,842,,,0.0,,Written Warning: U07047AEJ,False,False
851,843,,,0.0,,None: 9/17/99 THROUGH RESEARCH THE UST WAS REMOVED AND WAS THE SAME AS 9-207013 - RK,False,False
852,844,,,0.0,,No Violation Letter: U04071JS,False,False
853,845,,,0.0,,No Violation Letter: U04072JS,False,False
854,846,,,0.0,,No Violation Letter: U04073JS,False,False
855,847,,,0.0,,No Violation Letter: U04074JS,False,False
856,848,,,0.0,,No Violation Letter: U04075JS,False,False
857,849,,,0.0,,No Violation Letter: U04076JS,False,False
858,850,,,0.0,,Written Warning,False,False
860,851,,,0.0,,,False,False
861,852,,,0.0,,"None: NO FINES, GREG ACCOMPANY - RK",False,False
862,853,,,0.0,,None: 12/9/99 RECEIVED INFORMATION THAT UST REMOVED - RK,False,False
863,854,,,0.0,,None: USTS REMOVED -- RK,False,False
864,855,,,0.0,,None: No FR,False,False
865,856,,,0.0,,None: 12/4/98 RECIVED INVOICE THAT WILL INSTALL OVERFILL VALVES -- RK,False,False
866,857,,,0.0,,Written Warning: U04078JS,False,False
867,858,,,0.0,,"None: NO FINES ISSUED, ISSUED NOTICE OF INSPECTION, GREG ACCPMANY - RK",False,False
868,859,,,0.0,,,False,False
869,860,,,0.0,,Written Warning: U04070JS; 5/14/99 LTR STATING RECEIVING BIDS FOR REMOVAL OF UST - RK  12/15/99 UST REMOVED - RK,False,False
870,861,,,0.0,,None: 12/24/92 RECEIVED NOT. FORM THAT TANKS ARE REMOVED - RK,False,False
871,862,,,0.0,,Written Warning: 12/14/98 UST REMOVED.  THUS CLOSE THIS VIOLATION - RK,False,False
872,863,,,0.0,,"None: 11/27/98 REC'D INTENT TO CLOSE LETTER -RK
12/14/98 REC'D NOTIFICATION FORM FOR THE REMOVAL OF 1 UST - RK",False,False
873,864,,,0.0,,None: 12/21/98 SUBMITTED NOTIFICATION FORM.  USTS REMOVED - RK,False,False
874,865,,,0.0,,None: CLOSURE REPT RECEIVED - 11/15/99 RK,False,False
875,866,,,0.0,,Written Warning,False,False
876,867,,,0.0,,Written Warning: 6/6/97 U0643JR,False,False
877,868,,14500.0,0.0,,"Field Citation: FINED 14500, GREG ACCOMPANY - RK",False,False
879,870,,,0.0,,,False,False
880,871,,,0.0,,No Violation Letter,False,False
881,872,,,0.0,,Written Warning: u0849js - also requested clarification who the owner is - rk; 1/14/2000 RECEIVED NOTIFICATION FORM - RK,False,False
882,873,,,0.0,,"None: NO FINES, GREG ACCOMPANY - RK",False,False
883,874,,,0.0,,Written Warning: 6/6/97 U0652JR,False,False
884,875,,,0.0,,Written Warning: U04079JS,False,False
885,876,,,0.0,,"None: NO FINES ISSUED,GREG ACCOMPANY - RK",False,False
886,877,,,0.0,,Written Warning: U0521JS,False,False
887,878,,,0.0,,Written Warning,False,False
888,879,,,0.0,,Field Citation,False,False
889,880,,,0.0,,,False,False
890,881,,,0.0,,Written Warning: U0126JR,False,False
891,882,,,0.0,,None: after review of checklist - no violations JR,False,False
892,883,,,0.0,,None: 1/14/2000 RECEIVED NOTIFICATION FORM THAT USTS REMOVED - RK,False,False
893,884,,,0.0,,Written Warning,False,False
894,885,,,0.0,,None: NO FFC ISSUED; RICH ACCOMPANY,False,False
895,886,,,0.0,,Written Warning: U0337JS;   8/17/98 RECEIVED NOTIFICATION FORM THAT 3 USTS WERE REMOVED.  RELEASE FOUND - RK,False,False
896,887,,,0.0,,Written Warning: U0516AEJ,False,False
897,888,,,0.0,,OTHER: U010006AEJ  - REQUESTING INFORMATION ON TANK. - RK,False,False
898,889,,,0.0,,Written Warning: U0320JS,False,False
899,890,,,0.0,,None: RICH ACCOMPANY.  NO CITATION - RK,False,False
900,891,,,0.0,,None: 8/14/98 -- INSPECTION WAS DONE BY ANTHONY ON 9/10/97.   THE USTS WERE REMOVED IN 1998. THUS NO LETTER WAS WRITTEN - RK,False,False
901,892,,,0.0,,None: 12/01/97 REC'D FAX ON TTT RESULTS,False,False
902,893,,,0.0,,"OTHER: NOI ONLY,  with Norwood

received part of the NOI on 5-12-00 - JR",False,False
903,894,,,0.0,,Written Warning: 10/9/98 RECEIVED NOTIFICAITON FORM THAT 2 USTS WERE REMOVED 10/98 - RK,False,False
904,895,,,0.0,,Field Citation:  REC'D FFC FINED 200; RICH ACCOMPANY,False,False
905,896,,,0.0,,"Written Warning: 12/29 SUBMITTED NOTIFICATION FORM INDICATING UST IS TOU EFF 12/17/98.

1/22/2001 USTS REMOVED - RK",False,False
906,897,,,0.0,,Written Warning: U0238JS,False,False
907,898,,,0.0,,Written Warning: 5/29/97 U0577JR. 12/16/98 SUBMITTED NOT. FORM THAT USTS ARE TOU - RK,False,False
908,899,,,0.0,,Written Warning: U0338JS; 12/24/98 USTS REMOVED IN 7/17/97-- RK,False,False
909,900,,,0.0,,Field Citation: FINED 300,False,False
910,901,,,0.0,,Written Warning: U0324JS,False,False
911,902,,,0.0,,Written Warning: U0522JS,False,False
912,903,,750.0,0.0,,"Field Citation: RICHARD T. ACCOMPANY NORWOOD, REC'D COPY OF FFC, FINED 750",False,False
913,904,,,0.0,,Written Warning: 3/12/2001 THE 2-3000 GALLON USTS WERE REMOVED ON 12/13/2000 - RK,False,False
914,905,,,0.0,,"Written Warning: U10047AEJ - USTS TOU REQUESTED PLAN OF ACTION.  ALSO USTS HAS SOME PRODUCT.  NEED TO EMPTY IT - RK

3/12/2001 2-3000 GALLON USTS REMOVED ON 12/13/2000 - RK",False,False
915,906,,,0.0,,Written Warning,False,False
916,907,,,0.0,,Field Citation,False,False
917,908,,,0.0,,Written Warning: 3/1/99 RECEIVED TEST RESULTS - RK,False,False
918,909,,,0.0,,Written Warning: U0523JS,False,False
919,910,,200.0,200.0,,Field Citation: FINED 200,False,True
920,911,,,0.0,,Written Warning: 11/25/98 RECE'D NOTIFICATION FORM THAT REMOVED 5 USTS - RK,False,False
921,912,,,0.0,,Written Warning: u02037js; 4/27/99 received 3rd party certification - rk,False,False
922,913,,,0.0,,Written Warning: 6/2/97 U0612AEJ; 12/18/98 RECEIVED NOTIFICATION FORM THAT USTS WERE REMOVED.  RK,False,False
923,914,,,0.0,,Written Warning: U0325JS; 3/1/99 REC'D TTT RESULTS - RK,False,False
995,986,,,0.0,,Written Warning: U10056AEJ; 11/5/99 REC'D VERIFICAITON OF COMPLIANCE STATUS FORM - RK,False,False
996,987,,,0.0,,Written Warning,False,False
924,915,,200.0,0.0,,"Field Citation: $200 FINE with Norwood - possible extension - Roger will fax request by 6-12-00, if neccessary (6-5-00 Jack)   6/13/2000 RECEIVED CHECK OF $200 AND DOCUMENTATIONS - RK

7/20/2000 ltr to Gary Gill for signature - rk

7/27/2000 approved ᬁর؂",False,False
926,917,,,0.0,,Written Warning: U0322JS; 8/4/99 UST REMOVED - RK,False,False
927,918,,,0.0,,,False,False
928,919,,,0.0,,No Violation Letter: U0521AEJ,False,False
929,920,,,0.0,,"Written Warning: U0679AEJ; 
12/29/98  SUBMITTED NOTIFICATION FORM INDICATING UST IS TOU EFF 12/17/98 FOR THE 10,000 GALLON GAS UST. -- RK   

9/6/2000 UST REMOVED - RK",False,False
930,921,,,0.0,,"Written Warning: U02045JS;  9/6/2000 RECEIVED CLOSURE REPT FOR THE 10,000 GALLON TANK- RK",False,False
931,922,,,0.0,,,False,False
932,923,,,0.0,,Written Warning: 5/29/97 U0576JR,False,False
933,924,,,0.0,,None: NO FFC ISSUED; RICH ACCOMPANY - RK,False,False
934,925,,,0.0,,"None: 8/14/98 ASKED TONY TO WRITE A 1998 REMINDER LETTER SINCE THERE WAS NO VIOLATION.  -- RK  

12/22/98  UST REMOVED - RK",False,False
935,926,,,0.0,,"None: 9/10/97  INSPECTION.  THIS IS AN EMERGENCY UST.  ASKED TONY TO WRITE A LETTER REMINDING THEM OF THE 1998 REQUIREMENT - RK   

12/22/98 RECEIVED NOTIFICATION FORM THAT UST IS REMOVED . -- RK",False,False
936,927,,,0.0,,Written Warning: U11131RT,False,False
937,928,,,0.0,,Written Warning,False,False
938,929,,,0.0,,Written Warning: 12/21/98 RECEIVED NOTIFICAITON FORM THAT USTS ARE REMOVED - RK,False,False
939,930,,,0.0,,"None: PER INSPECTION UST REMOVED.  

1/21/99 RECEIVED LETTER THAT UST WAS FOR BOILER AND THAT IT WAS REMOVED IN 1992.  - RK",False,False
940,931,,,0.0,,Written Warning,False,False
941,932,,,0.0,,Written Warning: 3/5/99 RECEIVED INFORMAITON - RK,False,False
942,933,,,0.0,,Written Warning,False,False
943,934,,,0.0,,None: 10/9/98 RECEIVED FAXED INFORMATION ON VIOLATION ITEMS - RK 10-5-99  - Notification forms on 2ea new USTS recievd 10-23-98 Jack,False,False
944,935,,,0.0,,Written Warning,False,False
945,936,,50.0,0.0,,"Field Citation: REC'D COPY FFC, $50 FINE; RICH ACCMPANY",False,False
946,937,,,0.0,,Written Warning: UST TOU FOR 12 MONTHS + - RK,False,False
947,938,,,0.0,,Written Warning,False,False
948,939,,,0.0,,Written Warning: 12/28/98 LTR STATING HAS OVERFILL FOR ALL USTS - RK,False,False
949,940,,,0.0,,Written Warning: U0323JS,False,False
950,941,,,0.0,,,False,False
951,942,,,0.0,,,False,False
952,943,,,0.0,,Written Warning: U10045AEJ; 3/15/2000 RECEIVED ANNUAL INSP SUMMARY REPORT FROM  CC REPAIR - RK,False,False
953,944,,,0.0,,Written Warning: 5/29/97 U0578JR,False,False
954,945,,,0.0,,Written Warning: U02039JS; 3/9/99 RECEIVED VC FORM -- RK,False,False
955,946,,,0.0,,Written Warning: U10121AEJ,False,False
956,947,,,0.0,,Written Warning: U0327JS;,False,False
957,948,,,0.0,,None: NO FINES,False,False
958,949,,,0.0,,"Written Warning: U10166AEJ, 11/24/98 RECEIVED NOTIFICATION FORM THAT WILL TOU EFF 12/21/98.  WILL BE REMOVING USTS 3/99 - RK  6/2/99 CLOSURE REPT RECEIVED - RK",False,False
959,950,,,0.0,,Written Warning: U10116AEJ,False,False
960,951,,,0.0,,None: NO FINES,False,False
961,952,,,0.0,,Written Warning: USTS REMOVED - RK,False,False
962,953,,,0.0,,Field Citation: FINED 600 - RK,False,False
963,954,,,0.0,,Written Warning: 10/19/98 RECEIVED CLOSURE REPT - RK,False,False
964,955,,,0.0,,None: 9/23/99 REC'D CLOSURE REPT - RK,False,False
965,956,,,0.0,,Written Warning: U10122AEJ    3/2/1998 USTS REMOVED - RK,False,False
966,957,,,0.0,,Written Warning: 1/11/99 USTS REMOVED. THUS CLOSED SITE.,False,False
967,958,,,0.0,,Written Warning,False,False
968,959,,,0.0,,,False,False
969,960,,,0.0,,OTHER: U02042JS REQUESTING THE NOTIFICATION FORM FOR THE RMEOVED UST. -- RK,False,False
970,961,,,0.0,,No Violation Letter: U0517AEJ - NO VIOLATION,False,False
971,962,,,0.0,,Written Warning: rec'd insurance certificate 8-29-95. put in new compartment UST 6-23-95 jack,False,False
972,963,,,0.0,,,False,False
973,964,,,0.0,,Written Warning,False,False
974,965,,,0.0,,Field Citation,False,False
975,966,,,0.0,,No Violation Letter: u07032rt - no violation letter - rk,False,False
976,967,,,0.0,,Written Warning,False,False
977,968,,,0.0,,Field Citation,False,False
978,969,,,0.0,,,False,False
979,970,,,0.0,,Field Citation: FINED 600,False,False
980,971,,,0.0,,Written Warning,False,False
981,972,,,0.0,,Written Warning,False,False
982,973,,,0.0,,Written Warning: U051198; 5/22/98 ltr sent requesting for more information (u05128aej)  12/7/98 RECEIVED NOTIFICAITON FORM - RK,False,False
983,974,,450.0,0.0,,Field Citation: FINED 450,True,False
984,975,,,0.0,,Written Warning: U0217JR,False,False
985,976,,,0.0,,Written Warning: U02040JS ALSO REQUESTED UPDATED NOTIFICATION FORM. - RK,False,False
986,977,,,0.0,,Written Warning: 6/3/97 U0573JR; 8/10/99 RECEIVED CLOSURE REPT.  ALL USTS REMOVED - RK,False,False
987,978,,,0.0,,Written Warning,False,False
988,979,,,0.0,,Written Warning: U10016AEJ,False,False
989,980,,,0.0,,None: 4/21/99 TONY WILL WRITE A MEMO TO FILE THAT NO INSPECTION LETTER WAS GENERATED - RK,False,False
990,981,,,0.0,,None: CITATION W/DRAWN,False,False
991,982,,,0.0,,Written Warning,False,False
992,983,,,0.0,,Written Warning: U0681AEJ,False,False
993,984,,,0.0,,Written Warning: U10024AEJ.  NOTE THE INFORMATION SUBMITTED WAS INSUFFICIENT - RK,False,False
994,985,,,0.0,,Written Warning,False,False
997,988,,,0.0,,None: NO CITATION ISSUED - RK,False,False
998,989,,,0.0,,Written Warning: U0303JR,False,False
999,990,,,0.0,,Written Warning: U02036JS,False,False
1000,991,,,0.0,,,False,False
1001,992,,,0.0,,OTHER: NOI with Norwood received part othe NOI on 5-18-2000,False,False
1002,993,,,0.0,,Written Warning,False,False
1003,994,,,0.0,,Written Warning,False,False
1004,995,,,0.0,,OTHER: NOI W/ Norwood,False,False
1005,996,,,0.0,,"Written Warning: U10164AEJ  6/30/99 UST 1, 2, AND 3 REMOVED - RK",False,False
1006,997,,,0.0,,No Violation Letter: U0529AEJ,False,False
1007,998,,,0.0,,,False,False
1008,999,,,0.0,,Written Warning: U10023AEJ - REQUESTED NOTIFICATION FORM FOR CHANGE OF OWNERSHIP - RK  11/29/99 also rec'd notification form - rk,False,False
1009,1000,,,0.0,,Written Warning,False,False
1010,1001,,,0.0,,Written Warning,False,False
1011,1002,,,0.0,,Written Warning,False,False
1012,1003,,,0.0,,Field Citation: FINED 150,False,False
1013,1004,,,0.0,,Written Warning: U03043JS,False,False
1014,1005,,,0.0,,Written Warning: U10169AEJ; 5/22/99 insufficient letter - rk,False,False
1015,1006,,,0.0,,None: NO VIOLATION FOUND - RK,False,False
1016,1007,,,0.0,,Written Warning: U10117AEJ,False,False
1017,1008,,,0.0,,Written Warning,False,False
1018,1009,,,0.0,,Written Warning,False,False
1019,1010,,,0.0,,Written Warning: 1/26/99 RECEIVED NOTIFICATION THAT 3 USTS ARE REMOVED - RK,False,False
1020,1011,,,0.0,,Field Citation: FINED 300,False,False
1021,1012,,,0.0,,Written Warning: 12/21/98 RECEIVED NOTIFICATION FORM THAT THE WASTE OIL UST WAS REMOVED - RK,False,False
1022,1013,,,0.0,,Written Warning,False,False
1023,1014,,,0.0,,,False,False
1024,1015,,,0.0,,Written Warning: U10017AEJ,False,False
1025,1016,,,0.0,,Written Warning,False,False
1026,1017,,,0.0,,"OTHER: U10018AEJ - REQUESTED AMENDED NOTIFICAITON FORM AND PLANS FOR THE 3 TOU TANKS - RK  10/25/99 received their plans regarding the tanks - rk

9/20/2001 ALL USTS REMOVED.  RECEIVED CLOSURE REPT - RK",False,False
1027,1018,,,0.0,,Written Warning,False,False
1028,1019,,,0.0,,Written Warning,False,False
1029,1020,,,0.0,,Written Warning: U05065JS,False,False
1030,1021,,,0.0,,Written Warning,False,False
1031,1022,,,0.0,,No Violation Letter: U01100AEJ,False,False
1032,1023,,,0.0,,Written Warning: 5/29/97 U0574JR,False,False
1033,1024,,,0.0,,Written Warning: U01104AEJ; 5/6/99 RECEIVED VERIFICATION OF COMPLIANCE FORM. - RK,False,False
1034,1025,,,0.0,,None: REC'D TT RESULTS 1/22/98,False,False
1035,1026,,,0.0,,Written Warning: KALYANI ASSISTED JACK; 8/24/99 RECEIVED NOTIFICATION FORM AND ALARM HISTORY REPT - RK    11/1/99 -- U10090KN -- RK,False,False
1036,1027,,,0.0,,Written Warning,False,False
1037,1028,,,0.0,,,False,False
1038,1029,,,0.0,,No Violation Letter: U05066JS,False,False
1039,1030,,,0.0,,Written Warning,False,False
1040,1031,,,0.0,,Written Warning: U11032KN,False,False
1041,1032,,,0.0,,Written Warning,False,False
1042,1033,,,0.0,,Written Warning: U09111AEJ,False,False
1043,1034,,,0.0,,Written Warning: 6/9/97 U0608AEJ,False,False
1044,1035,,,0.0,,No Violation Letter: U0326JR,False,False
1045,1036,,,0.0,,No Violation Letter,False,False
1046,1037,,,0.0,,Written Warning,False,False
1047,1038,,,0.0,,Field Citation: FINED 300,False,False
1048,1039,,,0.0,,None: 10/19/98 RECEIVED INFORMATION.  NEED TO INPUT ACTION AND ISSUED INFORMATION - RK  12/3/98 RECEIVED FR INFORMATION - RK,False,False
1049,1040,,,0.0,,Written Warning: U06661JR,False,False
1050,1041,,,0.0,,Written Warning: U03040JS,False,False
1051,1042,,,0.0,,"None: JACK ACCOMPANY,  NO FINES - RK",False,False
1052,1043,,,0.0,,Written Warning,False,False
1053,1044,,,0.0,,"Written Warning: U0539AEJ, 11/27/98 RECEIVED NOT. FORM FOR A 5000 GALLON UST - RK

7/9/98 VC LTR - RK",False,False
1054,1045,,,0.0,,None: NO CITATION CITED.  ACCOMPANY BY ANTHONY - RK,False,False
1055,1046,,,0.0,,Field Citation: FINED 350,False,False
1056,1047,,,0.0,,"None: 12/18/98 SUBMITTED NOTIFICATION FORM THAT WILL TOU USTS EFF. 12/22/98 - RK 

1/18/2000  RECEIVED NOTIFICATION FORM THAT USTS WERE REMOVED AND RELEASE DETECTED - RK",False,False
1057,1048,,,0.0,,,False,False
1058,1049,,,0.0,,Written Warning: U10079KN -THIS IS THE INSPECTION AND RECEIPT OF VC - RK,False,False
1059,1050,,,0.0,,Written Warning,False,False
1060,1051,,,0.0,,None: 9/29/98 FACILITY SUBMITTED INFORMATION.  INSP LETTER HAS NOT BEEN WRITTEN - RK,False,False
1061,1052,,,0.0,,,False,False
1062,1053,,,0.0,,Written Warning: U0360JR,False,False
1063,1054,,,0.0,,None: NO NOI AND FIELD CITATION ISSUED - RK,False,False
1064,1055,,,0.0,,Written Warning,False,False
1065,1056,,,0.0,,None: JACK ACCOMPANY.  NO FINES - RK,False,False
1066,1057,,,0.0,,,False,False
1067,1058,,,0.0,,Written Warning: 5/10/99 RECEIVED DOCUMENTATION THAT BALL FLOAT VALVE INSALLED - RK; 5/11/99 U05031JS;  5/17/99 RECEIVED SERVICE RECORD - RK,False,False
1068,1059,,,0.0,,,False,False
1069,1060,,,0.0,,,False,False
1070,1061,,,0.0,,Written Warning: U12080JR,False,False
1071,1062,,,0.0,,Written Warning: 5/29/97 U0580RT,False,False
1072,1063,,,0.0,,Field Citation: gave extension.  new due date is 8/27/2002 - rk,False,False
1073,1064,,,0.0,,Written Warning,False,False
1074,1065,,50.0,50.0,,Field Citation: FINED 50.  JACK ACCOMPANY - RK,False,True
1075,1066,,,0.0,,"Written Warning: 6/9/97 U0616AEJ

10/14/98 RECEIVED NOTIFICATION FORM THAT A UST WAS REMOVED IN 8/98 - RK",False,False
1076,1067,,,0.0,,"Written Warning: 6/9/97 U0609AEJ, ;U0599AEJ",False,False
1077,1068,,,0.0,,"Written Warning: u03171aej
2/17/99 RECEIVED CLOSURE REPORT - RK",False,False
1078,1069,,,0.0,,"OTHER: O03019JS - REQUESTED PLAN OF ACTION FOR TANKS - RK

4/15/99 RECEIVED LTR THAT WILL BE REMOVING USTS.  GETTING CONTRACT - RK

9/8/99 RECEIVED NOTIFICATION THAT UST WERE REMOVED - RK",False,False
1079,1070,,,0.0,,Written Warning: 7/21/99 USTS REMOVED.  REC'D CLOSURE REPT - RK,False,False
1080,1071,,,0.0,,Written Warning,False,False
1081,1072,,,0.0,,Written Warning: 10/28/98 SUBMITTED INTENT TO REMOVED 2 USTS - RK; 12/18/98 UST REMOVED - RK,False,False
1082,1073,,,0.0,,Field Citation: FINED 300.00.  ACCOMPANY BY ANTHONY - RK; 4/19/99 RECEIVED NOTIFICATION FORM THAT UST IS REMOVED - RK,False,False
1083,1074,,,0.0,,Written Warning: TOU letter sent; 3/20/2000 USTS REMOVED - RK,False,False
1084,1075,,,0.0,,"Field Citation: FINED 300, ACCOMPANIED BY ANTHONY - RK",False,False
1085,1076,,,0.0,,Written Warning,False,False
1086,1077,,,0.0,,"Written Warning: u0677js,",False,False
1087,1078,,,0.0,,Written Warning: U11013KN,False,False
1088,1079,,,0.0,,"OTHER: U0317JS - LTR REQUESTING NOTIFICATION FORM AND CLOSURE REPT.  JAN VISITED THIS SITE. - RK

9/24/99 RECEIVED NOTIFICATION FORM - RK",False,False
1089,1080,,,0.0,,Written Warning: TOU USTs 11-23-94; 9/24/99 RECEIVED NOTIFICATION FORM USTS REMOVED - RK,False,False
1090,1081,,,0.0,,"OTHER: U01096AEJ USTS TOU.  REQUESTED PLANS - RK

 5/3/99 SUBMITTED INTENT TO REMOVE UST - RK

9/24/99 RECEIVED NOTIFICATION FORM THAT USTS REMOVED - RK",False,False
1091,1082,,,0.0,,Written Warning,False,False
1092,1083,,,0.0,,Written Warning: u0676js; 12/24/98 REC'D INFORMATION ON THE INSTALLATION OF SPILL EQUIPMENT.  JAN WILL REVIEW INFORMATION AND AMEND THE DATABASE. -- RK,False,False
