FacilityID,TankID,TankName,CompartmentID,CompartmentName,PipingID,Piping Style,Safe Suction,American Suction,High Pressure Or Bulk Piping,Piping Material FRP,Piping Material Gal Steel,Piping Material Stainless Steel,Piping Material Steel,Piping Material Copper,Piping Material Flex,Piping Material No Piping,Piping Material Other,Piping Material Unknown,Piping Flex Connector,Piping Corrosion Protection Sacrificial Anode,Piping Corrosion Protection Impressed Current,Piping Corrosion Protection Cathodic Not Required,Piping Corrosion Protection Other,Piping Corrosion Protection Unknown,Piping Line Leak Detector,Piping Automated Intersticial Monitoring,Piping Line Test Annual,Piping Line Test3yr,Piping Groundwater Monitoring,Piping Vapor Monitoring,Piping Interstitial Monitoring,Piping Statistical Inventory Reconciliation,Piping Release Detection Other,Piping Subpart KLine Test,Piping Subpart KOther,Pipe Tank Top Sump,Pipe Tank Top Sump Wall Type,Piping Wall Type,Pipe Trench Liner,Pipe Secondary Containment Other,Pipe Secondary Containment Unknown
8010003,8010003-2,2,8010003-2-1,1,8010003-2-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010003,8010003-3,3,8010003-3-1,1,8010003-3-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010003,8010003-4,4,8010003-4-1,1,8010003-4-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010026,6010026-1,1,6010026-1-1,1,6010026-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010026,6010026-2,2,6010026-2-1,1,6010026-2-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
1010012,1010012-1,1,1010012-1-1,1,1010012-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
1010012,1010012-2,2,1010012-2-1,1,1010012-2-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
1010012,1010012-3,3,1010012-3-1,1,1010012-3-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
1010012,1010012-4,4,1010012-4-1,1,1010012-4-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
1010001,1010001-1,1,1010001-1-1,1,1010001-1-1-1,Unknown,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Single walled,No,No,No
3010020,3010020-1,1,3010020-1-1,1,3010020-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010032,5010032-1,1,5010032-1-1,1,5010032-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010032,5010032-2,2,5010032-2-1,1,5010032-2-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010032,5010032-3,3,5010032-3-1,1,5010032-3-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010032,5010032-4,4,5010032-4-1,1,5010032-4-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010032,5010032-5,5,5010032-5-1,1,5010032-5-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010032,5010032-6,6,5010032-6-1,1,5010032-6-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010013,6010013-3,3,6010013-3-1,1,6010013-3-1-1,Suction,Yes,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010013,6010013-4,4,6010013-4-1,1,6010013-4-1-1,Suction,Yes,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010013,6010013-5,5,6010013-5-1,1,6010013-5-1-1,Suction,Yes,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010013,6010013-6,6,6010013-6-1,1,6010013-6-1-1,Suction,Yes,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010007,5010007-1,1,5010007-1-1,1,5010007-1-1-1,Unknown,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010007,5010007-2,2,5010007-2-1,1,5010007-2-1-1,Unknown,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010035,5010035-1,1,5010035-1-1,1,5010035-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010016,5010016-1,1,5010016-1-1,1,5010016-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010016,5010016-2,2,5010016-2-1,1,5010016-2-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010016,5010016-3,3,5010016-3-1,1,5010016-3-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010016,5010016-4,4,5010016-4-1,1,5010016-4-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010016,5010016-5,5,5010016-5-1,1,5010016-5-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010016,5010016-6,6,5010016-6-1,1,5010016-6-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010016,5010016-7,7,5010016-7-1,1,5010016-7-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010024,6010024-1,1,6010024-1-1,1,6010024-1-1-1,Unknown,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010024,6010024-2,2,6010024-2-1,1,6010024-2-1-1,Unknown,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
7010006,7010006-1,1,7010006-1-1,1,7010006-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010034,6010034-1,1,6010034-1-1,1,6010034-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,Yes,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
1010025,1010025-1,1,1010025-1-1,1,1010025-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
3010016,3010016-1,1,3010016-1-1,1,3010016-1-1-1,Other,No,No,Unknown,No,No,No,No,No,No,No,No,Yes,Unknown,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,,Single walled,No,No,No
6010018,6010018-1,1,6010018-1-1,1,6010018-1-1-1,Suction,No,Yes,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010018,6010018-3,3,6010018-3-1,1,6010018-3-1-1,Suction,No,Yes,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
1010009,1010009-1,1,1010009-1-1,1,1010009-1-1-1,Unknown,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010007,8010007-2,2,8010007-2-1,1,8010007-2-1-1,No piping,No,No,Unknown,No,No,No,No,No,No,Yes,No,No,Unknown,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
2010006,2010006-3,3,2010006-3-1,1,2010006-3-1-1,Unknown,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
2010006,2010006-4,4,2010006-4-1,1,2010006-4-1-1,Unknown,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010021,6010021-1,1,6010021-1-1,1,6010021-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010021,6010021-2,2,6010021-2-1,1,6010021-2-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010021,6010021-3,3,6010021-3-1,1,6010021-3-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010005,8010005-1,1,8010005-1-1,1,8010005-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010005,8010005-2,2,8010005-2-1,1,8010005-2-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010005,8010005-3,3,8010005-3-1,1,8010005-3-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010005,8010005-4,4,8010005-4-1,1,8010005-4-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010005,8010005-5,5,8010005-5-1,1,8010005-5-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010005,8010005-6,6,8010005-6-1,1,8010005-6-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010005,8010005-7,7,8010005-7-1,1,8010005-7-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010005,8010005-8,8,8010005-8-1,1,8010005-8-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010005,8010005-9,9,8010005-9-1,1,8010005-9-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010005,8010005-10,10,8010005-10-1,1,8010005-10-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010005,8010005-11,11,8010005-11-1,1,8010005-11-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010005,8010005-12,12,8010005-12-1,1,8010005-12-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
1010021,1010021-2,2,1010021-2-1,1,1010021-2-1-1,Unknown,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010008,5010008-1,1,5010008-1-1,1,5010008-1-1-1,Suction,Yes,No,Unknown,No,No,No,No,Yes,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010008,5010008-2,2,5010008-2-1,1,5010008-2-1-1,Suction,Yes,No,Unknown,No,No,No,No,Yes,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010008,5010008-3,3,5010008-3-1,1,5010008-3-1-1,Suction,Yes,No,Unknown,No,No,No,No,Yes,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010008,5010008-4,4,5010008-4-1,1,5010008-4-1-1,Suction,Yes,No,Unknown,No,No,No,No,Yes,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010008,5010008-5,5,5010008-5-1,1,5010008-5-1-1,Suction,Yes,No,Unknown,No,No,No,No,Yes,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010008,5010008-6,6,5010008-6-1,1,5010008-6-1-1,Suction,Yes,No,Unknown,No,No,No,No,Yes,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
4010007,4010007-1,1,4010007-1-1,1,4010007-1-1-1,Unknown,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
4010007,4010007-2,2,4010007-2-1,1,4010007-2-1-1,Unknown,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010023,5010023-1,1,5010023-1-1,1,5010023-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,Yes,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010023,5010023-2,2,5010023-2-1,1,5010023-2-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,Yes,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010005,6010005-1,1,6010005-1-1,1,6010005-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010005,6010005-2,2,6010005-2-1,1,6010005-2-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010005,6010005-4,4,6010005-4-1,1,6010005-4-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010017,5010017-1,1,5010017-1-1,1,5010017-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010017,5010017-2,2,5010017-2-1,1,5010017-2-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010004,5010004-1,1,5010004-1-1,1,5010004-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010004,5010004-2,2,5010004-2-1,1,5010004-2-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010004,5010004-3,3,5010004-3-1,1,5010004-3-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
4010001,4010001-1,1,4010001-1-1,1,4010001-1-1-1,Suction,Yes,No,Unknown,Yes,No,No,No,No,No,No,No,No,Unknown,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Unknown,,Double walled,No,Unknown,No
6010022,6010022-1,1,6010022-1-1,1,6010022-1-1-1,Pressure,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,,Double walled,No,Unknown,No
6010022,6010022-2,2,6010022-2-1,1,6010022-2-1-1,Pressure,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,,Double walled,No,Unknown,No
5010003,5010003-1,1,5010003-1-1,1,5010003-1-1-1,"Non-operational (e.g., fill line, vent line, gravity)",No,No,Unknown,No,No,No,No,No,No,No,Yes,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010003,5010003-2,2,5010003-2-1,1,5010003-2-1-1,"Non-operational (e.g., fill line, vent line, gravity)",No,No,Unknown,No,No,No,No,No,No,No,Yes,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010003,5010003-4,4,5010003-4-1,1,5010003-4-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,Yes,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
7010004,7010004-1,1,7010004-1-1,1,7010004-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010030,5010030-1,1,5010030-1-1,1,5010030-1-1-1,Other,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,,Single walled,No,No,No
5010030,5010030-2,2,5010030-2-1,1,5010030-2-1-1,Other,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,,Single walled,No,No,No
5010030,5010030-3,3,5010030-3-1,1,5010030-3-1-1,Other,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,,Single walled,No,No,No
5010030,5010030-4,4,5010030-4-1,1,5010030-4-1-1,Other,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,,Single walled,No,No,No
5010030,5010030-5,5,5010030-5-1,1,5010030-5-1-1,Other,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,,Single walled,No,No,No
5010030,5010030-6,6,5010030-6-1,1,5010030-6-1-1,Other,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,,Single walled,No,No,No
5010030,5010030-7,7,5010030-7-1,1,5010030-7-1-1,Other,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Unknown,,Single walled,No,No,No
1010023,1010023-1,1,1010023-1-1,1,1010023-1-1-1,Suction,No,Yes,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Unknown,,Single walled,No,No,No
8010011,8010011-1,1,8010011-1-1,1,8010011-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010011,8010011-2,2,8010011-2-1,1,8010011-2-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010011,8010011-3,3,8010011-3-1,1,8010011-3-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010011,8010011-4,4,8010011-4-1,1,8010011-4-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
8010017,8010017-1,1,8010017-1-1,1,8010017-1-1-1,Unknown,No,No,Unknown,No,No,No,No,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010035,6010035-1,1,6010035-1-1,1,6010035-1-1-1,Unknown,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
6010023,6010023-1,1,6010023-1-1,1,6010023-1-1-1,Pressure,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Yes,No
6010023,6010023-2,2,6010023-2-1,1,6010023-2-1-1,Pressure,No,No,Unknown,No,No,No,No,No,Yes,No,No,No,Unknown,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Yes,No
5010022,5010022-1,1,5010022-1-1,1,5010022-1-1-1,Unknown,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010022,5010022-2,2,5010022-2-1,1,5010022-2-1-1,Unknown,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
5010022,5010022-3,3,5010022-3-1,1,5010022-3-1-1,Unknown,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,No,No,No,Unknown,,Unknown,No,Unknown,Yes
1000002,1000002-1,1,1000002-1-1,1,1000002-1-1-1,Other,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,Unknown,,Single walled,No,No,No
1000002,1000002-2,2,1000002-2-1,1,1000002-2-1-1,Other,No,No,Unknown,No,No,No,Yes,No,No,No,No,No,Unknown,No,No,No,No,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,Unknown,,Single walled,No,No,No
