FacilityID,TankID,TankName,TankLocation,TankStatus,FederallyRegulated,FieldConstructed,EmergencyGenerator,AirportHydrantSystem,MultipleTanks,TankClosureDate,TankInstallationDate,CompartmentalizedUST,NumberOfCompartments,TankMaterialDescription,TankCorrosionProtectionSacrificialAnode,TankCorrosionProtectionImpressedCurrent,TankCorrosionProtectionCathodicNotRequired,TankCorrosionProtectionInteriorLining,TankCorrosionProtectionOther,TankCorrosionProtectionUnknown,TankSecondaryContainment,CertOfInstallation,CertOfInstallationOther,DispenserID,DispenserUDC,DispenserUDCWallType
2537249,18880,2019-2-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,Yes,2,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2537311,13622,1997-4,Underground (entirely buried),ACTIVE,Yes,Unknown,Yes,Unknown,No,,1997.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2537311,13624,2002-6,Underground (entirely buried),ACTIVE,Yes,Unknown,Yes,Unknown,No,,2002.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2537311,13625,2004-11,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,2004.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2537311,13626,2004-7,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2004.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2537311,13627,2005-12,Underground (entirely buried),ACTIVE,Yes,Unknown,Yes,Unknown,No,,2005.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2537311,13629,2005-3,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2005.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2537530,13642,1990-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1990.0,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2537530,13644,1990-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1990.0,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2537530,13645,1990-4-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1990.0,Yes,2,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2538511,13649,1983-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1983.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2538585,13652,1993-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1993.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2538585,13653,2002-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2002.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2538619,13654,1974-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1974.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2539336,13655,1974-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1974.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2539712,16263,2000-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2542279,13661,1996-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1996.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2542427,18668,1984,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2542494,13662,1974-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1974.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2542500,13663,1956-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1956.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2542733,19297,2022-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2542935,13669,1975-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1975.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2544571,13677,2000-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2000.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2544571,13678,2000-3,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2000.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2544571,13679,2005-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2005.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2545595,13681,1996-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1996.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2545944,13685,1966-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1966.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2545963,18670,1971-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2548039,13686,1976-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1976.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2548755,13692,1998-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1998.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2548755,13693,1998-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1998.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2549088,13695,1996-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1996.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2549428,13702,1990-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1990.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2549428,13703,1990-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1990.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2549428,13704,1996-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1996.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2549566,13705,1971-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1971.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2570341,13708,2001-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2001.0,No,1,,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2570341,13709,2001-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2001.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2575256,13721,1996-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1996.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2577166,13726,1971-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1971.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2592289,13729,1966-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1966.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2592315,13730,1964-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1964.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2592340,13731,1979-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1979.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2635577,13732,1971-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1971.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2639327,13736,1993RC95-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1993.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2639327,13737,1995-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1995.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2639327,13738,1995-3-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1995.0,Yes,2,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2654502,13759,1994-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1994.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2654502,13760,1994-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1994.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2654502,13761,1994-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1994.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2654502,18359,2016-4,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2654502,18411,2016-DEF,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2654511,13763,1949-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1949.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2663330,13775,2000-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2000.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2663330,13776,2000-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,2000.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2732577,13780,1998-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1998.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2763352,13784,1991-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1991.0,Yes,2,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2856440,13790,1998-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1998.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2856440,13791,1998-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1998.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2879313,16491,2009-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2935259,13807,1996-1-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1996.0,Yes,2,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2935316,13810,1997-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1997.0,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2935481,18501,2017-1-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,Yes,2,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2935481,18502,2017-2-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,Yes,2,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2959363,13836,1996-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1996.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2959363,13837,1996-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1996.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2959363,13838,1996-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1996.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
2959645,13839,1974-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1974.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2959759,18248,2016-1-2-M,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,Yes,,,Yes,2,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2959759,18249,2016-2-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,Yes,,,Yes,2,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2963279,18563,2017-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
2971066,13846,1979-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1979.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2971070,13847,1974-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1974.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2972022,13848,1979-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1979.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2972500,13851,1971-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1971.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3264561,13858,1996-1-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1996.0,Yes,2,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
3339733,18655,2018-1-2-M,Aboveground (tank bottom abovegrade),ACTIVE,Yes,Unknown,No,Unknown,Yes,,,Yes,2,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
3339733,18656,2018-2,Aboveground (tank bottom abovegrade),ACTIVE,Yes,Unknown,No,Unknown,No,,,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
3339755,17700,2013-1,Aboveground (tank bottom abovegrade),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Protected steel,No,No,No,No,Yes,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
3342420,13866,1992-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1992.0,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
3346040,17745,2014-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
3346040,17746,2014-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,Yes,2,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
3346501,13882,1947-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1947.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3346501,13883,1947-2,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1947.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3346835,17515,2013-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
3346835,17516,2013-2-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,Yes,2,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
3346835,17517,2013-3,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
3346835,17518,2013-4,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Fiberglass reinforced plastic,No,No,Yes,No,No,Unknown,Double wall,Unknown,Unknown,Unknown,Unknown,Unknown
3347316,13896,1936-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1936.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3347745,13901,2003-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,2003.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
3347745,13902,2003-2-M,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,Yes,,2003.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
3347745,13903,2003-3-M,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,Yes,,2003.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
3347745,13904,2003-4,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,2003.0,No,1,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
3348056,13916,1994-1-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1994.0,Yes,2,Fiberglass jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
3487936,13919,1976-1,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,1976.0,No,1,Unprotected Steel,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3524433,13922,1998-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1998.0,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
3621517,13929,1993-1,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1993.0,No,1,Fiberglass jacketed steel lined,No,No,Yes,Yes,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
3621517,13930,1993-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1993.0,No,1,Fiberglass jacketed steel lined,No,No,Yes,Yes,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
3621517,16262,1993-3,Underground (entirely buried),ACTIVE,No,Unknown,No,Unknown,No,,,No,1,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
3621556,13934,1995-1-2,Underground (entirely buried),ACTIVE,Yes,Unknown,No,Unknown,No,,1995.0,Yes,2,Polyethylene jacketed steel,No,No,Yes,No,No,Unknown,Jacketed,Unknown,Unknown,Unknown,Unknown,Unknown
