FacilityID,FacilityName,OwnerType,FacilityType1,FacilityType2,FacilityAddress1,FacilityAddress2,FacilityCity,FacilityCounty,FacilityZipCode,FacilityState,FacilityEPARegion,FacilityTribalSite,FacilityTribe,FacilityLatitude,FacilityLongitude,FacilityCoordinateSource,FacilityOwnerCompanyName,FacilityOperatorCompanyName,FinancialResponsibilityObtained,FinancialResponsibilityBondRatingTest,FinancialResponsibilityCommercialInsurance,FinancialResponsibilityGuarantee,FinancialResponsibilityLetterOfCredit,FinancialResponsibilityLocalGovernmentFinancialTest,FinancialResponsibilityRiskRetentionGroup,FinancialResponsibilitySelfInsuranceFinancialTest,FinancialResponsibilityStateFund,FinancialResponsibilitySuretyBond,FinancialResponsibilityTrustFund,FinancialResponsibilityOtherMethod,USTReportedRelease,AssociatedLUSTID,DispenserID,DispenserUDC,DispenserUDCWallType
3-000230,Shore Stop #262 (Former) Middletown,Private Organization,Retail fuel sales (non-marina),,1332 Middletown Warwick Road,,Middletown,New Castle,19709,DE,3,,,39.4152,-75.7659,Map interpolation,DelDOT,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1209077,,,
3-000231,Texaco Harvey Newton,Private Organization,Retail fuel sales (non-marina),,2201 DuPont Highway ,,Middletown,New Castle,19709,DE,3,,,39.5242,-75.6492,Map interpolation,HufCal Calotex Of Delaware,,No,,,,,,,,No,,,,Yes,N8802001,,,
3-000233,Wawa Food Market #814,Private Organization,Retail fuel sales (non-marina),,1701 Pulaski Highway,,Bear,New Castle,19701,DE,3,,,39.618755,-75.69575,Map interpolation,Wawa Inc,,No,,,,,,,,No,,,,Yes,N0001015,,,
3-000234,Wawa Food Market #812,Private Organization,Retail fuel sales (non-marina),,800 Newport Pike,,Newport,New Castle,19804,DE,3,,,39.722825,-75.594413,Map interpolation,Wawa Inc,,No,,,,,,,,No,,,,Yes,N0712134,,,
3-000235,Wawa Food Market #813,Person,Retail fuel sales (non-marina),,1815 Philadelphia Pike,,Wilmington,New Castle,19809,DE,3,,,39.788222,-75.47483,Map interpolation,"Goldberg, Joseph G",,No,,,,,,,,No,,,,,,,,
3-000236,Cumberland Farms Inc,Private Organization,Retail fuel sales (non-marina),,Basin Road & Notre Dame Avenue,,New Castle,New Castle,19720,DE,3,,,39.671172,-75.583488,Map interpolation,Cumberland Farms,,No,,,,,,,,No,,,,Yes,N0101002,,,
3-000237,New Castle Gulf- PMG 2516,Private Organization,Retail fuel sales (non-marina),,1703 Wilmington Road,,New Castle,New Castle,19720,DE,3,,,39.6843,-75.5582,Map interpolation,"Pmig Dpnj, Llc",,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1712161,,,
3-000238,Cumberland Farms Inc Newark,Private Organization,Retail fuel sales (non-marina),,2480 Glasgow Avenue,,Newark,New Castle,19702,DE,3,,,39.602408,-75.744641,Map interpolation,Cumberland Farms,,No,,,,,,,,No,,,,Yes,N1107125,,,
3-000239,New Castle Gulf- PMG 2515,Private Organization,Retail fuel sales (non-marina),,752 Basin Road,,New Castle,New Castle,19720,DE,3,,,39.6906,-75.5973,Map interpolation,"Pmig Cf, Llc",,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1612219,,,
3-000240,Cumberland Farms Inc,Private Organization,Retail fuel sales (non-marina),,1706 Kirkwood Highway,,Wilmington,New Castle,19805,DE,3,,,39.738147,-75.606708,Map interpolation,Cumberland Farms,,No,,,,,,,,No,,,,Yes,N1505029,,,
3-000241,Cumberland Farms Inc Newport,Private Organization,Retail fuel sales (non-marina),,2136 West Newport Pike,,Wilmington,New Castle,19804,DE,3,,,39.715011,-75.641683,Map interpolation,Cumberland Farms,,Yes,NO,NO,NO,NO,NO,,YES,No,NO,NO,,Yes,N1507063,,,
3-000242,Cumberland Farms Inc Claymont,Private Organization,Retail fuel sales (non-marina),,3310 Philadelphia Pike,,Claymont,New Castle,19703,DE,3,,,39.808436,-75.460194,Map interpolation,Cumberland Farms,,Yes,NO,NO,NO,NO,NO,,YES,No,NO,NO,,Yes,N9801019,,,
3-000243,Speedway #2814,Private Organization,Retail fuel sales (non-marina),,506 DuPont Highway,,New Castle,New Castle,19720,DE,3,,,39.6831,-75.5872,Map interpolation,Speedway LLC,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N0207053,,,
3-000244,Speedway #2813,Private Organization,Retail fuel sales (non-marina),,5801 Kirkwood Highway,,Wilmington,New Castle,19808,DE,3,,,39.7142,-75.6759,Map interpolation,Speedway LLC,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1505044,,,
3-000245,Speedway #2815,Private Organization,Retail fuel sales (non-marina),,207 South Market Street,,Wilmington,New Castle,19801,DE,3,,,39.7341,-75.5562,Map interpolation,Speedway LLC,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1001012,,,
3-000246,All Stop,Private Organization,Retail fuel sales (non-marina),,5 Brookmont Drive,,Newark,New Castle,19702,DE,3,,,39.622611,-75.687908,Map interpolation,Anoud Corporation DBA All Stop,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1304034,,,
3-000247,One Stop Shop,Private Organization,Retail fuel sales (non-marina),,455 W Main Street ,,Middletown,New Castle,19709,DE,3,,,39.4496,-75.7246,Map interpolation,Regent Investments,,No,,,,,,,,No,,,,Yes,N9212292,,,
3-000248,Sunoco 80016096-09125550 Odessa,Private Organization,Retail fuel sales (non-marina),,412 North 6th Street,,Odessa,New Castle,19730,DE,3,,,39.46,-75.6585,Map interpolation,"Sunoco Retail, LLC",,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1909087,,,
3-000249,Sunoco 0330/1918 Wilmington,Private Organization,Retail fuel sales (non-marina),,1500 Kirkwood Highway,,Wilmington,New Castle,19805,DE,3,,,39.7386,-75.6039,Map interpolation,"Ambe Real Estate, LLC","Ambe Real Estate, LLC",Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N0409108,,,
3-000251,Ridge Road Fuels,Private Organization,Retail fuel sales (non-marina),,1000 Ridge Road,,Claymont,New Castle,19703,DE,3,,,39.8146,-75.4406,Map interpolation,MacDade Realty LLC,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1610174,,,
3-000252,SAC Tire Service Inc,Private Organization,Retail fuel sales (non-marina),,307 Ridge Road,,Claymont,New Castle,19703,DE,3,,,39.812986,-75.443541,Map interpolation,SAC Tire Service,,No,,,,,,,,No,,,,Yes,N1503015,,,
3-000253,Henry E King Jr,Person,Retail fuel sales (non-marina),,1547 Pulaski Highway,,Bear,New Castle,19701,DE,3,,,39.621741,-75.687469,Map interpolation,"King Jr, Henry E",,No,,,,,,,,No,,,,Yes,N9710175,,,
3-000254,Holly Oak Service,Private Organization,Retail fuel sales (non-marina),,1516 Philadelphia Pike,,Wilmington,New Castle,19809,DE,3,,,39.784763,-75.477822,Map interpolation,Holly Oak Service,,No,,,,,,,,No,,,,Yes,N9112301,,,
3-000255,Transit Services,Private Organization,Commercial,,1227 East 15th Street,,Wilmington,New Castle,19802,DE,3,,,39.744033,-75.530636,Map interpolation,Transit Services,,No,,,,,,,,No,,,,Yes,N9306118,,,
3-000256,Tavani Service Station,Private Organization,Retail fuel sales (non-marina),,1916 West 4th Street,,Wilmington,New Castle,19805,DE,3,,,39.748891,-75.572637,Map interpolation,Tavani Service Station,,No,,,,,,,,No,,,,Yes,N0402040,,,
3-000257,Kirkwood Mobil Wilmington,Private Organization,Retail fuel sales (non-marina),,3724 Kirkwood Highway,,Wilmington,New Castle,19808,DE,3,,,39.731975,-75.642511,Map interpolation,JS Tire,,No,NO,NO,NO,NO,NO,,NO,No,NO,NO,,Yes,N8806019,,,
3-000258,Shore Stop #267 Wilmington,Private Organization,Retail fuel sales (non-marina),,1907 Centerville Road,,Wilmington,New Castle,19805,DE,3,,,39.739,-75.6233,Map interpolation,"GPM1, LLC",,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1904037,,,
3-000259,Holly Oil Co,Private Organization,Other,,931 South Chapel Street,,Newark,New Castle,19713,DE,3,,,39.655228,-75.734614,Map interpolation,Holly Oil,,No,,,,,,,,No,,,,,,,,
3-000260,Als Place,Private Organization,Retail fuel sales (non-marina),,3783 DuPont Highway,,Townsend,New Castle,19734,DE,3,,,39.407502,-75.661774,Map interpolation,Als Place,,No,,,,,,,,No,,,,Yes,N9703029,,,
3-000261,AK Family Restaurant,Person,Commercial,,102 Marrows Road,,Newark,New Castle,19711,DE,3,,,39.664698,-75.727111,Map interpolation,"Reusch, Anne ",,No,,,,,,,,No,,,,Yes,N9511272,,,
3-000262,Stadium Citgo,Private Organization,Retail fuel sales (non-marina),,610 South College Avenue,,Newark,New Castle,19713,DE,3,,,39.66145,-75.752236,Map interpolation,Boulden Inc,,No,,,,,,,,No,,,,,,,,
3-000263,Gas 101 dba Speedy Gas,Person,Retail fuel sales (non-marina),,1205 Capitol Trail,,Newark,New Castle,19711,DE,3,,,39.6972,-75.7123,Map interpolation,"Singh, Gurinder (Ricky) ",,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N9902025,,,
3-000264,Hockessin Shell,Private Organization,Retail fuel sales (non-marina),,7441 Lancaster Pike,,Hockessin,New Castle,19707,DE,3,,,39.7895,-75.6967,Map interpolation,Chuckles LLC,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N2311044,,,
3-000265,Former Hess Station,State Organization,Retail fuel sales (non-marina),,909 Pulaski Highway,,Bear,New Castle,19701,DE,3,,,39.637391,-75.652669,Map interpolation,Delaware (State Of) Department of Transportation - Bear Christiana,,No,,,,,,,,No,,,,Yes,N8708050,,,
3-000266,Speedy Gas - Elsmere,Private Organization,Retail fuel sales (non-marina),,615 Kirkwood Highway,,Wilmington,New Castle,19805,DE,3,,,39.739,-75.5927,Map interpolation,"Elsmere Speedy, Inc",,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1908085,,,
3-000267,AH Angerstein Inc,Private Organization,Commercial,,315 New Road,,Wilmington,New Castle,19805,DE,3,,,39.740708,-75.588849,Map interpolation,A H Angerstein,"Giles, Patrick ",No,,,,,,,,No,,,,Yes,N9807111,,,
3-000268,7-Eleven Store #33102,Private Organization,Retail fuel sales (non-marina),,235 East Delaware Avenue,,Newark,New Castle,19711,DE,3,,,39.682066,-75.746097,Map interpolation,7-Eleven Inc,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1801008,,,
3-000269,Joes Service,Private Organization,Retail fuel sales (non-marina),,707 South Union Street,,Wilmington,New Castle,19805,DE,3,,,39.741484,-75.582631,Map interpolation,Del Campo Baking,,No,,,,,,,,No,,,,Yes,N9105095,,,
3-000270,S&R Service Inc,Private Organization,Retail fuel sales (non-marina),,501 Capitol Trail,,Newark,New Castle,19711,DE,3,,,39.690852,-75.729033,Map interpolation,Schwab,,No,,,,,,,,No,,,,Yes,N9710163,,,
3-000271,Shellhorn & Hill Inc,Private Organization,Retail fuel sales (non-marina),,501 South Market Street,,Wilmington,New Castle,19801,DE,3,,,39.733339,-75.556729,Map interpolation,Shellhorn & Hill,,No,,,,,,,,No,,,,Yes,N0803025,,,
3-000272,Boulden Inc,Private Organization,Bulk plant storage/petroleum distributor,,540 Old Barksdale Road,,Newark,New Castle,19711,DE,3,,,39.6782,-75.7625,Map interpolation,Boulden Inc,"Boulden, Mike ",No,,,,,,,,No,,,,Yes,N0511107,,,
3-000273,Certified Auto Service,Person,Retail fuel sales (non-marina),,3201 Concord Pike,,Wilmington,New Castle,19803,DE,3,,,39.800552,-75.547719,Map interpolation,"Mais, Walter ",,No,,,,,,,,No,,,,Yes,N9108188,,,
3-000274,Hilltop Mobil,Private Organization,Retail fuel sales (non-marina),,194 S. DuPont Highway,,New Castle,New Castle,19720,DE,3,,,39.659431,-75.610272,Map interpolation,Interstate Fuel,,No,,,,,,,,No,,,,Yes,N9402056,,,
3-000275,Eagle Fuel,Private Organization,Retail fuel sales (non-marina),,2003 Kirkwood Highway,,Wilmington,New Castle,19805,DE,3,,,39.7387,-75.608,Map interpolation,Sami Trademark LLC,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N9902052,,,
3-000276,Tackle Box,Person,Retail fuel sales (non-marina),,401 South DuPont Highway,,New Castle,New Castle,19720,DE,3,,,39.647783,-75.622827,Map interpolation,"Piascik, M ",,No,,,,,,,,No,,,,,,,,
3-000277,Liberty Gas Station,Private Organization,Retail fuel sales (non-marina),,1816 Lancaster Avenue,,Wilmington,New Castle,19805,DE,3,,,39.746,-75.5735,Map interpolation,1816 Liberty Petroleum Inc.,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1705062,,,
3-000278,Shorts Garage Inc,Private Organization,Retail fuel sales (non-marina),,999 South Market Street,,Wilmington,New Castle,19801,DE,3,,,39.722997,-75.516666,Map interpolation,Shorts Garage,,No,,,,,,,,No,,,,,,,,
3-000279,E Hollingsworth Co,Private Organization,Bulk plant storage/petroleum distributor,,3410 Old Capitol Trail,PO Box 5461,Wilmington,New Castle,19808,DE,3,,,39.7305,-75.6265,Map interpolation,EJ Hollingsworth,,No,,,,,,,,No,,,,Yes,N0607079,,,
3-000280,301 Truck Plaza  ,Private Organization,Retail fuel sales (non-marina),,921 Middletown Warwick Road,,Middletown,New Castle,19709,DE,3,,,39.4387,-75.7519,Map interpolation,"Opportunity Fund Group, LLC",,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N2309041,,,
3-000281,E&P Market,Private Organization,Retail fuel sales (non-marina),,6122 Summit Bridge Road,,Townsend,New Castle,19734,DE,3,,,39.392558,-75.677366,Map interpolation,Lockhart Market,,No,,,,,,,,No,,,,Yes,N9506127,,,
3-000282,Isaacs Inc,Private Organization,Commercial,,412 W. 8th  Street,,Wilmington,New Castle,19801,DE,3,,,39.7448,-75.5532,Map interpolation,Isaacs,,No,,,,,,,,No,,,,Yes,N8908268,,,
3-000283,896 Deli,Private Organization,Commercial,,2405 Pulaski Highway,,Newark,New Castle,19702,DE,3,,,39.605819,-75.745891,Map interpolation,896 Deli,,No,,,,,,,,No,,,,Yes,N8505009,,,
3-000284,Former Bantam Market,Private Organization,Retail fuel sales (non-marina),,905 East Basin Rd,,New Castle,New Castle,19720,DE,3,,,39.6647,-75.5788,Map interpolation,Paradee Oil,,No,,,,,,,,No,,,,Yes,N9807101,,,
3-000285,Watson Oil Co,Person,Other,,5916 Summit Bridge Road,,Townsend,New Castle,19734,DE,3,,,39.401661,-75.689691,Map interpolation,"Watson, Kathleen D",,No,,,,,,,,No,,,,Yes,N9601014,,,
3-000286,Sals Auto Service Inc Wilmington,Person,Retail fuel sales (non-marina),,3000 Lancaster Avenue,,Wilmington,New Castle,19805,DE,3,,,39.751,-75.5851,Map interpolation,"Panariello, Salvatore ","Panariello, Salvatore ",Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1403012,,,
3-000287,Joseph T Hardy & Son Inc,Private Organization,Contractor,,425 Old Airport Road,,New Castle,New Castle,19720,DE,3,,,39.698613,-75.615708,Map interpolation,Hardy Realty,,No,,,,,,,,No,,,,Yes,N9608153,,,
3-000288,Jones Atlantic,Person,Retail fuel sales (non-marina),,301 Philadelphia Pike,,Wilmington,New Castle,19809,DE,3,,,39.766647,-75.509108,Map interpolation,"Jones, Phillip ",,No,,,,,,,,No,,,,Yes,N0203019,,,
3-000289,King Star,Private Organization,Retail fuel sales (non-marina),,2711 Lancaster Avenue,,Wilmington,New Castle,19805,DE,3,,,39.7503,-75.5823,Map interpolation,King Petroleum Inc,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1908072,,,
3-000290,Schagrin Gas Company,Private Organization,Other,,1000 North Broad Street,,Middletown,New Castle,19709,DE,3,,,39.461163,-75.720883,Map interpolation,Schagrin Gas,,No,,,,,,,,No,,,,,,,,
3-000291,John W Hentkowski Inc,Private Organization,Commercial,,3420 Old Capitol Trail,,Wilmington,New Castle,19808,DE,3,,,39.731274,-75.627674,Map interpolation,John W Hentkowski,,No,,,,,,,,No,,,,,,,,
3-000292,Baker Petroleum Transporation,Private Organization,Other,,30 Pyles Lane,,New Castle,New Castle,19720,DE,3,,,39.713175,-75.545072,Map interpolation,Baker Petroleum Transporation,,No,,,,,,,,No,,,,Yes,N9202033,,,
3-000293,BP Service Station #718 See also 3-001056 Claymont Speedy,Person,Retail fuel sales (non-marina),,1609 Philadelphia Pike ,,Wilmington,New Castle,19809,DE,3,,,39.7858,-75.4775,Map interpolation,"Delgado, Edgardo ",,No,,,,,,,,No,,,,,,,,
3-000294,Sunoco80009778-05202064 Wilmington,Private Organization,Retail fuel sales (non-marina),,1701 Pennsylvania Avenue,,Wilmington,New Castle,19806,DE,3,,,39.755,-75.565,Map interpolation,"Sunoco Retail, LLC",,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1105095,,,
3-000295,Wilmington Hospital,Private Organization,Hospital (or other medical),,501 West 14th Street,,Wilmington,New Castle,19801,DE,3,,,39.751683,-75.549501,Map interpolation,Christiana Care Health System,"Smallwood, Chuck ",Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N2004028,,,
3-000296,Gas & Go BP Service Station Same as 3-001660,State Organization,Retail fuel sales (non-marina),,331 Red Mill Road,,Newark,New Castle,19713,DE,3,,,39.6793,-75.6956,Map interpolation,Delaware (State Of) Department of Transportation - Bear Christiana,,No,,,,,,,,No,,,,Yes,N8708049,,,
3-000297,BP Service Station #229,Private Organization,Retail fuel sales (non-marina),,2701 Lancaster Avenue,,Wilmington,New Castle,19805,DE,3,,,39.750278,-75.58228,Map interpolation,Crown Central Petroleum,,No,,,,,,,,No,,,,Yes,N9105097,,,
3-000298,Joe & Tonys Service Inc Claymont,Private Organization,Retail fuel sales (non-marina),,3209 Philadelphia Pike,,Claymont,New Castle,19703,DE,3,,,39.799363,-75.462247,Map interpolation,Joe & Tonys Service,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1210088,,,
3-000299,Claymont Gulf- PMG 2514,Private Organization,Retail fuel sales (non-marina),,698 Naamans Road,,Claymont,New Castle,19703,DE,3,,,39.8167,-75.4588,Map interpolation,"Pmig Dpnj, Llc",,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N0307042,,,
3-000300,Cumberland Gulf #122399 Newark,Private Organization,Retail fuel sales (non-marina),,2394 Pulaski Highway,,Newark,New Castle,19702,DE,3,,,39.604519,-75.744552,Map interpolation,Cumberland Farms,,No,,,,,,,,No,,,,Yes,N0405058,,,
3-000301,Cumberland Farms #0715 Hockessin,Private Organization,Retail fuel sales (non-marina),,7366 Lancaster Pike,,Hockessin,New Castle,19707,DE,3,,,39.788208,-75.695352,Map interpolation,Cumberland Farms,"Jopson, Michael ",No,,,,,,,,No,,,,Yes,N0606061,,,
3-000302,896 Gulf Service Station Newark,Private Organization,Retail fuel sales (non-marina),,1107 South College Avenue,,Newark,New Castle,19713,DE,3,,,39.651438,-75.749283,Map interpolation,Cumberland Farms,,No,,,,,,,,No,,,,Yes,N0912113,,,
3-000303,Buena Vista Gulf Cumberland Farms,Private Organization,Retail fuel sales (non-marina),,616 DuPont Highway,,New Castle,New Castle,19720,DE,3,,,39.635394,-75.63063,Map interpolation,Cumberland Farms,,No,,,,,,,,No,,,,Yes,N9508199,,,
3-000304,Manor Park Gulf,Private Organization,Retail fuel sales (non-marina),,1609 DuPont Highway,,New Castle,New Castle,19720,DE,3,,,39.693602,-75.578991,Map interpolation,Cumberland Farms,,No,,,,,,,,No,,,,Yes,N9506116,,,
3-000305,Super Gas,Private Organization,Retail fuel sales (non-marina),,3006 New Castle Avenue,,New Castle,New Castle,19720,DE,3,,,39.6997,-75.5521,Map interpolation,"Mid Atlantic Investments, Inc.",,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N0805043,,,
3-000306,Wilmington Gulf- PMG 2513,Private Organization,Retail fuel sales (non-marina),,1801 Concord Pike & Murphy Road,,Wilmington,New Castle,19803,DE,3,,,39.7859,-75.5456,Map interpolation,"Pmig Dpnj, Llc",,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N0804034,,,
3-000307,Cumberland Farms #122419,Private Organization,Retail fuel sales (non-marina),,4601 Kirkwood Highway,,Wilmington,New Castle,19808,DE,3,,,39.723986,-75.658952,Map interpolation,Cumberland Farms,,No,,,,,,,,No,,,,Yes,N0808087,,,
3-000308,C&B Markets Wilmington,Private Organization,Retail fuel sales (non-marina),,1700 Marsh Road,,Wilmington,New Castle,19810,DE,3,,,39.7997,-75.5062,Map interpolation,Cumberland Farms,"Larson, Chris ",Yes,NO,NO,NO,NO,NO,,YES,No,NO,NO,,Yes,N1306056,,,
3-000309,South Bridge BP,Private Organization,Retail fuel sales (non-marina),,201 South Heald Street,,Wilmington,New Castle,19801,DE,3,,,39.7319,-75.5423,Map interpolation,"YOK, LLC",,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N0701005,,,
3-000310,Northeast Liberty Gas,Private Organization,Retail fuel sales (non-marina),,1401 Northeast Boulevard,,Wilmington,New Castle,19802,DE,3,,,39.7451,-75.5335,Map interpolation,"K and Z, Inc.",,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N2309037,,,
3-000311,Shore Stop #298,Private Organization,Retail fuel sales (non-marina),,704 Philadelphia Pike,,Wilmington,New Castle,19809,DE,3,,,39.7699,-75.5014,Map interpolation,GPM Investments LLC,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1812104,,,
3-000312,Waynes Chevron Services,Person,Retail fuel sales (non-marina),,4801 Governor Printz Boulevard,,Wilmington,New Castle,19809,DE,3,,,39.754241,-75.501808,Map interpolation,"Coe, Wayne O",,No,,,,,,,,No,,,,Yes,N9308155,,,
3-000313,Traders Gulf,Person,Retail fuel sales (non-marina),,DuPont Highway,,Odessa,New Castle,19730,DE,3,,,39.456541,-75.660328,Map interpolation,"Bonneville, Dorothy ",,No,,,,,,,,No,,,,Yes,N9209221,,,
3-000314,Georgia Pacific Wallboard Port of Wilmington,Private Organization,Industrial,,2 Hausel Rd ,,Wilmington,New Castle,19801,DE,3,,,39.7168,-75.5307,Map interpolation,Georgia Pacific,,No,,,,,,,,No,,,,Yes,N9212280,,,
3-000315,Lancaster Pike BP #1285,Private Organization,Retail fuel sales (non-marina),,4001 Lancaster Pike,,Wilmington,New Castle,19805,DE,3,,,39.7561,-75.597,Map interpolation,GPM Investments LLC,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1903034,,,
3-000316,Phils Auto Repair,Private Organization,Auto dealership/auto maintenance & repair,,600 Greenhill Avenue,,Wilmington,New Castle,19805,DE,3,,,39.753716,-75.578849,Map interpolation,Phils Auto Repair,,No,,,,,,,,No,,,,,,,,
3-000317,Kirkwood Service Center,Person,Retail fuel sales (non-marina),,371 Red Lion Road,,Kirkwood,New Castle,19708,DE,3,,,39.570733,-75.697505,Map interpolation,"McConnell, Brett ",,No,,,,,,,,No,,,,Yes,N9402034,,,
3-000318,Castle Hills BP #1292,Private Organization,Retail fuel sales (non-marina),,1713 Wilmington Road,,New Castle,New Castle,19720,DE,3,,,39.6837,-75.5583,Map interpolation,GPM Investments LLC,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N0806064,,,
3-000319,Former Smokeys Gulf Service Inc,Private Organization,Retail fuel sales (non-marina),,48 East Main Street,,Middletown,New Castle,19709,DE,3,,,39.449533,-75.715324,Map interpolation,Smokeys Gulf Service,,No,,,,,,,,No,,,,Yes,N9205143,,,
3-000320,Townsend BP,Person,Retail fuel sales (non-marina),,3622 South DuPont Parkway,,Townsend,New Castle,19734,DE,3,,,39.416955,-75.658324,Map interpolation,"Lacinski III, Walter J",,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1408061,,,
3-000321,Hockessin Exxon #25351 Hockessin,Private Organization,Retail fuel sales (non-marina),,7351 Lancaster Pike,,Hockessin,New Castle,19707,DE,3,,,39.7884,-75.694,Map interpolation,Exxon Mobil C/O Gilbarco Veeder-Root,,No,,,,,,,,No,,,,Yes,N0610114,,,
3-000322,Bear Transmission,Person,Retail fuel sales (non-marina),,807 Pulaski Highway,,Bear,New Castle,19701,DE,3,,,39.641805,-75.645223,Map interpolation,"Salter, Dallas ",,No,,,,,,,,No,,,,Yes,N9208217,,,
3-000323,SMO #292,Private Organization,Retail fuel sales (non-marina),,3700 Philadelphia Pike,,Claymont,New Castle,19703,DE,3,,,39.8044,-75.4537,Map interpolation,The Wills Group,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1806055,,,
3-000324,Delaware Center for Contemporary Arts,Private Organization,Commercial,,200 South Madison Street,,Wilmington,New Castle,19899,DE,3,,,39.737788,-75.560136,Map interpolation,Riverfront Development,,No,,,,,,,,No,,,,Yes,N0011138,,,
3-000325,Delaware Turnpike Exxon,Private Organization,Retail fuel sales (non-marina),,1200 Whitaker Road,,Newark,New Castle,19702,DE,3,,,39.6638,-75.688908,Map interpolation,Delaware Turnpike Exxon,,No,,,,,,,,No,,,,Yes,N9205151,,,
3-000326,JMM Inc. t/da Deerhurst Exxon,Private Organization,Retail fuel sales (non-marina),,800 Foulk Road,,Wilmington,New Castle,19803,DE,3,,,39.789333,-75.532594,Map interpolation,JMM tda Deerhurst Exxon,"MacIejczyk, John ",Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1502010,,,
3-000327,Foulk Road BP,Private Organization,Retail fuel sales (non-marina),,2307 Foulk Road,,Wilmington,New Castle,19810,DE,3,,,39.8216,-75.5035,Map interpolation,GS Gas 2 LLC,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1408054,,,
3-000328,Former Hares Corner Exxon,Private Organization,Retail fuel sales (non-marina),,100 South DuPont Highway,,New Castle,New Castle,19720,DE,3,,,39.664847,-75.604019,Map interpolation,Exxon,,No,,,,,,,,No,,,,Yes,N9212296,,,
3-000329,SMO #286,Private Organization,Retail fuel sales (non-marina),,20 North James Street,,Newport,New Castle,19804,DE,3,,,39.714,-75.6093,Map interpolation,The Wills Group,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1407040,,,
3-000330,Miller Road BP #297,Private Organization,Retail fuel sales (non-marina),,3507 Miller Road,,Wilmington,New Castle,19802,DE,3,,,39.7678,-75.5353,Map interpolation,GPM Investments LLC,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N0608085,,,
3-000331,Avenue Gulf Michael Fusco,Private Organization,Retail fuel sales (non-marina),,1731 Pennslyvania Avenue,,Wilmington,New Castle,19806,DE,3,,,39.75535,-75.565622,Map interpolation,Michael Fusco,,No,,,,,,,,No,,,,Yes,N9801008,,,
3-000332,SMO #294,Private Organization,Retail fuel sales (non-marina),,263 East Chestnut Hill Road,,Newark,New Castle,19713,DE,3,,,39.661,-75.7367,Map interpolation,The Wills Group,,Yes,NO,YES,NO,NO,NO,,NO,No,NO,NO,,Yes,N1706080,,,
3-000333,SMO #281,Private Organization,Retail fuel sales (non-marina),,366 East Chestnut Hill Road,,Newark,New Castle,19713,DE,3,,,39.662906,-75.727038,Map interpolation,"SMO, Inc",,Yes,NO,NO,NO,YES,NO,,NO,No,NO,NO,,Yes,N0912103,,,
