facility_id,land_location_id,facility_desc,facilitystatus,created_by,created_date,updated_by,updated_date,tribe_owned,potential_abandoned,state_id_number,icis_number,frs_number
1,1,APACHE COUNTY ROAD DEPT.,Permanent Closed,,2014-02-10 19:05:27,,2017-02-02 10:15:39,FALSE,,,,
2,2,KAYENTA MOTORS AND SUPPLY,Permanent Closed,,2014-02-10 19:05:27,,2017-02-02 10:15:39,FALSE,,,,
3,3,CHEVRON CHINLE,Operating,,2014-02-10 19:05:27,,2017-02-02 10:15:39,FALSE,,,,
4,4,ALAMO NAVAJO COMMUNITY SCHOOL,Operating,,2014-02-10 19:05:27,,2017-02-02 10:15:39,FALSE,,,,
5,5,ADOT - GANADO MAINTENANCE FACILITY,Operating,,2014-02-10 19:05:27,,2017-02-02 10:15:39,FALSE,,,,
6,6,ADOT - CAMERON MAINTENANCE FACILITY,Permanent Closed,,2014-02-10 19:05:27,,2017-02-02 10:15:39,FALSE,,,,
7,7,TONALEA GENERAL STORE #510 (NEW RED LAKE TRADING POST),Operating,,2014-02-10 19:05:27,,2017-02-02 10:15:39,FALSE,,,,
8,8,BECLAHBETO TRADING POST,Permanent Closed,,2014-02-10 19:05:27,,2017-02-02 10:15:39,FALSE,,,,
9,9,BIA - BLDG. 851 - NAZLINI SCHOOL,Permanent Closed,,2014-02-10 19:05:27,,2017-02-02 10:15:39,FALSE,,,,
10,10,BIA - BLDG. 1000 - CHINLE AGENCY,Permanent Closed,,2014-02-10 19:05:27,,2017-02-02 10:15:39,FALSE,,,,
11,11,BIA - CHILCHINBETO DAY SCHOOL,Permanent Closed,,2014-02-10 19:05:27,,2017-02-02 10:15:39,FALSE,,,,
12,12,BIA - ENA - BRANCH OF FACILITY MGMT. (ALSO SITE OF FORMER POWER PLANT),Permanent Closed,,2014-02-10 19:05:27,,2017-02-02 10:15:39,FALSE,,,,
13,13,ADOT - NAVAJO SRINGS,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
14,14,BIA -  BRANCH OF FORESTRY,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
15,15,OLJATO TRADING POST,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
16,16,WALLY'S CHEVRON,Operating,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
17,17,BURCH'S TRADING POST,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
18,18,KENNETH CAYADITTO SERVICE STATION,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,Y,,,
19,19,PAINTED HILLS TRADING POST,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,Y,,,
20,20,PALMER MERCANTILE CO.(original site),Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,Y,,,
21,21,CEDAR RIDGE TRADING POST,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
22,22,NASCHITTI SCHOOL,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
23,23,CCSD #22 NEWCOMB BUS BARN,Operating,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
24,24,CHEVRON - SAINT MICHAEL'S,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
25,25,TSALIE LAKE PRE SCHOOL,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
26,26,MANY FARMS ELEMENTARY SCHOOL,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
27,27,"""CHINLE Unified School District 24, Transportation, Dept.""",Operating,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
28,28,CIRCLE K 1042,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
29,29,CIRCLE K STORE 1068,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
30,30,RED MESA TRADING CO.,Permanent Closed,,2014-02-10 19:05:28,LBRANDT,2021-11-03 12:54:41,FALSE,,,,
31,31,CHIEF CONOCO,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
32,32,SWIRE COCA COLA,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
33,33,CONSOLIDATE COAL - BURNHAM MINE,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
34,34,COPPERMINE TRADING POST,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,Y,,,
35,35,COVE TRADING POST,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,Y,,,
36,36,TSAIlE FINA,Operating,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
37,37,CHETO MINES,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,TRUE,,,,
38,38,"""Fort Courage, Inc.""",Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
39,39,THRIFTWAY 504 aka INDIAN WELLS TRADING POST,Operating,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
40,40,RED MESA #507 aka NASCHITTI TRADING POST,Operating,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
41,41,GANADO UNIFED SCHOOL DISTRICT,Operating,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
42,42,GOULDING TRADING POST,Permanent Closed,,2014-02-10 19:05:28,SPLATUK,2021-06-04 19:56:02,FALSE,,,,
43,43,Kayenta Fina Station,Operating,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
44,44,GIANT FOUR CORNERS 108 dba CONOCO AKA FT DEFIANCE FINA #108,Operating,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
45,45,TSAILE ELEMENTARY SCHOOL,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
46,46,DINE' COLLEGE,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
47,47,CASTLE BUTTE TRADING POST,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,TRUE,,,,
48,48,RAYTHEON MISSILE SYSTEMS CO,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
49,49,IHS - KAYENTA PUBLIC HEALTH SERVICE,Permanent Closed,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
50,50,NORTHERN NAVAJO MEDICAL CENTER,Operating,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
51,51,JUNCTION ENTERPRISES (CHEVRON) aka Cameron Mini Mart/EXXON,Operating,,2014-02-10 19:05:28,,2017-02-02 10:15:39,FALSE,,,,
52,52,KAIBETO MARKET/KAIBITO MARKET/PATTERSON FACILITY,Permanent Closed,,2014-02-10 19:05:28,RJAMISON,2019-04-04 18:53:46,FALSE,,,,
53,53,KAYENTA UNIFIED SCHOOL DISTRICT BUS BARN,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
54,54,RIVER VIEW TEXACO SERVICE STATION,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
55,55,SUPER K CHEVRON,Operating,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
56,56,MARIANO LAKE TRADING POST,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,Y,,,
57,57,TEEC NOS POS TRADING POST,Operating,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
58,58,"""MILTON MONTANO, LESSEE""",Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,Y,,,
59,59,MEXICAN WATER TRADING POST aka THRIFTWAY 901 or 511,Operating,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
60,60,Navajo Country Express,Permanent Closed,,2014-02-10 19:05:29,RJAMISON,2017-11-30 12:45:33,FALSE,,,,
61,61,MONUMENT VALLEY ADVENTIST HOSPITAL,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
62,62,TWO GREY HILLS TRADING POST,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
63,63,MORA'S CONOCO,Operating,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
64,64,SALINA SPRINGS TRADING POST,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
65,65,NAPCO,Operating,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
66,66,CANYON DE CHELLY MAINT.YARD,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
67,67,NAVAJO GOSPEL MISSION -- HARDROCK,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
68,68,NAVAJO FLEET MANAGEMENT,Operating,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
69,69,NAVAJO TRAVEL CENTER,Operating,,2014-02-10 19:05:29,,2017-02-02 10:15:39,TRUE,,,,
70,70,NAVAJO ENGINEERING AND CONST. AUTHORITY,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
71,71,SAGE MEMORIAL HOSPITAL,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,TRUE,,,,
72,72,SWEETWATER TRADING POST,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,TRUE,Y,,,
73,73,WINDOW ROCK CHEVRON (formerly FEDMART/TEXACO),Operating,,2014-02-10 19:05:29,,2017-02-02 10:15:39,TRUE,,,,
74,74,SAWMILL TRADING POST,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,TRUE,,,,
75,75,BLBLACK OIL CO. @ SEVEN-TO-ELEVEN FOOD STORE #25,Permanent Closed,,2014-02-10 19:05:29,RJAMISON,2019-04-04 18:27:57,FALSE,,,,
76,76,CROWNPOINT FLEET MGMT old POLICE STATIONS 1 AND 2,Operating,,2014-02-10 19:05:29,,2017-02-02 10:15:39,TRUE,,,,
77,77,NAVAJO TRIBAL UTILITY AUTHORITY - HQ VEHICLE SHOP,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,TRUE,,,,
78,78,NTUA CHINLE DISTRICT,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
79,79,NAVAJO TRIBAL UTILITY AUTHORITY - HQ WAREHOUSE,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
80,80,NEWCOMB TRADING POST,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
81,81,TRUE VALUE-DILKON/Red Mesa #532,Operating,,2014-02-10 19:05:29,RJAMISON,2019-05-14 12:15:37,FALSE,,,,
82,82,KEITH B. CODY & CO. (formerly NAVAJO WESTERNERS),Operating,,2014-02-10 19:05:29,,2017-02-02 10:15:39,TRUE,,,,
83,83,ORTEGA'S INDIAN CITY,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
84,84,ORTEGA'S INDIAN MARKET/TEXACO,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
85,85,Foutz Realty dba Bond's Chevron aka Bond and Bon,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
86,86,McELMO CREEK AND RATHERFORD UNIT,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
87,87,PINON UNIFIED SCHOOL DISTRICT #4,Operating,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
88,88,ROUGH ROCK TRADING POST,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
89,89,RED MESA EXPRESS/THRIFTWAY 502,Operating,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
90,90,RED MESA 501 (FORMERLY THRIFTWAY 501),Operating,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
91,91,OLD RED LAKE TRADING POST,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
92,92,ROUND ROCK SCHOOL,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
93,93,TOHATCHI CHEVRON,Operating,,2014-02-10 19:05:29,,2017-02-02 10:15:39,TRUE,,,,
94,94,GANADO LAKE TRADING POST,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
95,95,ARNOLD'S FINA (ata CONOCO),Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,,,,
96,96,HUNTERS POINT TRADING POST,Permanent Closed,,2014-02-10 19:05:29,,2017-02-02 10:15:39,FALSE,Y,,,
97,97,GIANT FOUR CORNERS # 107 dba CONOCO,Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
98,98,PINE HILL MARKET,Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
99,99,MEXICAN HAT ELEMENTARY SCHOOL,Permanent Closed,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
100,100,SHIPROCK SCHOOLS MAINTENANCE BARN,Permanent Closed,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
101,101,SHIPROCK QUICKSTOP #528,Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
102,102,SHIRLEY'S TRADING POST,Permanent Closed,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
103,103,BORREGO PASS TRADING POST,Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
104,104,SUNRISE TRADING POST,Permanent Closed,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
105,105,"SPEEDY'S 101 (Not-regulated USTs - Tanks are above ground, but on basement)",Permanent Closed,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
106,106,Pic-N-Run 2081,Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
107,108,THOMPSON'S MARKET,Permanent Closed,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
108,109,GIANT aka THRIFTWAY 202 OR 2202,Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
109,110,THRIFTWAY 225 OR 2225,Permanent Closed,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
110,111,"Speedway 3004 (aka Kayenta Mustang, Thriftway 233)",Operating,,2014-02-10 19:05:30,KDIXON,2020-10-28 01:28:59,FALSE,,,,
111,112,THRIFTWAY 238,Permanent Closed,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
112,113,THRIFTWAY 241 aka WHITE EAGLE STATION aka SOUTHWEST ATR,Permanent Closed,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,Y,,,
113,854,Red Mesa Trading Company,Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:40,FALSE,,,,
114,114,MUSTANG former THRIFTWAY 245 OR 2245,Permanent Closed,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
115,115,RED MESA EXPRESS #517,Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
116,116,Giant #7251 (Formerly Mustang #7251)  (Formerly Thriftway 251),Permanent Closed,,2014-02-10 19:05:30,RJAMISON,2018-01-30 13:07:22,FALSE,,,,
117,117,MUSTANG Giant #7252,Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
118,118,Speedway #3006 (formerly Giant Store #7353),Temporary Closed,,2014-02-10 19:05:30,LBRANDT,2023-06-02 18:17:17,FALSE,,,,
119,119,"""MUSTANG # 7255, (formerly known as THRIFTWAY 255 OR 7255)""",Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
120,120,SHIPROCK EXPRESS #515,Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
121,121,"Gap Express #525, Former MUSTANG #7263 [aka, GAP TRADING POST]",Operating,,2014-02-10 19:05:30,AFONG,2017-03-16 15:14:40,FALSE,,,,
122,822,SPEEDY'S # 427 /Sunwest C (formerly Thriftway #264),Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:40,FALSE,,,,
123,122,Mustang/Shell #266,Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
124,123,GIANT 3267 (aka THRIFTWAY 267 and FLEMING BEGAYE & CO.),Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
125,124,RED MESA EXPRESS #516,Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
126,125,THRIFTWAY 271 aka SANOSTEE TRADING POST,Permanent Closed,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
127,126,THRIFTWAY 272 aka ROUND ROCK T.P.,Permanent Closed,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
128,127,THRIFTWAY 273 - NAZLINI TRADING POST,Permanent Closed,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
129,128,UNITED INDIAN TRADING 301 (former THRIFTWAY),Permanent Closed,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
130,129,"""Western Refining, Inc. (former Giant) 601 MUSTANG""",Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
131,130,THRIFTWAY 602 aka Tse Bonito,Operating,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
132,131,THRIFTWAY 603 OR 2603,Permanent Closed,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
133,132,COYOTE CANYON TRADING POST 604,Permanent Closed,,2014-02-10 19:05:30,,2017-02-02 10:15:39,FALSE,,,,
134,133,THRIFTWAY 701,Operating,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
135,134,GIANT TSE BONITO aka THRIFTWAY 113,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
136,135,TRANSWESTERN PIPELINE CO.,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
137,136,Red Mesa Trading Co. aka Red Mesa Express #520,Operating,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
138,137,TUBA CITY UNIFIED SCHOOL DISTRICT - 15,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
139,138,DAVIS CHEVROLET,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
140,139,SPEEDYS TRUCK STOP,Operating,,2014-02-10 19:05:31,RJAMISON,2017-04-20 12:39:27,FALSE,,,,
141,140,SEVEN-TO-ELEVEN 24,Operating,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
142,141,SEVEN-TO-ELEVEN 27,Operating,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
143,142,Red Mesa Express #533,Operating,,2014-02-10 19:05:31,LBRANDT,2022-05-19 19:06:37,FALSE,,,,
144,143,VAN'S TRADING CO. MUSTANG (former TEXACO,Temporary Closed,,2014-02-10 19:05:31,RJAMISON,2018-02-06 13:17:45,FALSE,,,,
145,144,BLACK MESA CHEVRON (formerly TEXACO),Temporary Closed,,2014-02-10 19:05:31,RJAMISON,2018-02-06 13:18:18,FALSE,,,,
146,145,KAYENTA  CHEVRON,Operating,,2014-02-10 19:05:31,,2017-02-02 10:15:39,TRUE,,,,
147,146,KLAGETOH EXPRESS # 512 (former WESTSUN FOOD MART),Operating,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
148,147,CROSS CANYON TRADING POST,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,Y,,,
149,148,SUNRISE SPRINGS TRADING POST,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
150,149,WHITE CONE TRADING POST,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,Y,,,
151,150,WHITING BROS.,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,Y,,,
152,151,FRANK'S FINA,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
153,152,WINDOW ROCK UNIFIED SCHOOL DISTRICT,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
154,153,MUSTANG GAS aka GIANT #3106 aka ROCK POINT TRADING POST,Operating,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
155,154,GIANT FOUR CORNERS 246,Operating,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
156,155,KITT PEAK NATIONAL OBSERVATORY (NSF),Operating,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
157,156,SANTA ROSA RANCH SCHOOL,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
158,157,SAN XAVIER MISSION,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
159,158,PAPAGO FARM CO-OP aka SAN XAVIER DISTRICT COOP,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
160,159,QUIJOTOA TRADING POST aka GU ACHI T.P.,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,TRUE,,,,
161,160,BABOQUIVARI SCHOOL DIST.,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,TRUE,,,,
162,161,GSA MOTOR POOL,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
163,162,SELLS DISTRICT SERVICE STATION,Operating,,2014-02-10 19:05:31,,2017-02-02 10:15:39,TRUE,,,,
164,163,BIA HQ aka ROADS SHOP,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
165,164,BIA - SAN SIMON SCHOOL,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
166,165,BIA - SANTA ROSA BOARDING,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
167,166,TOPAWA AREA SITE aka FRANCISCAN FRIARS,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
168,167,ADOT TRACY MAINTENANCE CAMP,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,Y,,,
169,168,SELLS OFFICE,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
170,169,ASARCO MINE aka CYPRUS SIERRITA aka CYPRUS CASA GRANDE,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
171,170,IHS - SELLS INDIAN HOSPITAL,Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,FALSE,,,,
172,171,GU ACHI VIDEO MART (formerly SANTA ROSA TRADING POST),Permanent Closed,,2014-02-10 19:05:31,,2017-02-02 10:15:39,TRUE,,,,
173,172,COVERED WELLS FUDS SITE,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
174,173,PISINEMO TRADING POST,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
175,174,KYKOTSMOVI VILLAGE STORE,Operating,,2014-02-10 19:05:32,,2017-02-02 10:15:39,TRUE,,,,
176,175,Cedar Unified School District #25,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
177,177,BIA ROAD SHOP,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
178,178,KEAMS CANYON SHOPPING CENTER-76 STATION,Operating,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
179,179,POLACCA CIRCLE M,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
180,180,HOTEVILLA VILLAGE CO-OP,Operating,,2014-02-10 19:05:32,,2017-02-02 10:15:39,TRUE,,,,
181,181,HOPI TRIBE - GARAGE,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,TRUE,,,,
182,182,FREDERICKS EXXON,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
183,183,POLACCA EXXON,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
184,184,ADOT - KEAMS CANYON MAINTENANCE FACILITY,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
185,185,AJM FARMS,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
186,186,"""T & G AVIATION, INC.""",Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
187,187,BIA,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
188,188,"""BLUE CIRCLE WEST, INC.""",Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
189,189,JOHN DEERE SW TRAINING CENTER,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
190,190,GILA RIVER CHEVRON,Operating,,2014-02-10 19:05:32,,2017-02-02 10:15:39,TRUE,,,,
191,191,LLOYD ROBINETTE MARKET # 432 aka SACATON SUPER MART,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
192,192,"""TRIANGLE TRUSS aka SPECIALTY FOREST PRODUCTS, INC.""",Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
193,193,OLBERG TRADING POST,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
194,194,CASA BLANCA MARKET,Operating,,2014-02-10 19:05:32,,2017-02-02 10:15:39,TRUE,,,,
195,195,KOMATKE MARKET,Operating,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
196,196,GILA RIVER FARMS,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,TRUE,,,,
197,197,SAINT PETER'S INDIAN MISSION,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
198,198,"""ARIZONA TRADERS, INC.""",Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
199,199,PHS- HU HU KAM MEMORIAL HOSPITAL,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
200,200,PAYLESS CASHWAY,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
201,201,PIMA CHANDLER INDUSTRIAL PARK,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
202,202,J.I. CASE COMPANY AZ PROVING GROUNDS,Permanent Closed,,2014-02-10 19:05:32,,2017-02-02 10:15:39,FALSE,,,,
