facility_id,land_location_id,facility_desc,facilitystatus,created_by,created_date,updated_by,updated_date,tribe_owned,potential_abandoned,state_id_number,icis_number,frs_number
3218,3298,Colo. Div. of Parks & Outdoor Rec.,Permanent Closed,BNEAR,2006-11-17 00:00:00,,,FALSE,,6202,,
3219,3299,Rosebud Casino Fuel Plaza,Operating,FChambus,2018-09-28 00:00:00,,,TRUE,,Fac. # 67-00025,,
3220,3300,Riverton City Hall and Police Dept.,Operating,Mhendrix,2019-04-24 00:00:00,,,FALSE,,1406,,
3221,3301,Eagles Landing,Operating,Mhendrix,2021-02-26 00:00:00,,,TRUE,,10985,,
3222,3302,Dakota Magic C-Store & Fuel,Operating,Mhendrix,2021-02-26 00:00:00,,,TRUE,,10647,,
3223,3303,Building 77,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,9995138,,
3224,3304,Mandaree One Stope (former MEC),Operating,Mhendrix,2021-03-02 00:00:00,RPERSON,2021-11-18 18:14:34,TRUE,,10868,,
3225,3305,Lodge Grass School,Temporary Closed,Mhendrix,2021-02-24 00:00:00,RPERSON,2022-08-23 14:34:30,FALSE,,210772,,
3226,3306,Former Mobil Station,Permanent Closed,Pjuancor,2019-03-29 00:00:00,,,FALSE,,,,
3227,3307,Pretty Eagle School,Operating,FChambus,2019-08-12 00:00:00,,,FALSE,,204504,,
3228,3308,Dakota Sioux Casino & C-Store,Operating,Mhendrix,2021-03-02 00:00:00,,,TRUE,,Fac. # 05-00112,,
3229,3309,Safeway Store #1646,Operating,Mhendrix,2021-03-19 00:00:00,,,FALSE,,6015097,,
3230,3310,Rick's Ready Mart (Reddy Mart),Temporary Closed,FChambus,2018-09-28 00:00:00,RPERSON,2022-09-30 15:33:43,FALSE,,,,
3231,3311,Former Husky Station,Permanent Closed,Mhendrix,2020-08-12 00:00:00,,,FALSE,,5613997,,
3232,3312,Old Crow Hospital,Permanent Closed,gwang,2012-12-31 00:00:00,,,FALSE,,211110,,
3233,3313,Old Past Time Grocery,Permanent Closed,Mhendrix,2021-03-26 00:00:00,RPERSON,2021-08-02 17:28:12,FALSE,,2110043,,
3234,3314,Rose Engan Site (Vacant Lot),Permanent Closed,Mhendrix,2019-04-24 00:00:00,,,FALSE,,3832,,
3235,3315,Former Treese's Texaco,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,3218,,
3236,3316,Kul Wicasa Oyate Trading Post,Operating,Mhendrix,2021-03-02 00:00:00,RPERSON,2021-11-04 10:24:56,TRUE,,,,
3237,3317,Big Horn Bulk Plant,Operating,Mhendrix,2019-04-24 00:00:00,,,FALSE,,5243,,
3238,3318,Professional Building Facility,Permanent Closed,Mhendrix,2019-12-02 00:00:00,RPERSON,2021-08-02 17:25:39,FALSE,,9995137,,
3239,3319,Bras Supply,Permanent Closed,gwang,2013-12-24 00:00:00,,,FALSE,,4502903,,
3240,3320,Newgard Oil Co Inc.,Permanent Closed,gwang,2012-10-26 00:00:00,,,FALSE,,2404559,,
3241,3321,Dufords Tire / Bjork Distributing Inc 1st Street East,Permanent Closed,gwang,2012-10-26 00:00:00,,,FALSE,,2409481,,
3242,3322,Del Bonita Radar Facility,Permanent Closed,Mhendrix,2020-08-12 00:00:00,,,FALSE,,5614055,,
3243,3323,DOT Maintenance Shop,Permanent Closed,gwang,2014-10-07 00:00:00,,,FALSE,,Event# 2007.097,,
3244,3324,Klaudt Oil Company,Permanent Closed,Mhendrix,2021-03-02 00:00:00,,,FALSE,,Event# 2001.71,,
3245,3325,Hartwell Repair,Permanent Closed,Mhendrix,2021-03-02 00:00:00,,,FALSE,,Event# 90.415,,
3246,3326,Rosebud Solid Waste Property,Permanent Closed,dhohman,2014-10-28 00:00:00,,,FALSE,,Event# 2001.837,,
3247,3327,Fuel Inc. (aka Agency Village C-Store),Operating,Mhendrix,2021-03-02 00:00:00,,,TRUE,,,,
3248,3328,Mac's Corner,Operating,Mhendrix,2021-03-02 00:00:00,,,FALSE,,,,
3249,3329,Ronan Sport & Western,Permanent Closed,gwang,2012-09-18 00:00:00,,,FALSE,,9995124,,
3250,3330,Former Riverside Bar & Grill,Permanent Closed,gwang,2012-09-18 00:00:00,,,FALSE,,2413755,,
3251,3331,MDT Project # 4878,Permanent Closed,gwang,2012-09-18 00:00:00,,,FALSE,,9995129,,
3252,3332,Nefzger Service Station (MDOT) #3972,Abandoned,gwang,2012-09-18 00:00:00,,,FALSE,,5303185,,
3253,3333,Friedes Hwy Market,Permanent Closed,gwang,2013-12-24 00:00:00,,,FALSE,,2106484,,
3255,3335,Custer Frontier Village,Permanent Closed,Mhendrix,2021-03-05 00:00:00,,,FALSE,,205857,,
3256,3336,Connelly Camp,Permanent Closed,Mhendrix,2021-03-09 00:00:00,,,FALSE,,207968,,
3257,3337,Firm Development / Blue Diamond Petroleum,Permanent Closed,Mhendrix,2020-08-12 00:00:00,,,FALSE,,1800640,,
3258,3338,East Glacier Fuel Station,Permanent Closed,Mhendrix,2020-08-12 00:00:00,,,FALSE,,1802741,,
3259,3339,Reagan Field,Permanent Closed,Mhendrix,2020-08-12 00:00:00,,,FALSE,,1808607,,
3260,3340,BN Cut Bank Section Tool House,Permanent Closed,Mhendrix,2020-08-12 00:00:00,,,FALSE,,1809543,,
3262,3342,MDOT Abandoned Site 1812821,Permanent Closed,Mhendrix,2020-08-12 00:00:00,,,FALSE,,1812821,,
3263,3343,New Post Office Location,Permanent Closed,Mhendrix,2020-08-12 00:00:00,,,FALSE,,1813743,,
3264,3344,Big Sky Paint Mfg,Permanent Closed,Mhendrix,2021-03-09 00:00:00,,,FALSE,,2409396,,
3265,3345,BN Perma Microwave,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,4509616,,
3266,3346,Your Choice Video,Permanent Closed,Mhendrix,2021-03-09 00:00:00,,,FALSE,,5613867,,
3267,3347,Perma Remount Station,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,5613868,,
3268,3348,Big Arm Marina,Operating,Mhendrix,2017-11-30 00:00:00,,,FALSE,,2406856,,
3269,3349,Hot Springs High School,Permanent Closed,Mhendrix,2021-03-09 00:00:00,,,FALSE,,4506275,,
3270,3350,Foust Farms,Permanent Closed,Mhendrix,2021-03-09 00:00:00,,,FALSE,,2410674,,
3272,3352,Goods Muffler,Permanent Closed,Mhendrix,2021-03-09 00:00:00,,,FALSE,,2411382,,
3273,3353,Meulis Truck Stop,Permanent Closed,Mhendrix,2021-03-09 00:00:00,,,FALSE,,4504331,,
3274,3354,Woods Farm & Garden Center,Permanent Closed,Mhendrix,2021-03-09 00:00:00,,,FALSE,,5613899,,
3275,3355,West Shore Pump Station,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,5613918,,
3276,3356,Roosevelt County,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,4300842,,
3277,3357,Swank & Son,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,4301098,,
3278,3358,Community Hospital,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,4303228,,
3279,3359,Verne E Gibbs Health Center,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,4311013,,
3281,3361,Farmex Grain Coop,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,4302480,,
3282,3362,Robert N Hauge,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,4307725,,
3283,3363,Old Cenex Lots,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,4303808,,
3284,3364,Milo Stangleland Jr.,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,4304397,,
3285,3365,Agri Basics Wolf Point,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,4307131,,
3286,3366,United Grain Corp,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,4311395,,
3287,3367,BIA Northern Cheyenne Agency Bldg 41,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,202192,,
3288,3368,Perrys Bear Paw Hotel Bar,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,2100305,,
3289,3369,Rocky Boy Elementary School,Permanent Closed,Mhendrix,2021-03-26 00:00:00,,,FALSE,,2100034,,
3290,3370,U.S. Bureau of Reclamation,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2442,,
3291,3371,Capital Fuels - BLU Station,Operating,Mhendrix,2021-03-02 00:00:00,RPERSON,2023-07-14 13:20:17,FALSE,,9000388,,
3292,3372,Red & White Trading Company,Operating,Mhendrix,2021-02-26 00:00:00,,,FALSE,,10884,,
3293,3373,United Quality Co-op Parshall Store,Operating,Mhendrix,2021-02-26 00:00:00,RPERSON,2023-05-12 15:50:55,FALSE,,10153,,
3294,3374,Shivwits Convenience Market,Operating,Mhendrix,2021-02-01 00:00:00,,,TRUE,,6001004,,
3295,3375,United Quality Coop - Used oil,Operating,Mhendrix,2021-02-26 00:00:00,RPERSON,2021-11-18 18:34:23,FALSE,,10793,,
3296,3376,Montana DOT (Perma Parcel 14),Permanent Closed,gwang,2014-03-21 00:00:00,,,FALSE,,4512636,,
3297,3377,Former Red Elm Store,Permanent Closed,Mhendrix,2021-03-03 00:00:00,,,FALSE,,2002.229,,
3298,3378,Jed's Landing,Permanent Closed,dhohman,2015-02-19 00:00:00,,,FALSE,,92.179,,
3299,3379,Fort Peck Detention Center,Operating,FChambus,2018-08-14 00:00:00,,,TRUE,,6015207,,
3300,3380,Van Hook Travel Center,Operating,Mhendrix,2021-02-26 00:00:00,,,FALSE,,10918,,
3301,3381,Leo Erz Hardware & Implement,Permanent Closed,dhohman,2014-10-08 00:00:00,,,FALSE,,2001.668,,
3302,3382,Turner Service,Permanent Closed,dhohman,2014-10-08 00:00:00,,,FALSE,,2001.669,,
3303,3383,Porch Farm,Permanent Closed,dhohman,2014-10-28 00:00:00,,,FALSE,,Event ID 2001.726,,
3304,3384,Automotive Company Inc.,Permanent Closed,dhohman,2014-10-28 00:00:00,,,FALSE,,Event ID# 2007.096,,
3305,3385,Irrigation Pump site,Not Regulated,Mhendrix,2017-11-28 00:00:00,RPERSON,2022-08-18 14:16:32,FALSE,,Event ID# 96.199,,
3306,3386,Cato Valandra Property,Permanent Closed,dhohman,2015-02-18 00:00:00,,,FALSE,,Event ID # 2001.867,,
3307,3387,White Shield School Bus Garage,Permanent Closed,gwang,2015-04-06 00:00:00,,,FALSE,,10665,,
3308,3388,Eagle Butte Coop,Operating,Mhendrix,2017-09-14 00:00:00,,,FALSE,,Fac. # 20-00032,,
3309,3389,Blackpipe Convenience Store,Temporary Closed,FChambus,2018-09-28 00:00:00,RPERSON,2021-10-12 19:00:34,FALSE,,,,
3310,3390,Glacier Family Food,Operating,Mhendrix,2021-02-24 00:00:00,,,TRUE,,6015286,,
3311,3391,Mighty Few Express Center,Not Regulated,FChambus,2019-08-12 00:00:00,RPERSON,2022-08-23 14:50:04,TRUE,,,,
3312,3392,Buddy Falcon,Abandoned,Pjuancor,2019-11-19 00:00:00,,,FALSE,,10850,,
3313,3393,Dakota Crossing,Operating,Mhendrix,2021-03-02 00:00:00,,,TRUE,,,,
3314,3394,Mac-Mont Warehouse,Permanent Closed,Mhendrix,2018-04-25 00:00:00,,,FALSE,,2413137,,
3315,3395,Old Clinic,Permanent Closed,Mhendrix,2018-04-25 00:00:00,,,TRUE,,10861,,
3316,3396,Ronan State Bank,Permanent Closed,Mhendrix,2018-10-15 00:00:00,,,FALSE,,2404481,,
3317,3397,Stedje Brothers,Permanent Closed,Mhendrix,2018-10-15 00:00:00,,,FALSE,,2412571,,
3318,3398,John Sorley,Permanent Closed,Mhendrix,2018-10-15 00:00:00,,,FALSE,,2908388,,
3319,3399,Hot Springs Substation,Permanent Closed,Mhendrix,2018-10-15 00:00:00,,,FALSE,,4507750,,
3320,3400,Timberline,Permanent Closed,Mhendrix,2018-10-15 00:00:00,,,FALSE,,5613920,,
3321,3401,Cedar Band Travel Plaza,Operating,Mhendrix,2021-02-01 00:00:00,,,TRUE,,,,
3322,3402,Rosebud Forestry,Permanent Closed,Mhendrix,2021-04-08 00:00:00,,,FALSE,,3612,,
10920,11000,"Brooks Fuel, Inc.",Operating,CBoulind,2014-09-29 00:00:00,,,FALSE,,,,
10921,11001,ADOTPF Haines Maintenance Station,Operating,CBoulind,2017-04-04 00:00:00,,,FALSE,,,,
10922,11002,City of Petersburg - Public Works,Operating,CBoulind,2014-09-29 00:00:00,,,FALSE,,,,
10923,11003,Sunrise Aviation,Operating,CBoulind,2015-01-20 00:00:00,,,FALSE,,,,
10924,11004,Gas N  Go,Operating,CBoulind,2017-08-17 00:00:00,,,FALSE,,,,
10925,11005,ADOC Spring Creek Correctional Center,Operating,CBoulind,2014-09-26 00:00:00,,,FALSE,,,,
10926,11006,L N M Services,Operating,CBoulind,2014-09-18 00:00:00,,,FALSE,,,,
10927,11007,"Best Transit Mix, Inc.",Non-Operating,CBoulind,2015-01-13 00:00:00,,,FALSE,,,,
10928,11008,Peters Creek Texaco,Operating,eorzech,2015-01-23 00:00:00,,,FALSE,,,,
10929,11009,"Northern Hydraulics, Inc.",Operating,CBoulind,2014-09-29 00:00:00,,,FALSE,,,,
10930,11010,AK Chevron,Operating,CBoulind,2017-04-03 00:00:00,,,FALSE,,,,
10931,11011,Arrowhead Transfer,Operating,Kgriffith,2008-12-04 00:00:00,,,FALSE,,,,
10932,11012,Seward Tesoro,Permanent Closed,CBoulind,2015-01-09 00:00:00,,,FALSE,,,,
10933,11013,Marathon Marina - Marathon Fuel Corp.,Permanent Closed,CBoulind,2014-10-21 00:00:00,,,FALSE,,,,
10934,11014,Robinson's,Permanent Closed,CBoulind,2014-11-05 00:00:00,,,FALSE,,,,
10935,11015,Chevron #96585,Permanent Closed,CBoulind,2014-09-11 00:00:00,,,FALSE,,,,
10936,11016,Wasilla Chevron Inc.,Operating,bhorwitz,2014-09-29 00:00:00,,,FALSE,,,,
10937,11017,S & S General Contractors,Operating,CBoulind,2014-09-23 00:00:00,,,FALSE,,,,
10938,11018,Ward Cove Market,Operating,CBoulind,2014-09-18 00:00:00,,,FALSE,,,,
10939,11019,"Overlake Oil, Inc",Operating,Kgriffith,2008-12-09 00:00:00,,,FALSE,,,,
10940,11020,Yarrow Bay Marina,Operating,Kgriffith,2008-12-09 00:00:00,,,FALSE,,,,
10941,11021,Verizon Kirkland Central Office,Operating,CBoulind,2013-05-30 00:00:00,,,FALSE,,,,
10942,11022,Verizon Rose Hill,Operating,CBoulind,2013-05-30 00:00:00,,,FALSE,,,,
10943,11023,Verizon Kirkland Garage,Operating,CBoulind,2013-05-30 00:00:00,,,FALSE,,,,
10944,11024,City of Kirkland,Operating,Kgriffith,2009-01-21 00:00:00,,,FALSE,,,,
10945,11025,Kirkland Chevron,Operating,Kgriffith,2009-01-06 00:00:00,,,FALSE,,,,
10946,11026,Rose Hill Car Wash,Operating,JGreeves,2009-09-18 00:00:00,,,FALSE,,,,
10947,11027,White Swan Car Wash,Operating,Kgriffith,2009-03-03 00:00:00,,,FALSE,,,,
10948,11028,Petersburg Motors,Operating,CBoulind,2014-09-15 00:00:00,,,FALSE,,,,
10949,11029,USPS - Tacoma,Operating,CBoulind,2010-07-01 00:00:00,,,FALSE,,,,
10950,11030,USPS Seattle Bulk Mail Center,Operating,JGreeves,2008-12-17 00:00:00,,,FALSE,,,,
10951,11031,USPS -  AMC,Temporary Closed,tchang,2015-12-29 00:00:00,,,FALSE,,,,
10952,11032,USPS - Seattle,Operating,CBoulind,2010-07-01 00:00:00,,,FALSE,,,,
10953,11033,USPS Vehicle Maintenance Facilty,Operating,JGreeves,2008-12-17 00:00:00,,,FALSE,,,,
10954,11034,USPS - Bellevue,Operating,CBoulind,2010-07-01 00:00:00,,,FALSE,,,,
10955,11035,WSDOT Lofall Maintenance Site,Operating,CBoulind,2009-02-03 00:00:00,,,FALSE,,,,
10956,11036,WSDOT Mullenix Maintenance Site,Operating,CBoulind,2009-05-12 00:00:00,,,FALSE,,,,
10957,11037,WSP - Poulsbo,Operating,CBoulind,2010-06-25 00:00:00,,,FALSE,,,,
10958,11038,Central Valley Grocery,Operating,CBoulind,2015-02-02 00:00:00,,,FALSE,,,,
10959,11039,PSE Poulsbo Service Center,Operating,DEBUG,2009-03-03 00:00:00,,,FALSE,,,,
10960,11040,Chevron & Hungry Bear #1033,Operating,tchang,2015-12-29 00:00:00,,,FALSE,,,,
10961,11041,"CHS, Inc. - Poulsbo",Operating,CBoulind,2009-02-03 00:00:00,,,FALSE,,,,
10962,11042,Central Kitsap WWTP,Operating,DEBUG,2009-03-10 00:00:00,,,FALSE,,,,
10963,11043,Kitsap County North Road Shop,Operating,DEBUG,2009-03-10 00:00:00,,,FALSE,,,,
10964,11044,Arco am/pm #921,Operating,CBoulind,2018-03-01 00:00:00,,,FALSE,,,,
10965,11045,SC Fuels,Operating,CBoulind,2012-07-03 00:00:00,,,FALSE,,,,
10966,11046,Shell Oil Products,Operating,JGreeves,2009-01-30 00:00:00,,,FALSE,,,,
10967,11047,Broadway Shell,Operating,CBoulind,2012-05-17 00:00:00,,,FALSE,,,,
10968,11048,In and Out Mini Mart,Operating,JGreeves,2010-03-08 00:00:00,,,FALSE,,,,
10969,11049,Big J Mini Mart  (Arco am/pm),Operating,CBoulind,2012-05-07 00:00:00,,,FALSE,,,,
10970,11050,Everett Chevron,Operating,JGreeves,2009-01-30 00:00:00,,,FALSE,,,,
10971,11051,Broadway 76,Operating,JGreeves,2009-02-02 00:00:00,,,FALSE,,,,
10972,11052,Super K  (Branded 76),Operating,CBoulind,2012-05-07 00:00:00,,,FALSE,,,,
10973,11053,City of Everett Service Center,Operating,JGreeves,2009-04-13 00:00:00,,,FALSE,,,,
10974,11054,In N Out Mini Mart on Broadway,Operating,Cambria,2017-03-24 00:00:00,,,FALSE,,,,
10975,11055,Petrosun #1173,Operating,JGreeves,2009-02-02 00:00:00,,,FALSE,,,,
10976,11056,Hill Top Grocery 76,Operating,CBoulind,2009-09-21 00:00:00,,,FALSE,,,,
10977,11057,Brisco Shell,Operating,CBoulind,2009-10-05 00:00:00,,,FALSE,,,,
10978,11058,Kitsap County,Operating,DEBUG,2009-09-21 00:00:00,,,FALSE,,,,
10979,11059,Kitsap County South Road Shop,Operating,CBoulind,2009-06-01 00:00:00,,,FALSE,,,,
2716,2796,Facilities Management (BIA),Permanent Closed,dhohman,2013-04-10 00:00:00,,,FALSE,,,,
2717,2797,Soil & Moisture Conservation (BIA),Permanent Closed,dhohman,2013-10-29 00:00:00,,,FALSE,,,,
2718,2798,Riverton Hospital,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,3551,,
2719,2799,Wyoming Modeler'sPark/formerly Daisy Cleaners/Energy Distributing Co.,Permanent Closed,Mhendrix,2019-04-24 00:00:00,,,FALSE,,3527,,
2720,2800,Dent's Auto & Light Truck Repair,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,0575,,
2721,2801,Rezoride,Permanent Closed,bnear,1999-04-13 00:00:00,,,FALSE,,,,
2722,2802,Totem Construction Co.,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,0647,,
2723,2803,Sheldon Dome Camp,Permanent Closed,bnear,1999-05-13 00:00:00,,,FALSE,,0695,,
2724,2804,Halliburton Services,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,0770,,
2725,2805,Herman Trucking,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,0819,,
2726,2806,Petroleum Equipment Tools Co.,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,0962,,
2727,2807,Wind River Country Vision/ formerly Dan's Auto  & Marine,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,0994,,
2728,2808,Crowheart School,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,3631,,
2729,2809,Great Plains Store,Permanent Closed,Mhendrix,2019-04-24 00:00:00,,,TRUE,,,,
2730,2810,Porter's Mountain View Supply,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1001,,
2731,2811,Main Street Gary Broderick,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,0523,,
2732,2812,Lee Cleaners,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1012,,
2733,2813,Peterson's Distributing Co.,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1017,,
2734,2814,All Field Service,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1037,,
2735,2815,Airport Terminal,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1141,,
2736,2816,Water Department Well #12,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1142,,
2737,2817,Water Department Well #13,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1143,,
2738,2818,City of Riverton - City Operations Building,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1144,,
2739,2819,Waste Water Treatment Plant (EP),Operating,Mhendrix,2019-05-08 00:00:00,,,FALSE,,1145,,
2740,2820,Water Department Booster Station,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1146,,
2741,2821,City of Riverton - City Shop Building,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1147,,
2742,2822,"Bonneville Transloaders, Inc.",Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1158,,
2743,2823,Midvale Store,Permanent Closed,Mhendrix,2019-04-24 00:00:00,,,FALSE,,4019,,
2744,2824,Texaco Service & Fuel (Abn'd),Permanent Closed,Mhendrix,2021-02-16 00:00:00,,,FALSE,,1254,,
2745,2825,Eddie Jones Sales & Service (Former),Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1189,,
2746,2826,Rogers Roundup,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1255,,
2747,2827,McDonald's Body Shop,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1291,,
2748,2828,Edson Express,Permanent Closed,dhohman,2013-03-28 00:00:00,,,TRUE,,1292,,
2749,2829,Miller Construction,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1332,,
2750,2830,Fremont Plumbing,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1333,,
2751,2831,Farmers Exchange,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1340,,
2752,2832,Dean's Tire & Brake,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1352,,
2753,2833,Wyoming Family Motors/M & M Motors,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1372,,
2754,2834,Riverton Glass Shop,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1431,,
2755,2835,Cream O'Weber Dairies,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1457,,
2756,2836,Tom Youtz Ford/Lincoln,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1633,,
2757,2837,Sand Draw Station,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1686,,
2758,2838,United Parcel Service,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1709,,
2759,2839,Mr. A.B. Morris,Permanent Closed,dhohman,2013-03-28 00:00:00,,,FALSE,,1722,,
2760,2840,Heavy Metal Salvage,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1849,,
2761,2841,Tailhook Auto Rental  (Hertz)/DJ Auto Rentals,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1881,,
2762,2842,Riverton Airport,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1887,,
2763,2843,Wind River Ready Mix,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1980,,
2764,2844,Dowell Schlumberger Inc.,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,1986,,
2765,2845,Pacific Power & Light,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2025,,
2766,2846,Wyoming Shop,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2107,,
2767,2847,Louisiana Pacific Corp,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2175,,
2768,2848,Riverton Radiator Repair,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2287,,
2769,2849,Riverton Main 753400,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2421,,
2770,2850,Riverton Garage and Storeroom,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2424,,
2771,2851,Wyoming National Guard Armory,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2495,,
2772,2852,Pavillion Station,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2502,,
2773,2853,Davis Funeral Home,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2525,,
2774,2854,"Hunter ""The Typewriter Man""",Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2700,,
2775,2855,Strube Shop,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2748,,
2776,2856,Big Sand Draw Field/Amoco Production Co.,Permanent Closed,dhohman,2012-10-02 00:00:00,,,FALSE,,2788,,
2777,2857,Fixture Construction,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2749,,
2778,2858,Happy Springs Field,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2790,,
2779,2859,Winkleman Dome,Permanent Closed,dhohman,2013-03-28 00:00:00,,,FALSE,,2791,,
2780,2860,Beaver Creek/Amoco Production Co.,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2792,,
2781,2861,Elden Draper/Precision Outdoor Parking Lot,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2928,,
2782,2862,Valley Implement,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2987,,
2783,2863,Riverton Concrete Products,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2991,,
2784,2864,"Barnhart Drilling Co., Inc.",Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,2997,,
2785,2865,BJ Services/Fremont County Commisioners,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,3096,,
2786,2866,Western Irrigation,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,3111,,
2787,2867,Clark's Meat House,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,3119,,
2788,2868,Roy Buckmaster,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,3461,,
2789,2869,Ed Wempen/Formerly Barb's Conoco,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,3462,,
2790,2870,West Main Street Husky,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,3541,,
2791,2871,Wyoming Transport,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,3638,,
2792,2872,Print Shop,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,"3763
LOTUS file indicates 3 USTs at this faci",,
2793,2873,Gases Plus,Permanent Closed,Mhendrix,2019-10-03 00:00:00,,,FALSE,,3771,,
2794,2874,R & L Glass/Precision Outdoor Power,Permanent Closed,Mhendrix,2019-04-24 00:00:00,,,FALSE,,3836,,
