tribe_id,region_id,epa_internal_id,current_name,old_ustrac_name,current_name_start_date,current_name_end_date,bia_code,bia_recognized_indicator,created_by,created_date,updated_by,updated_date,trustd_custom_tribe_name
31,1,100000068.0,Coyote Valley Band of Pomo Indians of California,COYOTE VALLEY,2013-05-06 00:00:00,,638,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
32,1,100000071.0,Timbisha Shoshone Tribe,,2018-07-23 00:00:00,,693,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
33,1,100000074.0,"Dry Creek Rancheria Band of Pomo Indians, California",,2012-08-10 00:00:00,,515,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
34,1,100000075.0,"Duckwater Shoshone Tribe of the Duckwater Reservation, Nevada",DUCKWATER,1982-11-24 00:00:00,,642,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
35,1,100000078.0,"Elem Indian Colony of Pomo Indians of the Sulphur Bank Rancheria, California",,1982-11-24 00:00:00,,632,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
36,1,100000079.0,"Elk Valley Rancheria, California",,1998-12-30 00:00:00,,559,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
37,1,100000080.0,Ely Shoshone Tribe of Nevada,ELY SHOSHONE,1993-10-21 00:00:00,,644,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
38,1,100000081.0,Enterprise Rancheria of Maidu Indians of California,,1982-11-24 00:00:00,,517,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
39,1,100000082.0,"Ewiiaapaayp Band of Kumeyaay Indians, California",,2003-12-05 00:00:00,,573,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
40,1,100000083.0,"Federated Indians of Graton Rancheria, California",,2003-12-05 00:00:00,,622,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
41,1,100000087.0,Fort Bidwell Indian Community of the Fort Bidwell Reservation of California,,1998-12-30 00:00:00,,518,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
42,1,100000088.0,"Fort Independence Indian Community of Paiute Indians of the Fort Independence Reservation, California",FORT INDEPENDENCE INDIAN RESERVATION,1982-11-24 00:00:00,,525,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
43,1,100000089.0,"Fort McDermitt Paiute and Shoshone Tribes of the Fort McDermitt Indian Reservation, Nevada and Oregon",FORT MCDERMITT PAIUTE-SHOSHONE,1998-12-30 00:00:00,,646,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
44,1,100000090.0,"Fort McDowell Yavapai Nation, Arizona",FORT MCDOWELL YAVAPAI,2002-07-12 00:00:00,,613,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
45,1,100000091.0,"Fort Mojave Indian Tribe of Arizona, California & Nevada",FORT MOJAVE,1996-11-13 00:00:00,,604,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
47,1,100000093.0,"Gila River Indian Community of the Gila River Indian Reservation, Arizona",GILA RIVER,1998-12-30 00:00:00,,614,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
48,1,100000095.0,Greenville Rancheria,,2012-08-10 00:00:00,,545,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
49,1,100000096.0,Grindstone Indian Rancheria of Wintun-Wailaki Indians of California,,1982-11-24 00:00:00,,519,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
50,1,100000097.0,Guidiville Rancheria of California,,1993-10-21 00:00:00,,505,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
51,1,100000098.0,"Habematolel Pomo of Upper Lake, California",,2005-11-25 00:00:00,,636,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
52,1,100000100.0,"Havasupai Tribe of the Havasupai Reservation, Arizona",HAVASUPAI,1982-11-24 00:00:00,,605,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
53,1,100000103.0,"Hoopa Valley Tribe, California",HOOPA,1998-12-30 00:00:00,,561,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
54,1,100000104.0,Hopi Tribe of Arizona,HOPI,1000-01-01 00:00:00,,608,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
55,1,100000105.0,"Hopland Band of Pomo Indians, California",,2012-08-10 00:00:00,,521,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
56,1,100000107.0,"Hualapai Indian Tribe of the Hualapai Indian Reservation, Arizona",HUALAPAI,1995-02-16 00:00:00,,606,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
57,1,100000108.0,"Iipay Nation of Santa Ysabel, California",,2009-08-11 00:00:00,,592,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
58,1,100000109.0,"Inaja Band of Diegueno Mission Indians of the Inaja and Cosmit Reservation, California",,1982-11-24 00:00:00,,574,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
60,1,100000113.0,Jackson Band of Miwuk Indians,JACKSON RANCHERIA BAND OF MIWOK INDIANS,2015-01-14 00:00:00,,522,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
61,1,100000115.0,Jamul Indian Village of California,,1982-11-24 00:00:00,,575,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
62,1,100000118.0,"Kaibab Band of Paiute Indians of the Kaibab Indian Reservation, Arizona",,1982-11-24 00:00:00,,617,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
63,1,100000120.0,Karuk Tribe,,2010-10-01 00:00:00,,555,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
64,1,100000121.0,"Kashia Band of Pomo Indians of the Stewarts Point Rancheria, California",,1982-11-24 00:00:00,,547,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
65,1,100000132.0,"La Jolla Band of Luiseno Indians, California",LA JOLLA BAND,2010-10-01 00:00:00,,576,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
66,1,100000133.0,"La Posta Band of Diegueno Mission Indians of the La Posta Indian Reservation, California",LA POSTA (MISSION INDIANS),1982-11-24 00:00:00,,577,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
67,1,100000137.0,"Las Vegas Tribe of Paiute Indians of the Las Vegas Indian Colony, Nevada",LAS VEGAS PAIUTE,1982-11-24 00:00:00,,648,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
68,1,100000140.0,Koi Nation of Northern California,,2013-05-06 00:00:00,,639,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
69,1,100000141.0,"Los Coyotes Band of Cahuilla and Cupeno Indians, California",,2009-08-11 00:00:00,,578,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
70,1,100000142.0,"Lovelock Paiute Tribe of the Lovelock Indian Colony, Nevada",,1982-11-24 00:00:00,,649,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
71,1,100000147.0,Lytton Rancheria of California,,1993-10-21 00:00:00,,509,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
73,1,100000150.0,"Manzanita Band of Diegueno Mission Indians of the Manzanita Reservation, California",,1982-11-24 00:00:00,,579,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
74,1,100000154.0,"Mechoopda Indian Tribe of Chico Rancheria, California",,1993-10-21 00:00:00,,531,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
75,1,100000156.0,"Mesa Grande Band of Diegueno Mission Indians of the Mesa Grande Reservation, California",,1982-11-24 00:00:00,,580,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
77,1,100000163.0,"Moapa Band of Paiute Indians of the Moapa River Indian Reservation, Nevada",MOAPA PAIUTE,1982-11-24 00:00:00,,650,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
78,1,100000166.0,Mooretown Rancheria of Maidu Indians of California,MOORETOWN RANCHERIA OF MAIDU INDIANS,1985-02-13 00:00:00,,626,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
79,1,100000167.0,"Morongo Band of Mission Indians, California",MORONGO (MISSION INDIANS),2009-08-11 00:00:00,,582,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
80,1,100000171.0,"Navajo Nation, Arizona, New Mexico, & Utah",NAVAJO,2000-03-03 00:00:00,,780,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
81,1,100000176.0,Northfork Rancheria of Mono Indians of California,,1985-02-13 00:00:00,,532,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
82,1,100000189.0,Bishop Paiute Tribe,BISHOP PAIUTE,2012-08-10 00:00:00,,549,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
83,1,100000190.0,"Paiute-Shoshone Tribe of the Fallon Reservation and Colony, Nevada",FALLON PAIUTE-SHOSHONE,1982-11-24 00:00:00,,645,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
84,1,100000191.0,Lone Pine Paiute-Shoshone Tribe,,2012-08-10 00:00:00,,624,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
85,1,100000192.0,Pala Band of Mission Indians,PALA (MISSION INDIANS),2016-01-29 00:00:00,,583,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
86,1,100000193.0,Pascua Yaqui Tribe of Arizona,,1000-01-01 00:00:00,,665,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
87,1,100000194.0,Paskenta Band of Nomlaki Indians of California,PASKENTA BAND OF NOMLAKI INDIANS,1995-02-16 00:00:00,,533,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
88,1,100000196.0,"Pauma Band of Luiseno Mission Indians of the Pauma & Yuima Reservation, California",PAUMA-YUIMA (MISSION INDIANS),1982-11-24 00:00:00,,585,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
89,1,100000198.0,Pechanga Band of Indians,PECHANGA BAND,1982-11-24 00:00:00,,586,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
90,1,100000201.0,Picayune Rancheria of Chukchansi Indians of California,,1985-02-13 00:00:00,,534,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
91,1,100000202.0,"Pinoleville Pomo Nation, California",,2007-03-22 00:00:00,,535,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
92,1,100000203.0,"Pit River Tribe, California (includes XL Ranch, Big Bend, Likely, Lookout, Montgomery Creek, and Roaring Creek Rancherias)",Pit River,2003-12-05 00:00:00,,536,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
93,1,100000209.0,"Potter Valley Tribe, California",,2005-11-25 00:00:00,,537,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
94,1,100000229.0,"Pyramid Lake Paiute Tribe of the Pyramid Lake Reservation, Nevada",PYRAMID LAKE PAIUTE,1996-11-13 00:00:00,,651,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
95,1,100000231.0,Quartz Valley Indian Community of the Quartz Valley Reservation of California,,1995-02-16 00:00:00,,563,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
97,1,100000235.0,"Ramona Band of Cahuilla, California",,2010-10-01 00:00:00,,597,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
98,1,100000238.0,"Redding Rancheria, California",,1998-12-30 00:00:00,,538,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
99,1,100000239.0,"Redwood Valley or Little River Band of Pomo Indians of the Redwood Valley Rancheria, California",,2012-08-10 00:00:00,,539,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
100,1,100000240.0,"Reno-Sparks Indian Colony, Nevada",RENO-SPARKS INDIAN COLONY,1000-01-01 00:00:00,,653,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
102,1,100000242.0,Rincon Band of Luiseno Indians,RINCON,2020-01-30 00:00:00,,587,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
103,1,100000243.0,Robinson Rancheria,,2015-01-14 00:00:00,,516,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
104,1,100000245.0,"Round Valley Indian Tribes, Round Valley Reservation, California",,2012-08-10 00:00:00,,540,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
105,1,100000252.0,"Salt River Pima-Maricopa Indian Community of the Salt River Reservation, Arizona",SALT RIVER,1982-11-24 00:00:00,,615,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
106,1,100000254.0,"San Carlos Apache Tribe of the San Carlos Reservation, Arizona",SAN CARLOS APACHE,1988-12-29 00:00:00,,616,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
107,1,100000255.0,San Juan Southern Paiute Tribe of Arizona,,1993-10-21 00:00:00,,689,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
108,1,100000256.0,Yuhaaviatam of San Manuel Nation,,2009-08-11 00:00:00,,588,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
109,1,100000257.0,San Pasqual Band of Diegueno Mission Indians of California,,1988-12-29 00:00:00,,589,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
110,1,100000258.0,"Santa Rosa Indian Community of the Santa Rosa Rancheria, California",Santa Rosa Rancheria,1988-12-29 00:00:00,,542,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
111,1,100000259.0,"Santa Rosa Band of Cahuilla Indians, California",,2007-03-22 00:00:00,,590,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
112,1,100000260.0,"Santa Ynez Band of Chumash Mission Indians of the Santa Ynez Reservation, California",,1996-11-13 00:00:00,,591,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
114,1,100000271.0,Sherwood Valley Rancheria of Pomo Indians of California,,1982-11-24 00:00:00,,629,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
115,1,100000272.0,"Shingle Springs Band of Miwok Indians, Shingle Springs Rancheria (Verona Tract), California",Shingle Springs Band of Miwok Indians,1982-11-24 00:00:00,,546,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
116,1,100000277.0,"Shoshone-Paiute Tribes of the Duck Valley Reservation, Nevada",SHOSHONE,1000-01-01 00:00:00,,641,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
117,1,100000281.0,Tolowa Dee-ni' Nation,,2016-01-29 00:00:00,,564,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
118,1,100000283.0,"Soboba Band of Luiseno Indians, California",Soboba Band of Luiseno Indians,2002-07-12 00:00:00,,593,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
119,1,100000292.0,Summit Lake Paiute Tribe of Nevada,,1988-12-29 00:00:00,,655,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
120,1,100000294.0,"Susanville Indian Rancheria, California",SUSANVILLE INDIAN RANCHERIA,1998-12-30 00:00:00,,550,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
121,1,100000296.0,Sycuan Band of the Kumeyaay Nation,,2005-11-25 00:00:00,,594,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
122,1,100000297.0,Table Mountain Rancheria,,2018-01-30 00:00:00,,551,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
123,1,100000298.0,Tejon Indian Tribe,,2013-05-06 00:00:00,,630,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
124,1,100000299.0,Te-Moak Tribe of Western Shoshone Indians of Nevada (Four constituent bands: Battle Mountain Band; Elko Band; South Fork Band; and Wells Band),,2002-07-12 00:00:00,,640,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
125,1,100000302.0,Tohono O'odham Nation of Arizona,TOHONO O'ODHAM,1986-07-10 00:00:00,,610,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
126,1,100000305.0,Tonto Apache Tribe of Arizona,TONTO APACHE,1986-07-10 00:00:00,,674,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
127,1,100000306.0,"Torres Martinez Desert Cahuilla Indians, California",TORRES MARTINEZ DESERT INDIANS,2005-11-25 00:00:00,,595,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
128,1,100000307.0,"Tule River Indian Tribe of the Tule River Reservation, California",TULE RIVER,1988-12-29 00:00:00,,553,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
129,1,100000310.0,Tuolumne Band of Me-Wuk Indians of the Tuolumne Rancheria of California,TUOLUMNE MIWOK,1982-11-24 00:00:00,,634,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
130,1,100000313.0,Twenty-Nine Palms Band of Mission Indians of California,,2002-07-12 00:00:00,,598,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
131,1,100000314.0,United Auburn Indian Community of the Auburn Rancheria of California,,1995-02-16 00:00:00,,637,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
133,1,100000321.0,"Walker River Paiute Tribe of the Walker River Reservation, Nevada",WALKER RIVER PAIUTE,1995-02-16 00:00:00,,656,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
134,1,100000323.0,"Washoe Tribe of Nevada & California (Carson Colony, Dresslerville Colony, Woodfords Community, Stewart Community, & Washoe Ranches)",WASHOE,1998-12-30 00:00:00,,672,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
135,1,100000324.0,"White Mountain Apache Tribe of the Fort Apache Reservation, Arizona",WHITE MOUNTAIN APACHE,1988-12-29 00:00:00,,607,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
136,1,100000326.0,"Wilton Rancheria, California",,2009-08-11 00:00:00,,635,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
137,1,100000328.0,Winnemucca Indian Colony of Nevada,,1982-11-24 00:00:00,,659,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
138,1,100000329.0,"Wiyot Tribe, California",,2005-11-25 00:00:00,,565,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
139,1,100000332.0,"Yavapai-Apache Nation of the Camp Verde Indian Reservation, Arizona",CAMP VERDE YAVAPAI-APACHE,1996-11-13 00:00:00,,601,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
140,1,100000333.0,Yavapai-Prescott Indian Tribe,YAVAPAI-PRESCOTT,2012-08-10 00:00:00,,618,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
141,1,100000334.0,"Yerington Paiute Tribe of the Yerington Colony & Campbell Ranch, Nevada",YERINGTON PAIUTE,1986-07-10 00:00:00,,660,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
142,1,100000335.0,"Yocha Dehe Wintun Nation, California",,2010-10-01 00:00:00,,541,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
143,1,100000336.0,"Yomba Shoshone Tribe of the Yomba Reservation, Nevada",,1000-01-01 00:00:00,,661,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
144,1,100000338.0,"Yurok Tribe of the Yurok Reservation, California",YUROK,1995-02-16 00:00:00,,562,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
145,1,100000339.0,"Zuni Tribe of the Zuni Reservation, New Mexico",,1982-11-24 00:00:00,,721,1.0,,2020-06-27 10:25:22,,2023-07-21 03:00:02,
146,3,100000009.0,Mi'kmaq Nation,,2012-08-10 00:00:00,,031,1.0,,2020-06-27 10:25:23,,2023-07-21 03:00:02,
147,3,100000106.0,Houlton Band of Maliseet Indians,,2012-08-10 00:00:00,,019,1.0,,2020-06-27 10:25:23,,2023-07-21 03:00:02,
148,3,100000151.0,Mashantucket Pequot Indian Tribe,,2012-08-10 00:00:00,,020,1.0,,2020-06-27 10:25:23,,2023-07-21 03:00:02,
149,3,100000152.0,Mashpee Wampanoag Tribe,,2014-01-29 00:00:00,,TBD,1.0,,2020-06-27 10:25:23,,2023-07-21 03:00:02,
150,3,100000165.0,Mohegan Tribe of Indians of Connecticut,,2015-01-14 00:00:00,,033,1.0,,2020-06-27 10:25:23,,2023-07-21 03:00:02,
151,3,100000170.0,Narragansett Indian Tribe,,2012-08-10 00:00:00,,027,1.0,,2020-06-27 10:25:23,,2023-07-21 03:00:02,
152,3,100000195.0,Passamaquoddy Tribe,,2012-08-10 00:00:00,,014,1.0,,2020-06-27 10:25:23,,2023-07-21 03:00:02,
153,3,100000199.0,Penobscot Nation,,2012-08-10 00:00:00,,018,1.0,,2020-06-27 10:25:23,,2023-07-21 03:00:02,
154,3,100000322.0,Wampanoag Tribe of Gay Head (Aquinnah),,2012-08-10 00:00:00,,030,1.0,,2020-06-27 10:25:23,,2023-07-21 03:00:02,
155,4,100000034.0,Cayuga Nation,,2012-08-10 00:00:00,,013,1.0,,2020-06-27 10:25:24,,2023-07-21 03:00:02,
156,4,100000182.0,Oneida Indian Nation,,2018-01-30 00:00:00,,011,1.0,,2020-06-27 10:25:24,,2023-07-21 03:00:02,
157,4,100000184.0,Onondaga Nation,,2012-08-10 00:00:00,,006,1.0,,2020-06-27 10:25:24,,2023-07-21 03:00:02,
158,4,100000251.0,Saint Regis Mohawk Tribe,,2012-08-10 00:00:00,,007,1.0,,2020-06-27 10:25:24,,2023-07-21 03:00:02,
159,4,100000267.0,Seneca Nation of Indians,,2012-08-10 00:00:00,,012,1.0,,2020-06-27 10:25:24,,2023-07-21 03:00:02,
160,4,100000273.0,Shinnecock Indian Nation,,2010-10-01 00:00:00,,036,1.0,,2020-06-27 10:25:24,,2023-07-21 03:00:02,
161,4,100000303.0,Tonawanda Band of Seneca,,2012-08-10 00:00:00,,008,1.0,,2020-06-27 10:25:24,,2023-07-21 03:00:02,
162,4,100000312.0,Tuscarora Nation,,2012-08-10 00:00:00,,009,1.0,,2020-06-27 10:25:24,,2023-07-21 03:00:02,
163,5,100000590.0,Pamunkey Indian Tribe,,2016-05-04 00:00:00,,037,1.0,,2020-06-27 10:25:25,,2023-07-21 03:00:02,
164,5,100000591.0,Chickahominy Indian Tribe,,2018-01-29 00:00:00,,TBD,1.0,,2020-06-27 10:25:25,,2023-07-21 03:00:02,
165,5,100000592.0,Chickahominy Indian Tribe--Eastern Division,,2018-01-29 00:00:00,,TBD,1.0,,2020-06-27 10:25:25,,2023-07-21 03:00:02,
166,5,100000593.0,Monacan Indian Nation,,2018-01-29 00:00:00,,TBD,1.0,,2020-06-27 10:25:25,,2023-07-21 03:00:02,
167,5,100000594.0,Nansemond Indian Nation,,2019-02-01 00:00:00,,TBD,1.0,,2020-06-27 10:25:25,,2023-07-21 03:00:02,
168,5,100000595.0,"Rappahannock Tribe, Inc.",,2018-01-29 00:00:00,,TBD,1.0,,2020-06-27 10:25:25,,2023-07-21 03:00:02,
169,5,100000596.0,Upper Mattaponi Tribe,,2018-01-29 00:00:00,,TBD,1.0,,2020-06-27 10:25:25,,2023-07-21 03:00:02,
170,6,100000033.0,Catawba Indian Nation,,1997-10-23 00:00:00,,032,1.0,,2020-06-27 10:25:26,,2023-07-21 03:00:02,
171,6,100000076.0,Eastern Band of Cherokee Indians,,2012-08-10 00:00:00,,001,1.0,,2020-06-27 10:25:26,,2023-07-21 03:00:02,
172,6,100000159.0,Miccosukee Tribe of Indians,,2012-08-10 00:00:00,,026,1.0,,2020-06-27 10:25:26,,2023-07-21 03:00:02,
173,6,100000162.0,Mississippi Band of Choctaw Indians,,2012-08-10 00:00:00,,980,1.0,,2020-06-27 10:25:26,,2023-07-21 03:00:02,
174,6,100000204.0,Poarch Band of Creek Indians,,2012-08-10 00:00:00,,028,1.0,,2020-06-27 10:25:26,,2023-07-21 03:00:02,
175,6,100000266.0,Seminole Tribe of Florida,,2012-08-10 00:00:00,,021,1.0,,2020-06-27 10:25:26,,2023-07-21 03:00:02,
176,7,100000012.0,"Bad River Band of the Lake Superior Tribe of Chippewa Indians of the Bad River Reservation, Wisconsin",,1982-11-24 00:00:00,,430,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
177,7,100000013.0,"Bay Mills Indian Community, Michigan",,2002-07-12 00:00:00,,470,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
178,7,100000085.0,"Forest County Potawatomi Community, Wisconsin",,2002-07-12 00:00:00,,434,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
179,7,100000094.0,"Grand Traverse Band of Ottawa and Chippewa Indians, Michigan",,2002-07-12 00:00:00,,468,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
180,7,100000099.0,"Hannahville Indian Community, Michigan",,2002-07-12 00:00:00,,471,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
181,7,100000101.0,Ho-Chunk Nation of Wisconsin,,1995-02-16 00:00:00,,439,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
182,7,100000124.0,"Keweenaw Bay Indian Community, Michigan",,2002-07-12 00:00:00,,475,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
183,7,100000134.0,Lac Courte Oreilles Band of Lake Superior Chippewa Indians of Wisconsin,,2002-07-12 00:00:00,,431,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
184,7,100000135.0,Lac du Flambeau Band of Lake Superior Chippewa Indians of the Lac du Flambeau Reservation of Wisconsin,,1982-11-24 00:00:00,,432,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
185,7,100000136.0,Lac Vieux Desert Band of Lake Superior Chippewa Indians of Michigan,,2013-05-06 00:00:00,,479,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
186,7,100000138.0,"Little River Band of Ottawa Indians, Michigan",,2002-07-12 00:00:00,,482,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
187,7,100000139.0,"Little Traverse Bay Bands of Odawa Indians, Michigan",,2002-07-12 00:00:00,,483,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
188,7,100000145.0,Lower Sioux Indian Community in the State of Minnesota,,2002-07-12 00:00:00,,402,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
189,7,100000153.0,Match-e-be-nash-she-wish Band of Pottawatomi Indians of Michigan,,2000-03-03 00:00:00,,484,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
190,7,100000155.0,Menominee Indian Tribe of Wisconsin,,1988-12-29 00:00:00,,440,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
191,7,100000161.0,"Minnesota Chippewa Tribe, Minnesota (Six component reservations: Bois Forte Band (Nett Lake); Fond du Lac Band; Grand Portage Band; Leech Lake Band; Mille Lacs Band; White Earth Band)",,1996-11-13 00:00:00,,400,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
192,7,100000178.0,"Nottawaseppi Huron Band of the Potawatomi, Michigan",,2008-04-04 00:00:00,,481,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
193,7,100000183.0,Oneida Nation,,2016-05-04 00:00:00,,433,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
194,7,100000205.0,"Pokagon Band of Potawatomi Indians, Michigan and Indiana",,2002-07-12 00:00:00,,480,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
195,7,100000211.0,Prairie Island Indian Community in the State of Minnesota,,2002-07-12 00:00:00,,403,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
196,7,100000236.0,Red Cliff Band of Lake Superior Chippewa Indians of Wisconsin,,1988-12-29 00:00:00,,435,1.0,,2020-06-27 10:25:27,,2023-07-21 03:00:02,
