ut_facility_owner_hist_id,facility_id,start_date,end_date,date_observed,created_by,created_date,updated_by,updated_date,responsible_entity_id,entity_contact_id,facility_owner_id_obs
1465,2111,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1441,,
1466,2112,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1442,,
1467,2113,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1419,892.0,
1468,2114,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1494,,
1469,2115,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1413,,
1470,2116,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1400,887.0,
1471,2117,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1403,,
1472,2118,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1381,881.0,
1473,2119,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1495,,
1474,2120,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1507,,
1475,2121,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1496,,
1476,2122,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1434,,
1477,2123,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1380,880.0,
1478,2124,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1420,,
1479,2125,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1442,,
1480,2126,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1388,,
1481,2127,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1493,,
1482,2128,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1474,895.0,
1483,2129,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1487,,
1484,2130,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1441,,
1485,2131,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1423,,
1486,2132,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1413,,
1488,2134,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1500,,
1489,2135,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1501,,
1490,2136,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1502,,
1492,2138,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1440,,
1493,2139,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1406,,
1494,2140,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1428,,
1496,2142,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1441,,
1497,2143,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1428,,
1498,2144,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1503,,
1500,2146,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1407,,
1501,2147,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1425,,
1502,2148,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1423,,
1504,2150,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1490,,
1505,2151,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1404,889.0,
1506,2152,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1421,,
1508,2154,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1410,890.0,
1509,2155,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1505,,
1510,2156,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1506,,
1512,2158,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1421,,
1513,2159,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1394,885.0,
1514,2160,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1508,,
1516,2162,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1419,892.0,
1517,2163,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1441,,
1518,2164,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1441,,
1520,2166,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1511,,
1521,2167,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1454,,
1522,2168,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1488,900.0,
1524,2170,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1441,,
1525,2171,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1413,,
1526,2172,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1441,,
1527,2173,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1441,,
1529,2175,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1480,897.0,
1530,2176,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1490,,
1531,2177,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1382,882.0,
1533,2179,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1493,,
1534,2180,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1479,896.0,
1535,2181,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1513,,
1537,2183,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1412,,
1538,2184,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1413,,
1539,2185,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1413,,
1541,2187,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1383,883.0,
1542,2188,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1415,,
1543,2189,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1416,,
1544,2190,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1417,,
1546,2192,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1420,,
1547,2193,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1417,,
1548,2194,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1413,,
1550,2196,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1422,,
1551,2197,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1441,,
1552,2198,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1423,,
1554,2200,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1443,,
1555,2201,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1424,,
1556,2202,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1385,,
1558,2204,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1428,,
1559,2205,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1429,,
1560,2206,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1430,,
1562,2208,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1431,,
1563,2209,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1453,,
1564,2210,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1432,,
1566,2212,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1435,,
1567,2213,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1436,,
1568,2214,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1437,,
1570,2216,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1439,,
1571,2217,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1440,,
1572,2218,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1387,,
1574,2220,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1413,,
1575,2221,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1441,,
1576,2222,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1441,,
1578,2224,,,,,2020-06-27 11:05:19,,2022-10-06 08:00:38,1441,,
1580,2225,,,2019-05-22 00:00:00,LTHOMA01,2020-07-31 11:44:38,,2022-10-06 08:00:38,1663,1063.0,
1581,2226,,,2019-05-22 00:00:00,LTHOMA01,2020-07-31 11:51:29,,2022-10-06 08:00:38,1665,1065.0,
1584,1435,2015-01-01,2017-04-01 00:00:00,2015-05-14 00:00:00,MRESTAIN,2020-08-27 08:34:56,,2022-10-06 08:00:38,1701,1101.0,
1585,1435,2017-04-01,,2017-04-01 00:00:00,MRESTAIN,2020-08-27 08:47:43,,2022-10-06 08:00:38,873,1102.0,
1588,656,2020-03-18,,2020-08-07 00:00:00,MCOSSON,2020-10-01 15:39:32,,2022-10-06 08:00:38,1761,1242.0,
1593,1673,2020-10-15,,,MRESTAIN,2021-01-12 15:15:09,,2022-10-06 08:00:38,1821,1321.0,
1597,1481,,2020-01-01 00:00:00,,MRESTAIN,2021-01-12 17:25:32,,2022-10-06 08:00:38,1741,1182.0,
1590,2228,,,,MRESTAIN,2020-10-22 15:52:05,,2022-10-06 08:00:38,1781,1281.0,
1599,1481,,,,MRESTAIN,2021-01-12 17:25:56,,2022-10-06 08:00:38,1742,1183.0,
1603,1409,2020-01-22,,,MRESTAIN,2021-02-26 16:47:09,,2022-10-06 08:00:38,1861,1403.0,
1605,1409,,2009-03-01 00:00:00,,MRESTAIN,2021-02-26 16:49:37,,2022-10-06 08:00:38,890,1402.0,
1606,2231,,,,KDIXON,2021-03-03 19:13:00,,2022-10-06 08:00:38,1881,1421.0,
1607,1378,2017-10-05,,2021-03-18 00:00:00,MRESTAIN,2021-03-18 11:52:52,,2022-10-06 08:00:38,1081,1441.0,
1608,2233,,,,JRIDLEY,2021-03-29 12:22:26,,2022-10-06 08:00:38,1659,1045.0,
1610,2235,,,2020-11-03 00:00:00,AFONG,2021-04-08 19:15:26,,2022-10-06 08:00:38,1921,1461.0,
1611,2236,,,2021-02-09 00:00:00,AFONG,2021-04-08 19:58:23,,2022-10-06 08:00:38,1923,1463.0,
1612,2237,,,,,2021-04-28 12:58:36,,2022-10-06 08:00:38,1941,,
1613,2238,,,,,2021-04-28 12:58:36,,2022-10-06 08:00:38,1943,,
1614,2239,,,,,2021-04-28 12:58:36,,2022-10-06 08:00:38,1941,,
1615,2240,,,,,2021-04-28 12:58:36,,2022-10-06 08:00:38,1941,,
1616,2241,,,,,2021-04-28 12:58:36,,2022-10-06 08:00:38,1944,,
1617,2242,,,,,2021-04-28 12:58:36,,2022-10-06 08:00:38,1945,,
1618,2243,,,,,2021-04-28 12:58:36,,2022-10-06 08:00:38,1944,,
1619,2301,2014-01-30,2021-12-19 00:00:00,2023-06-02 00:00:00,,2021-04-28 13:05:55,MPOMES,2023-06-02 14:24:12,2030,2861.0,
1620,2303,,,,,2021-04-28 13:05:55,,2022-10-06 08:00:38,2037,1502.0,
1621,2304,,,,,2021-04-28 13:05:55,,2022-10-06 08:00:38,2041,,
1622,2308,,,,,2021-04-28 13:05:55,,2022-10-06 08:00:38,2040,,
1623,2309,,,,,2021-04-28 13:05:55,,2022-10-06 08:00:38,2032,,
1624,2310,,,,,2021-04-28 13:05:55,,2022-10-06 08:00:38,2035,,
1625,2312,,,,,2021-04-28 13:05:55,,2022-10-06 08:00:38,2031,,
1626,2313,,,,,2021-04-28 13:05:55,,2022-10-06 08:00:38,2038,,
1627,2314,,,,,2021-04-28 13:05:55,,2022-10-06 08:00:38,2038,,
1628,2315,,,,,2021-04-28 13:05:55,,2022-10-06 08:00:38,2028,,
1629,2316,,,,,2021-04-28 13:05:55,,2022-10-06 08:00:38,2033,,
1630,2317,,,,,2021-04-28 13:05:55,,2022-10-06 08:00:38,2036,1500.0,
1631,2318,,,,,2021-04-28 13:05:55,,2022-10-06 08:00:38,2039,,
1632,2320,2007-01-01,,2023-01-23 00:00:00,,2021-04-28 13:05:55,MPOMES,2023-01-24 09:51:36,2034,4901.0,
1633,2321,,,,,2021-04-28 13:05:55,,2022-10-06 08:00:38,2029,,
1634,2323,,,,,2021-04-28 13:05:55,,2022-10-06 08:00:38,2042,,
1635,2325,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2291,,
1636,2326,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2292,,
1637,2327,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2293,,
1638,2328,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2293,,
1639,2329,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2294,,
1640,2330,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2773,,
1641,2331,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2296,,
1642,2332,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2297,,
1643,2333,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2298,,
1644,2334,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2299,,
1645,2335,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2300,,
1646,2336,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2301,,
1647,2337,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2611,,
1648,2338,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2293,,
1649,2339,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2303,,
1650,2340,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2309,,
1651,2341,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2304,,
1652,2342,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2305,,
1653,2343,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2306,,
1654,2344,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2307,1544.0,
1655,2345,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2308,,
1656,2346,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2309,,
1657,2347,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2310,,
1658,2348,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2310,,
1659,2349,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2311,,
1660,2350,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2293,,
1661,2351,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2312,,
1662,2352,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2312,,
1663,2353,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2312,,
1664,2354,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2312,,
1665,2355,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2313,,
1666,2356,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2314,,
1667,2357,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2315,,
1668,2358,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2316,,
1669,2359,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2043,,
1670,2360,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2044,1517.0,
1671,2361,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2045,1518.0,
1672,2362,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2046,1519.0,
1673,2363,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2046,1519.0,
1674,2364,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2618,1556.0,
1675,2365,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2044,1517.0,
1676,2366,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2046,1519.0,
1677,2367,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2048,,
1678,2368,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2049,,
1679,2369,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2050,,
1680,2370,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2051,1520.0,
1681,2371,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2052,,
1682,2372,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2053,,
1683,2373,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2054,1521.0,
1684,2374,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2054,1521.0,
1685,2375,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2055,,
1686,2376,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2056,,
1687,2377,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2048,,
1688,2378,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2046,1519.0,
1689,2379,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2046,1519.0,
1690,2380,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2057,,
1691,2381,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2058,1522.0,
1692,2382,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2046,1519.0,
1693,2383,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2050,,
1694,2384,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2059,,
1695,2385,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2060,,
1696,2386,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2061,,
1697,2387,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2062,,
1698,2388,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2048,,
1699,2389,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2048,,
1700,2390,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2048,,
1701,2391,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2048,,
1702,2392,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2048,,
1703,2393,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2048,,
1704,2394,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2048,,
1705,2395,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2048,,
1706,2396,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2048,,
1707,2397,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2048,,
1708,2398,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2048,,
1709,2399,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2048,,
1710,2400,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2799,,
1711,2401,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2064,1523.0,
1712,2402,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2064,1523.0,
1713,2403,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2065,,
1714,2404,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2648,,
1715,2405,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2067,,
1716,2406,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2068,,
1717,2407,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2069,,
1718,2408,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2070,,
1719,2409,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2071,,
1720,2410,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2072,,
1721,2411,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2073,,
1722,2412,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2074,,
1723,2413,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2075,,
1724,2414,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2076,,
1725,2415,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2077,,
1726,2416,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2811,,
1727,2417,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2079,,
1728,2418,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2613,,
1729,2419,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2081,,
1730,2420,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2082,1524.0,
1732,2422,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2650,1565.0,
1733,2423,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2050,,
1734,2424,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2085,,
1736,2426,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2087,,
1737,2427,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2088,1525.0,
1738,2428,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2616,1555.0,
1740,2430,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2091,,
1741,2431,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2092,,
1742,2432,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2281,,
1744,2434,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2095,,
1745,2435,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2604,,
1746,2436,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2625,,
1748,2438,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2816,,
1749,2439,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2312,,
1750,2440,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2208,,
1752,2442,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2210,,
1753,2443,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2211,,
1754,2444,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2212,,
1756,2446,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2214,,
1757,2447,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2832,1578.0,
1758,2448,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2215,,
1760,2450,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2216,,
1761,2451,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2217,,
1762,2452,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2218,,
1764,2454,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2220,,
1765,2455,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2628,,
1766,2456,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2222,,
1768,2458,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2224,,
1769,2459,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2225,,
1770,2460,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2226,,
1772,2462,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2228,,
1773,2463,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2214,,
1774,2464,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2832,1578.0,
1776,2466,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2230,1534.0,
1777,2467,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2372,,
1778,2468,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2225,,
1780,2470,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2806,,
1781,2471,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2233,,
1782,2472,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2234,,
1784,2474,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2216,,
1785,2475,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2214,,
1786,2476,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2236,1535.0,
1788,2479,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2238,,
1789,2480,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2048,,
1790,2481,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2082,1524.0,
1792,2483,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2240,,
1793,2484,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2241,,
1794,2485,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2242,,
1796,2487,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2800,,
1797,2488,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2247,,
1798,2489,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2248,,
1799,2490,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2249,,
1801,2493,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2239,,
1802,2494,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2086,,
1803,2495,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2800,,
1805,2499,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2253,,
1806,2500,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2254,,
1807,2501,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2255,,
1809,2503,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2257,,
1810,2504,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2258,,
1811,2505,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2258,,
1813,2507,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2260,,
1814,2508,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2335,,
1815,2509,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2819,,
1817,2511,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2098,,
1818,2512,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2099,,
1819,2513,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2100,1527.0,
1820,2514,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2101,,
1821,2515,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2102,,
1822,2516,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2103,,
1823,2517,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2810,,
1824,2518,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2100,1527.0,
1825,2519,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2100,1527.0,
1826,2520,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2100,1527.0,
1827,2521,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2105,1528.0,
1828,2522,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2106,,
1829,2523,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2107,,
1830,2524,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2108,,
1831,2525,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2108,,
1832,2526,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2109,,
1833,2527,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2110,,
1834,2528,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2617,,
1835,2529,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2112,,
1836,2530,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2113,,
1837,2531,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2114,,
1838,2532,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2100,1527.0,
1839,2533,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2115,,
1840,2534,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2116,,
1841,2535,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2642,,
1842,2536,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2118,,
1843,2537,,,,,2021-04-28 13:07:51,,2022-10-06 08:00:38,2119,,
