ut_facility_owner_hist_id,facility_id,start_date,end_date,date_observed,created_by,created_date,updated_by,updated_date,responsible_entity_id,entity_contact_id,facility_owner_id_obs
7668,8374,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6259,,
7669,8375,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6259,,
7670,8376,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6261,,
7671,8377,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6385,,
7672,8378,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6327,,
7673,8379,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6336,1964.0,
7674,8380,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6183,,
7675,8381,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,5995,1923.0,
7676,8382,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6268,,
7677,8383,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6268,,
7678,8384,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6270,,
7679,8385,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6271,,
7680,8386,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6270,,
7681,8387,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6272,,
7682,8388,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6273,,
7683,8389,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6025,,
7684,8390,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6025,,
7685,8391,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6275,,
7686,8392,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6276,,
7687,8393,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6042,1928.0,
7688,8394,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6333,1963.0,
7689,8395,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6327,,
7690,8396,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6279,,
7691,8397,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6280,,
7692,8398,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6281,,
7693,8399,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,5992,1922.0,
7694,8400,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6272,,
7695,8401,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6282,,
7696,8402,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6336,1964.0,
7697,8403,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6207,,
7698,8404,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6327,,
7699,8405,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6268,,
7700,8406,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6309,,
7701,8407,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6288,,
7702,8408,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6288,,
7703,8409,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6289,,
7704,8410,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6288,,
7705,8411,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6288,,
7706,8412,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6444,1986.0,
7707,8413,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6290,,
7708,8414,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6291,,
7709,8415,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6292,,
7710,8416,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6293,,
7711,8417,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6294,,
7712,8418,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6295,,
7713,8419,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6296,,
7714,8420,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6297,,
7715,8421,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6298,,
7716,8422,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6299,,
7717,8423,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6300,,
7718,8424,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6115,,
7719,8425,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6301,,
7720,8426,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6302,,
7721,8427,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6183,,
7722,8428,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6303,,
7723,8429,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6282,,
7724,8430,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6333,1963.0,
7725,8431,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6304,,
7726,8432,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6305,,
7727,8433,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6306,,
7728,8434,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,5992,1922.0,
7729,8435,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6159,,
7730,8436,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6309,,
7731,8437,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6190,,
7732,8438,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6330,1962.0,
7733,8439,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6065,,
7734,8440,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6022,,
7735,8441,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6333,1963.0,
7736,8442,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6312,,
7737,8443,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6294,,
7738,8444,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6275,,
7739,8445,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6333,1963.0,
7740,8446,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6099,1933.0,
7741,8447,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6315,,
7742,8448,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6316,,
7743,8449,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6317,,
7744,8450,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6318,,
7745,8451,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6319,,
7746,8452,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6327,,
7747,8453,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6282,,
7748,8454,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6120,1936.0,
7749,8455,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6336,1964.0,
7750,8456,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6321,,
7751,8457,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6275,,
7752,8458,,,,,2021-04-28 14:55:49,,2022-10-06 08:00:38,6323,,
7753,8459,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7339,,
7754,8460,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6761,,
7755,8461,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6961,2002.0,
7756,8462,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6828,,
7757,8463,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6765,,
7758,8464,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6636,,
7759,8465,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6854,1998.0,
7760,8466,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6595,,
7761,8467,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6595,,
7762,8468,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6906,,
7763,8469,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6683,,
7764,8470,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7255,,
7765,8471,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6899,,
7766,8472,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7254,,
7767,8473,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6874,,
7768,8474,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6655,,
7769,8475,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,8825,,
7770,8476,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7039,,
7771,8477,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6520,,
7772,8478,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,8827,,
7773,8479,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6876,1999.0,
7774,8480,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6868,,
7775,8481,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7272,,
7776,8482,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7366,,
7777,8483,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6850,,
7778,8484,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6869,,
7779,8485,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7407,,
7780,8486,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6916,,
7781,8487,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7271,2097.0,
7782,8488,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,8638,,
7783,8489,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7323,,
7784,8490,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6534,,
7785,8491,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6934,2001.0,
7786,8492,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7285,,
7788,8494,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6679,,
7789,8495,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6683,,
7790,8496,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6870,,
7792,8498,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6797,1997.0,
7793,8499,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7195,2063.0,
7794,8500,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7764,2221.0,
7796,8502,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7031,,
7797,8503,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6625,,
7798,8504,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6513,,
7800,8506,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7402,,
7801,8507,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7279,,
7802,8508,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6656,,
7804,8510,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6776,,
7805,8511,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7385,,
7806,8512,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,8524,,
7807,8513,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6664,,
7808,8514,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6582,,
7809,8515,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6885,,
7810,8516,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6885,,
7811,8517,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7005,,
7812,8518,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,8826,,
7813,8519,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7038,,
7814,8520,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6748,,
7815,8521,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6748,,
7816,8522,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7311,,
7817,8523,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6537,,
7818,8524,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7330,,
7819,8525,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6965,,
7820,8526,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6784,,
7821,8527,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6751,,
7822,8528,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,8293,,
7823,8529,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6576,,
7824,8530,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7016,,
7825,8531,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7344,2099.0,
7826,8532,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6854,1998.0,
7827,8533,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6917,,
7828,8534,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7368,,
7829,8535,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6770,1995.0,
7830,8536,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6792,,
7831,8537,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7150,2044.0,
7832,8538,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7353,2100.0,
7833,8539,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6591,,
7834,8540,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7052,,
7835,8541,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6994,,
7836,8542,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7195,2063.0,
7837,8543,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,8287,,
7838,8544,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6585,,
7839,8545,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6869,,
7840,8546,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,8624,,
7841,8547,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6597,1989.0,
7842,8548,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,8624,,
7843,8549,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7838,,
7844,8550,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7016,,
7845,8551,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,8823,,
7846,8552,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6619,,
7847,8553,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6810,,
7848,8554,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7271,2097.0,
7849,8555,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6918,,
7850,8556,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7271,2097.0,
7851,8557,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6781,,
7852,8558,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6911,,
7853,8559,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6911,,
7854,8560,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6911,,
7855,8561,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6713,,
7856,8562,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6614,,
7857,8563,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7743,2210.0,
7858,8564,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6515,1988.0,
7859,8565,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7034,,
7860,8566,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6854,1998.0,
7861,8567,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6854,1998.0,
7862,8568,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7370,,
7863,8569,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7738,2206.0,
7864,8570,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6551,,
7865,8571,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7273,,
7866,8572,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6536,,
7867,8573,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6536,,
7868,8574,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6493,,
7869,8575,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6493,,
7870,8576,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6632,,
7871,8577,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6697,,
7872,8578,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6996,,
7873,8579,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6703,,
7874,8580,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6925,2000.0,
7875,8581,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6711,,
7876,8582,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6875,,
7877,8583,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6707,1992.0,
7878,8584,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6650,,
7879,8585,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7081,2004.0,
7880,8586,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6566,,
7881,8587,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6820,,
7882,8588,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7313,,
7883,8589,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6523,,
7884,8590,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6820,,
7885,8591,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7326,,
7886,8592,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6493,,
7887,8593,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6869,,
7888,8594,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7605,,
7889,8595,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7379,,
7890,8596,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6491,,
7891,8597,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6905,,
7892,8598,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6922,,
7893,8599,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6536,,
7894,8600,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6819,,
7895,8601,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6869,,
7896,8602,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6911,,
7897,8603,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6999,,
7898,8604,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7396,,
7899,8605,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6580,,
7900,8606,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6536,,
7901,8607,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6785,,
7902,8608,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7790,2238.0,
7903,8609,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7790,2238.0,
7904,8610,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7790,2238.0,
7905,8611,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7535,,
7906,8612,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,8988,,
7907,8613,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6926,,
7908,8614,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6906,,
7909,8615,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6926,,
7910,8616,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7378,,
7911,8617,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6610,,
7912,8618,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6809,,
7913,8619,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6655,,
7914,8620,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7301,,
7915,8621,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7300,,
7916,8622,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6926,,
7917,8623,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6610,,
7918,8624,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7267,,
7919,8625,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7012,,
7920,8626,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7790,2238.0,
7921,8627,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6926,,
7922,8628,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6753,,
7923,8629,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7336,,
7924,8630,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,8486,,
7925,8631,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6702,,
7926,8632,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6938,,
7927,8633,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7061,,
7928,8634,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6653,,
7929,8635,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6682,,
7930,8636,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6561,,
7931,8637,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6568,,
7932,8638,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6533,,
7933,8639,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6804,,
7934,8640,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,7286,,
7935,8641,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6721,,
7936,8642,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6554,,
7937,8643,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,8381,,
7938,8644,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6801,,
7939,8645,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,8879,,
7940,8646,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6631,,
7941,8647,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,8305,,
7942,8648,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6906,,
7943,8649,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6690,1991.0,
7944,8650,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6773,,
7945,8651,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6470,,
7946,8652,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6543,,
7947,8653,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6515,1988.0,
7948,8654,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6968,,
7949,8655,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6817,,
7950,8656,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6817,,
7951,8657,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6758,,
7952,8658,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6515,1988.0,
7953,8659,,,,,2021-04-28 14:56:19,,2022-10-06 08:00:38,6906,,
7954,8660,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6906,,
7955,8661,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6804,,
7956,8662,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,7195,2063.0,
7957,8663,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6616,,
7958,8664,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,7389,,
7959,8665,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6804,,
7960,8666,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6804,,
7961,8667,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6866,,
7962,8668,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6866,,
7963,8669,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,7404,,
7964,8670,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6752,,
7965,8671,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6966,,
7966,8672,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,8583,,
7967,8673,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6483,,
7968,8674,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,7429,2111.0,
7969,8675,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6846,,
7970,8676,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6690,1991.0,
7971,8677,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6690,1991.0,
7972,8678,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6470,,
7973,8679,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6470,,
7974,8680,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6515,1988.0,
7975,8681,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6690,1991.0,
7976,8682,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6543,,
7977,8683,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6543,,
7978,8684,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6543,,
7979,8685,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,7373,,
7980,8686,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6477,,
7981,8687,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6634,,
7982,8688,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,7069,,
7983,8689,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6512,,
7984,8690,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,8583,,
7985,8691,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6906,,
7986,8692,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6839,,
7987,8693,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6515,1988.0,
7988,8694,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6627,,
7990,8696,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,7335,,
7991,8697,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6833,,
7992,8698,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6509,,
7994,8700,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,7368,,
7995,8701,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,7428,2110.0,
7996,8702,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6804,,
7998,8704,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6690,1991.0,
7999,8705,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,7400,,
8000,8706,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6613,,
8002,8708,,,,,2021-04-28 14:56:20,,2022-10-06 08:00:38,6690,1991.0,
