land_use_id,land_location_id,land_use_type_id,start_date,end_date,date_observed,land_use_note,created_by,created_date,updated_by,updated_date
593,593,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
594,594,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
595,595,13,,,1990-09-28 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
596,596,4,,,1989-02-01 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
597,597,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
598,598,1,,,1986-04-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
599,599,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
600,600,5,,,2000-05-01 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
601,601,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
602,602,4,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
603,603,12,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
604,604,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
605,605,12,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
606,606,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
607,607,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
608,608,14,,,1998-12-30 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
609,609,1,,,2000-06-22 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
610,610,4,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
611,611,4,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
612,612,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
613,613,4,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
614,614,13,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
615,615,13,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
616,616,13,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
617,617,13,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
618,618,13,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
619,619,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
620,620,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
621,621,1,,,2002-03-27 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
622,622,1,,,2002-03-27 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
623,623,1,,,2000-06-19 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
624,624,14,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
625,625,14,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
626,626,14,,,2001-09-18 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
627,627,4,,,2002-05-24 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
628,628,10,,,2001-07-24 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
629,629,1,,,2001-05-10 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
630,630,13,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
631,631,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
632,632,14,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
633,633,12,,,1986-05-20 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
634,634,1,,,1998-07-30 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
635,635,5,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
636,636,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
637,637,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
638,638,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
639,639,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
640,640,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
641,641,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
642,642,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
643,643,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
644,644,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
645,645,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
646,646,5,,,2001-05-09 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
647,647,1,,,2001-05-14 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
648,648,5,,,2001-03-02 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
649,649,1,,,2001-06-01 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
650,650,1,,,2001-05-14 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
651,651,16,,,2000-07-11 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
652,652,1,,,2001-12-28 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
653,653,14,,,2001-12-11 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
654,654,16,,,2001-12-11 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
655,655,1,,,2002-03-19 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
656,656,1,,,2002-03-19 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
657,657,1,,,2002-03-19 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
658,658,1,,,2002-03-19 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
659,659,1,,,2001-10-01 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
660,660,1,,,1998-12-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
661,661,13,,,2002-08-20 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
662,662,16,,,2002-09-12 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
663,663,4,,,2002-09-24 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
664,664,12,,,2002-09-25 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
665,665,16,,,2002-11-26 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
666,666,8,,,2002-09-19 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
667,667,1,,,2003-03-17 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
668,668,1,,,2003-06-09 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
669,669,16,,,2003-06-18 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
670,670,1,,,2003-07-01 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
671,671,2,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
672,672,1,,,2003-06-19 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
673,673,1,,,2003-07-01 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
674,674,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
675,675,4,2004-01-01,,2020-09-28 00:00:00,This site has been either empty or used to store school buses and/or other BIA vehicles since at least 2004. The parcel reportedly used to be leased as a gas station back in the 1960s. Unclear when the gas station closed.,,2014-02-10 18:37:33,KDIXON,2020-09-28 19:39:07
676,676,1,,,2004-04-06 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
677,677,10,,,2004-03-30 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
678,678,10,,,2004-03-03 00:00:00,Former NDOT Maintenance Facility,,2014-02-10 18:37:33,ACF,2015-06-25 08:02:42
679,679,12,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
680,680,1,,,2004-04-21 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
681,681,1,,,2004-03-22 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
682,682,6,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
683,683,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
684,684,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
685,685,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
686,686,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
687,687,1,,,2004-07-26 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
688,688,1,,,2004-09-20 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
689,689,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
690,690,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
691,691,12,,,2004-11-21 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
692,692,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
693,693,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
694,694,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
695,695,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
696,696,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
697,697,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
698,698,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
699,699,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
700,700,5,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
701,701,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
702,702,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
703,703,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
704,704,13,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
705,705,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
706,706,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
707,707,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
708,708,1,,,2005-01-04 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
709,709,4,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
710,710,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
711,711,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
712,712,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
713,713,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
714,714,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
715,715,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
716,716,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
717,717,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
718,718,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
719,719,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
720,720,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
721,721,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
722,722,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
723,723,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
724,724,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
725,725,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
726,726,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
727,727,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
728,728,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
729,729,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
730,730,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
731,731,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
732,732,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
733,733,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
734,734,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
735,735,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
736,736,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
737,737,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
738,738,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
739,739,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
740,740,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
741,741,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
742,742,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
743,743,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
744,744,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
745,745,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
746,746,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
747,747,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
748,748,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
749,749,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
750,750,1,,,2005-05-23 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
751,751,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
752,752,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
753,753,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
754,754,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
755,755,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
756,756,10,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
757,757,10,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
758,758,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
759,759,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
760,760,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
761,761,4,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
762,762,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
763,763,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
764,764,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
765,765,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
766,766,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
767,767,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
768,768,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
769,769,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
770,770,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
771,771,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
772,772,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
773,773,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
774,774,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
775,775,10,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
776,776,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
777,777,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
778,778,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
779,779,5,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
780,780,4,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
781,781,5,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
782,782,5,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
783,783,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
784,784,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
785,785,5,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
786,786,5,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
787,787,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
788,788,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
789,789,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
790,790,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
791,791,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
792,792,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
793,793,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
794,794,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
795,795,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
796,796,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
797,797,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
798,798,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
799,799,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
800,800,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
801,801,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
802,802,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
803,803,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
804,804,4,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
805,805,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
806,806,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
807,807,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
808,808,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
809,809,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
810,810,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
811,811,1,,,2000-09-11 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
812,812,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
813,813,1,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
814,814,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
816,816,1,,,2013-05-07 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
817,817,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
818,818,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
819,819,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
820,820,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
821,821,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
822,822,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
823,823,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
824,824,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
825,825,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
826,826,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
827,827,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
828,828,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
830,830,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
831,831,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
832,832,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
834,834,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
835,835,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
836,836,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
837,837,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
838,838,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
839,839,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
840,840,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
841,841,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
842,842,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
843,843,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
844,844,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
845,845,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
846,846,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
847,847,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
848,848,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
849,849,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
850,850,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
851,851,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
852,852,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
853,853,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
854,854,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
855,855,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
856,856,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
857,857,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
858,858,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
859,859,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
860,860,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
861,861,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
862,862,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
863,863,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
864,864,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
865,865,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
866,866,16,,,1986-11-08 00:00:00,Migrated from previous TLUST system.,,2014-02-10 18:37:33,,
